,ano,temperatura_media_anual(°C),country_code
2509,1976,28.78,NER
2510,1976,26.35,NGA
2511,1976,3.16,NOR
2512,1976,25.93,OMN
2513,1976,20.51,PAK
2514,1976,25.26,PLW
2515,1976,26.77,PAN
2516,1976,26.85,PNG
2517,1976,22.28,PRY
2518,1976,19.6,PER
2519,1976,26.36,PHL
2520,1976,6.95,POL
2521,1976,15.51,PRT
2522,1976,26.75,QAT
2523,1976,7.93,ROU
2524,1976,-1.7,RUS
2525,1976,20.85,RWA
2526,1976,24.41,SAU
2527,1976,27.5,SEN
2528,1976,10.05,SRB
2529,1976,26.5,SYC
2530,1976,26.17,SLE
2531,1976,,SGP
2532,1976,6.3,SVK
2533,1976,7.6,SVN
2534,1976,26.33,SLB
2535,1976,,SOM
2536,1976,17.16,ZAF
2537,1976,14.17,ESP
2538,1976,25.21,LKA
2539,1976,28.05,SDN
2540,1976,26.55,SUR
2541,1976,3.24,SWE
2542,1976,6.21,CHE
2543,1976,18.99,SYR
2544,1976,22.38,TWN
2545,1976,7.66,TJK
2546,1976,23.35,TZA
2547,1976,26.59,THA
2548,1976,30.3,TLS
2549,1976,26.2,TGO
2550,1976,25.23,TON
2551,1976,17.66,TUN
2552,1976,12.05,TUR
2553,1976,12.93,TKM
2554,1976,27.9,TUV
2555,1976,22.88,UGA
2556,1976,6.97,UKR
2557,1976,9.65,GBR
2558,1976,10.77,USA
2559,1976,16.77,URY
2560,1976,11.81,UZB
2561,1976,25.45,VUT
2562,1976,25.35,VEN
2563,1976,24.75,VNM
2564,1976,20.82,ZMB
2565,1976,20.12,ZWE
2566,1977,15.75,AFG
2567,1977,14.29,ALB
2568,1977,19.02,DZA
2569,1977,22.29,AGO
2570,1977,-11.46,ATA
2571,1977,16.92,ARG
2572,1977,5.07,ARM
2573,1977,17.99,AUS
2574,1977,7.51,AUT
2575,1977,13.5,AZE
2576,1977,26.14,BHR
2577,1977,25.14,BGD
2578,1977,26.04,BRB
2579,1977,2.9,BLR
2580,1977,9.62,BEL
2581,1977,25.72,BLZ
2582,1977,27.22,BEN
2583,1977,19.68,BOL
2584,1977,9.37,BIH
2585,1977,22.28,BWA
2586,1977,24.07,BRA
2587,1977,9.95,BGR
2588,1977,28.16,BFA
2589,1977,25.79,MMR
2590,1977,23.71,BDI
2591,1977,24.96,CMR
2592,1977,3.71,CAN
2593,1977,19.86,CPV
2594,1977,25.27,CAF
2595,1977,28.39,TCD
2596,1977,13.15,CHL
2597,1977,11.09,CHN
2598,1977,24.72,COL
2599,1977,26.05,COM
2600,1977,24.92,COC
2601,1977,25.49,COD
2602,1977,22.91,CRI
2603,1977,25.54,CIV
2604,1977,12.92,HRV
2605,1977,25.17,CUB
2606,1977,18.38,CYP
2607,1977,6.85,CZE
2608,1977,8.19,DNK
2609,1977,25.6,DOM
2610,1977,20.13,ECU
2611,1977,22.01,EGY
2612,1977,23.61,SLV
2613,1977,22.23,ERI
2614,1977,4.99,EST
2615,1977,19.0,ETH
2616,1977,25.75,FJI
2617,1977,1.61,FIN
2618,1977,11.18,FRA
2619,1977,25.2,GAB
2620,1977,11.75,GEO
2621,1977,8.59,DEU
2622,1977,25.87,GHA
2623,1977,17.07,GRC
2624,1977,21.19,GTM
2625,1977,25.03,GIN
2626,1977,27.2,GNB
2627,1977,25.73,GUY
2628,1977,26.34,HND
2629,1977,10.34,HUN
2630,1977,3.8,ISL
2631,1977,25.07,IND
2632,1977,26.76,IDN
2633,1977,17.02,IRN
2634,1977,23.2,IRQ
2635,1977,9.36,IRL
2636,1977,18.75,ISR
2637,1977,12.33,ITA
2638,1977,,JAM
2639,1977,13.9,JPN
2640,1977,20.42,JOR
2641,1977,5.68,KAZ
2642,1977,22.75,KEN
2643,1977,8.1,PRK
2644,1977,12.58,KOR
2645,1977,23.06,KWT
2646,1977,4.67,KGZ
2647,1977,25.04,LAO
2648,1977,6.09,LVA
2649,1977,19.79,LBN
2650,1977,25.8,LBR
2651,1977,21.15,LBY
2652,1977,6.86,LTU
2653,1977,8.33,LUX
2654,1977,20.77,MWI
2655,1977,27.16,MYS
2656,1977,28.13,MDV
2657,1977,18.33,MLT
2658,1977,21.41,MEX
2659,1977,7.11,MDA
2660,1977,-0.49,MNG
2661,1977,14.27,MNE
2662,1977,17.22,MAR
2663,1977,23.83,MOZ
2664,1977,19.25,NAM
2665,1977,19.62,NPL
2666,1977,9.46,NLD
2667,1977,11.85,NZL
2668,1977,26.58,NIC
2669,1977,27.96,NER
2670,1977,26.57,NGA
2671,1977,3.43,NOR
2672,1977,26.22,OMN
2673,1977,22.0,PAK
2674,1977,25.43,PLW
2675,1977,27.08,PAN
2676,1977,26.95,PNG
2677,1977,23.1,PRY
2678,1977,19.7,PER
2679,1977,26.54,PHL
2680,1977,8.11,POL
2681,1977,15.6,PRT
2682,1977,27.6,QAT
2683,1977,8.92,ROU
2684,1977,-1.39,RUS
2685,1977,23.25,SAU
2686,1977,28.02,SEN
2687,1977,11.11,SRB
2688,1977,26.82,SYC
2689,1977,26.6,SLE
2690,1977,27.36,SGP
2691,1977,6.85,SVK
2692,1977,8.5,SVN
2693,1977,26.68,SLB
2694,1977,,SOM
2695,1977,17.77,ZAF
2696,1977,14.34,ESP
2697,1977,25.25,LKA
2698,1977,27.4,SDN
2699,1977,26.56,SUR
2700,1977,3.53,SWE
2701,1977,6.51,CHE
2702,1977,20.85,SYR
2703,1977,23.92,TWN
2704,1977,7.53,TJK
2705,1977,23.29,TZA
2706,1977,27.05,THA
2707,1977,27.74,TLS
2708,1977,26.79,TGO
2709,1977,25.9,TON
2710,1977,19.51,TUN
2711,1977,12.83,TUR
2712,1977,15.51,TKM
2713,1977,27.96,TUV
2714,1977,22.78,UGA
2715,1977,6.74,UKR
2716,1977,29.74,ARE
2717,1977,9.19,GBR
2718,1977,11.32,USA
2719,1977,17.69,URY
2720,1977,11.89,UZB
2721,1977,24.85,VUT
2722,1977,26.14,VEN
2723,1977,25.06,VNM
2724,1977,21.73,ZMB
2725,1977,20.84,ZWE
2726,1978,13.5,AFG
2727,1978,13.34,ALB
2728,1978,18.21,DZA
2729,1978,22.22,AGO
2730,1978,-12.3,ATA
2731,1978,16.68,ARG
2732,1978,5.07,ARM
2733,1978,17.64,AUS
2734,1978,6.54,AUT
2735,1978,16.3,AZE
2736,1978,25.88,BHR
2737,1978,25.38,BGD
2738,1978,26.4,BRB
2739,1978,5.34,BLR
2740,1978,9.07,BEL
2741,1978,25.7,BLZ
2742,1978,26.75,BEN
2743,1978,17.94,BOL
2744,1978,8.07,BIH
2745,1978,20.66,BWA
2746,1978,23.68,BRA
2747,1978,8.84,BGR
2748,1978,28.26,BFA
2749,1978,25.62,MMR
2750,1978,23.67,BDI
2751,1978,25.05,CMR
2752,1978,2.81,CAN
2753,1978,22.49,CPV
2754,1978,25.22,CAF
2755,1978,28.08,TCD
2756,1978,12.99,CHL
2757,1978,11.37,CHN
2758,1978,24.5,COL
2759,1978,25.72,COM
2760,1978,24.88,COC
2761,1978,25.64,COD
2762,1978,23.15,CRI
2763,1978,25.42,CIV
2764,1978,11.87,HRV
2765,1978,25.32,CUB
2766,1978,16.58,CYP
2767,1978,6.27,CZE
2768,1978,7.77,DNK
2769,1978,26.16,DOM
2770,1978,20.3,ECU
2771,1978,22.09,EGY
2772,1978,23.42,SLV
2773,1978,20.2,ERI
2774,1978,6.05,EST
2775,1978,19.26,ETH
2776,1978,25.18,FJI
2777,1978,0.81,FIN
2778,1978,10.8,FRA
2779,1978,25.11,GAB
2780,1978,12.49,GEO
2781,1978,7.64,DEU
2782,1978,26.11,GHA
2783,1978,16.28,GRC
2784,1978,20.43,GTM
2785,1978,25.18,GIN
2786,1978,26.94,GNB
2787,1978,26.42,GUY
2788,1978,26.34,HND
2789,1978,9.55,HUN
2790,1978,3.99,ISL
2791,1978,24.83,IND
2792,1978,26.73,IDN
2793,1978,16.85,IRN
2794,1978,22.83,IRQ
2795,1978,9.62,IRL
2796,1978,20.03,ISR
2797,1978,11.74,ITA
2798,1978,,JAM
2799,1978,14.27,JPN
2800,1978,19.53,JOR
2801,1978,5.72,KAZ
2802,1978,21.83,KEN
2803,1978,8.55,PRK
2804,1978,12.9,KOR
2805,1978,25.43,KWT
2806,1978,4.09,KGZ
2807,1978,25.93,LAO
2808,1978,5.15,LVA
2809,1978,20.23,LBN
2810,1978,25.15,LBR
2811,1978,21.63,LBY
2812,1978,5.72,LTU
2813,1978,7.5,LUX
2814,1978,20.47,MWI
2815,1978,27.27,MYS
2816,1978,28.0,MDV
2817,1978,17.58,MLT
2818,1978,21.43,MEX
2819,1978,8.29,MDA
2820,1978,0.31,MNG
2821,1978,13.17,MNE
2822,1978,17.63,MAR
2823,1978,23.61,MOZ
2824,1978,19.11,NAM
2825,1978,20.27,NPL
2826,1978,8.78,NLD
2827,1978,12.73,NZL
2828,1978,26.59,NIC
2829,1978,28.61,NER
2830,1978,26.25,NGA
2831,1978,3.1,NOR
2832,1978,25.73,OMN
2833,1978,21.53,PAK
2834,1978,25.5,PLW
2835,1978,27.04,PAN
2836,1978,27.1,PNG
2837,1978,23.15,PRY
2838,1978,19.87,PER
2839,1978,26.34,PHL
2840,1978,6.99,POL
2841,1978,15.78,PRT
2842,1978,27.46,QAT
2843,1978,8.35,ROU
2844,1978,-1.27,RUS
2845,1978,21.35,RWA
2846,1978,23.5,SAU
2847,1978,28.12,SEN
2848,1978,10.4,SRB
2849,1978,26.97,SYC
2850,1978,26.48,SLE
2851,1978,27.3,SGP
2852,1978,5.87,SVK
2853,1978,7.43,SVN
2854,1978,26.73,SLB
2855,1978,,SOM
2856,1978,17.6,ZAF
2857,1978,14.41,ESP
2858,1978,25.46,LKA
2859,1978,27.76,SDN
2860,1978,26.53,SUR
2861,1978,2.83,SWE
2862,1978,6.13,CHE
2863,1978,19.64,SYR
2864,1978,23.05,TWN
2865,1978,8.53,TJK
2866,1978,23.27,TZA
2867,1978,27.2,THA
2868,1978,27.95,TLS
2869,1978,26.65,TGO
2870,1978,26.83,TON
2871,1978,19.35,TUN
2872,1978,13.05,TUR
2873,1978,14.36,TKM
2874,1978,27.95,TUV
2875,1978,22.76,UGA
2876,1978,7.66,UKR
2877,1978,26.91,ARE
2878,1978,9.01,GBR
2879,1978,10.55,USA
2880,1978,17.04,URY
2881,1978,11.73,UZB
2882,1978,25.37,VUT
2883,1978,26.11,VEN
2884,1978,25.27,VNM
2885,1978,21.12,ZMB
2886,1978,20.11,ZWE
2887,1979,14.62,AFG
2888,1979,12.16,ALB
2889,1979,19.44,DZA
2890,1979,22.44,AGO
2891,1979,-11.68,ATA
2892,1979,16.68,ARG
2893,1979,6.64,ARM
2894,1979,18.44,AUS
2895,1979,6.99,AUT
2896,1979,13.31,AZE
2897,1979,26.56,BHR
2898,1979,26.18,BGD
2899,1979,26.06,BRB
2900,1979,4.72,BLR
2901,1979,9.27,BEL
2902,1979,25.85,BLZ
2903,1979,27.3,BEN
2904,1979,18.28,BOL
2905,1979,8.96,BIH
2906,1979,21.7,BWA
2907,1979,23.69,BRA
2908,1979,9.3,BGR
2909,1979,28.54,BFA
2910,1979,26.2,MMR
2911,1979,23.74,BDI
2912,1979,25.3,CMR
2913,1979,3.24,CAN
2914,1979,22.66,CPV
2915,1979,25.45,CAF
2916,1979,25.38,TCD
2917,1979,12.9,CHL
2918,1979,11.36,CHN
2919,1979,24.88,COL
2920,1979,26.56,COM
2921,1979,24.89,COC
2922,1979,25.69,COD
2923,1979,24.56,CRI
2924,1979,25.62,CIV
2925,1979,12.75,HRV
2926,1979,25.22,CUB
2927,1979,18.5,CYP
2928,1979,7.07,CZE
2929,1979,6.66,DNK
2930,1979,25.43,DOM
2931,1979,20.66,ECU
2932,1979,22.1,EGY
2933,1979,23.71,SLV
2934,1979,22.41,ERI
2935,1979,7.45,EST
2936,1979,19.32,ETH
2937,1979,25.8,FJI
2938,1979,2.19,FIN
2939,1979,10.86,FRA
2940,1979,25.42,GAB
2941,1979,13.1,GEO
2942,1979,7.71,DEU
2943,1979,26.61,GHA
2944,1979,16.94,GRC
2945,1979,20.02,GTM
2946,1979,24.88,GIN
2947,1979,27.14,GNB
2948,1979,26.4,GUY
2949,1979,25.49,HND
2950,1979,10.35,HUN
2951,1979,2.47,ISL
2952,1979,25.58,IND
2953,1979,26.9,IDN
2954,1979,17.25,IRN
2955,1979,23.5,IRQ
2956,1979,8.53,IRL
2957,1979,20.27,ISR
2958,1979,11.91,ITA
2959,1979,27.37,JAM
2960,1979,14.65,JPN
2961,1979,20.54,JOR
2962,1979,5.5,KAZ
2963,1979,21.84,KEN
2964,1979,8.69,PRK
2965,1979,12.75,KOR
2966,1979,23.47,KWT
2967,1979,4.95,KGZ
2968,1979,26.68,LAO
2969,1979,5.15,LVA
2970,1979,20.03,LBN
2971,1979,25.72,LBR
2972,1979,24.11,LBY
2973,1979,5.86,LTU
2974,1979,7.59,LUX
2975,1979,20.42,MWI
2976,1979,27.51,MYS
2977,1979,28.24,MDV
2978,1979,18.18,MLT
2979,1979,21.16,MEX
2980,1979,8.8,MDA
2981,1979,-0.02,MNG
2982,1979,14.04,MNE
2983,1979,17.39,MAR
2984,1979,23.51,MOZ
2985,1979,19.75,NAM
2986,1979,20.17,NPL
2987,1979,8.3,NLD
2988,1979,12.88,NZL
2989,1979,26.53,NIC
2990,1979,28.88,NER
2991,1979,26.84,NGA
2992,1979,2.74,NOR
2993,1979,25.78,OMN
2994,1979,21.77,PAK
2995,1979,25.55,PLW
2996,1979,27.48,PAN
2997,1979,27.21,PNG
2998,1979,22.91,PRY
2999,1979,20.1,PER
3000,1979,26.79,PHL
3001,1979,7.08,POL
3002,1979,15.62,PRT
3003,1979,27.95,QAT
3004,1979,9.25,ROU
3005,1979,-1.6,RUS
3006,1979,23.32,SAU
3007,1979,28.57,SEN
3008,1979,11.37,SRB
3009,1979,26.82,SYC
3010,1979,26.89,SLE
3011,1979,27.38,SGP
3012,1979,6.87,SVK
3013,1979,8.29,SVN
3014,1979,26.79,SLB
3015,1979,17.95,ZAF
3016,1979,14.3,ESP
3017,1979,25.72,LKA
3018,1979,28.43,SDN
3019,1979,26.76,SUR
3020,1979,2.91,SWE
3021,1979,6.42,CHE
3022,1979,20.21,SYR
3023,1979,23.1,TWN
3024,1979,8.86,TJK
3025,1979,22.36,TZA
3026,1979,27.62,THA
3027,1979,27.02,TLS
3028,1979,27.55,TGO
3029,1979,25.55,TON
3030,1979,18.9,TUN
3031,1979,13.81,TUR
3032,1979,16.18,TKM
3033,1979,28.14,TUV
3034,1979,21.84,UGA
3035,1979,8.54,UKR
3036,1979,26.12,ARE
3037,1979,8.64,GBR
3038,1979,10.41,USA
3039,1979,17.15,URY
3040,1979,12.56,UZB
3041,1979,25.41,VUT
3042,1979,26.15,VEN
3043,1979,25.47,VNM
3044,1979,21.39,ZMB
3045,1979,20.56,ZWE
3046,1980,13.78,AFG
3047,1980,13.49,ALB
3048,1980,19.02,DZA
3049,1980,22.48,AGO
3050,1980,-12.23,ATA
3051,1980,16.66,ARG
3052,1980,5.27,ARM
3053,1980,18.69,AUS
3054,1980,6.23,AUT
3055,1980,13.85,AZE
3056,1980,26.27,BHR
3057,1980,25.42,BGD
3058,1980,26.61,BRB
3059,1980,6.14,BLR
3060,1980,9.55,BEL
3061,1980,26.36,BLZ
3062,1980,27.18,BEN
3063,1980,19.41,BOL
3064,1980,7.99,BIH
3065,1980,22.04,BWA
3066,1980,24.22,BRA
3067,1980,8.15,BGR
3068,1980,28.64,BFA
3069,1980,25.64,MMR
3070,1980,23.68,BDI
3071,1980,25.13,CMR
3072,1980,3.08,CAN
3073,1980,22.64,CPV
3074,1980,25.38,CAF
3075,1980,12.55,CHL
3076,1980,11.11,CHN
3077,1980,25.11,COL
3078,1980,25.84,COM
3079,1980,24.65,COC
3080,1980,24.74,COD
3081,1980,23.35,CRI
3082,1980,25.55,CIV
3083,1980,11.74,HRV
3084,1980,25.51,CUB
3085,1980,17.25,CYP
3086,1980,6.17,CZE
3087,1980,7.67,DNK
3088,1980,26.1,DOM
3089,1980,20.74,ECU
3090,1980,22.62,EGY
3091,1980,21.74,SLV
3092,1980,20.79,ERI
3093,1980,5.84,EST
3094,1980,19.44,ETH
3095,1980,25.31,FJI
3096,1980,1.63,FIN
3097,1980,10.55,FRA
3098,1980,25.41,GAB
3099,1980,12.48,GEO
3100,1980,7.59,DEU
3101,1980,26.22,GHA
3102,1980,16.45,GRC
3103,1980,20.33,GTM
3104,1980,24.94,GIN
3105,1980,26.89,GNB
3106,1980,26.97,GUY
3107,1980,25.24,HND
3108,1980,9.3,HUN
3109,1980,4.07,ISL
3110,1980,25.29,IND
3111,1980,26.83,IDN
3112,1980,17.24,IRN
3113,1980,22.7,IRQ
3114,1980,9.29,IRL
3115,1980,19.68,ISR
3116,1980,11.42,ITA
3117,1980,27.26,JAM
3118,1980,13.42,JPN
3119,1980,20.01,JOR
3120,1980,5.03,KAZ
3121,1980,21.88,KEN
3122,1980,7.39,PRK
3123,1980,11.44,KOR
3124,1980,24.12,KWT
3125,1980,6.29,KGZ
3126,1980,26.95,LAO
3127,1980,5.34,LVA
3128,1980,19.94,LBN
3129,1980,25.71,LBR
3130,1980,21.31,LBY
3131,1980,5.35,LTU
3132,1980,7.67,LUX
3133,1980,20.52,MWI
3134,1980,27.43,MYS
3135,1980,28.34,MDV
3136,1980,17.34,MLT
3137,1980,21.5,MEX
3138,1980,8.68,MDA
3139,1980,-1.03,MNG
3140,1980,13.56,MNE
3141,1980,17.79,MAR
3142,1980,23.63,MOZ
3143,1980,20.0,NAM
3144,1980,20.0,NPL
3145,1980,8.94,NLD
3146,1980,12.55,NZL
3147,1980,26.92,NIC
3148,1980,28.59,NER
3149,1980,26.7,NGA
3150,1980,3.27,NOR
3151,1980,25.8,OMN
3152,1980,22.51,PAK
3153,1980,25.57,PLW
3154,1980,27.43,PAN
3155,1980,27.11,PNG
3156,1980,23.09,PRY
3157,1980,20.07,PER
3158,1980,26.7,PHL
3159,1980,6.44,POL
3160,1980,15.72,PRT
3161,1980,27.79,QAT
3162,1980,7.84,ROU
3163,1980,-1.43,RUS
3164,1980,20.82,RWA
3165,1980,24.58,SAU
3166,1980,28.47,SEN
3167,1980,9.88,SRB
3168,1980,26.91,SYC
3169,1980,26.73,SLE
3170,1980,27.44,SGP
3171,1980,5.4,SVK
3172,1980,7.3,SVN
3173,1980,26.76,SLB
3174,1980,17.65,ZAF
3175,1980,14.34,ESP
3176,1980,25.83,LKA
3177,1980,28.45,SDN
3178,1980,26.76,SUR
3179,1980,2.77,SWE
3180,1980,5.8,CHE
3181,1980,18.15,SYR
3182,1980,23.02,TWN
3183,1980,9.29,TJK
3184,1980,23.57,TZA
3185,1980,27.44,THA
3186,1980,27.08,TLS
3187,1980,27.01,TGO
3188,1980,24.98,TON
3189,1980,18.92,TUN
3190,1980,13.11,TUR
3191,1980,13.54,TKM
3192,1980,28.23,TUV
3193,1980,9.28,UKR
3194,1980,27.26,ARE
3195,1980,8.81,GBR
3196,1980,11.13,USA
3197,1980,17.74,URY
3198,1980,13.02,UZB
3199,1980,25.51,VUT
3200,1980,26.41,VEN
3201,1980,25.2,VNM
3202,1980,21.5,ZMB
3203,1980,20.7,ZWE
3204,1981,16.88,AFG
3205,1981,13.51,ALB
3206,1981,19.06,DZA
3207,1981,,AGO
3208,1981,-11.05,ATA
3209,1981,16.52,ARG
3210,1981,5.48,ARM
3211,1981,18.3,AUS
3212,1981,7.08,AUT
3213,1981,14.53,AZE
3214,1981,26.52,BHR
3215,1981,25.65,BGD
3216,1981,26.23,BRB
3217,1981,6.22,BLR
3218,1981,9.99,BEL
3219,1981,25.93,BLZ
3220,1981,27.58,BEN
3221,1981,20.88,BOL
3222,1981,8.62,BIH
3223,1981,21.57,BWA
3224,1981,23.75,BRA
3225,1981,26.57,BRN
3226,1981,9.37,BGR
3227,1981,28.17,BFA
3228,1981,25.68,MMR
3229,1981,24.19,BDI
3230,1981,26.09,CMR
3231,1981,4.58,CAN
3232,1981,22.55,CPV
3233,1981,25.2,CAF
3234,1981,12.36,CHL
3235,1981,11.14,CHN
3236,1981,24.36,COL
3237,1981,25.56,COM
3238,1981,24.29,COC
3239,1981,24.67,COD
3240,1981,24.43,CRI
3241,1981,25.95,CIV
3242,1981,12.58,HRV
3243,1981,25.18,CUB
3244,1981,18.37,CYP
3245,1981,7.3,CZE
3246,1981,7.47,DNK
3247,1981,25.77,DOM
3248,1981,21.12,ECU
3249,1981,22.83,EGY
3250,1981,24.48,SLV
3251,1981,21.55,ERI
3252,1981,6.49,EST
3253,1981,19.1,ETH
3254,1981,25.92,FJI
3255,1981,1.68,FIN
3256,1981,11.22,FRA
3257,1981,24.86,GAB
3258,1981,12.59,GEO
3259,1981,8.09,DEU
3260,1981,25.61,GHA
3261,1981,16.47,GRC
3262,1981,19.64,GTM
3263,1981,25.01,GIN
3264,1981,,GNB
3265,1981,26.17,GUY
3266,1981,25.27,HND
3267,1981,10.26,HUN
3268,1981,2.68,ISL
3269,1981,24.96,IND
3270,1981,26.85,IDN
3271,1981,17.48,IRN
3272,1981,9.42,IRL
3273,1981,19.6,ISR
3274,1981,11.93,ITA
3275,1981,27.61,JAM
3276,1981,13.39,JPN
3277,1981,19.79,JOR
3278,1981,6.29,KAZ
3279,1981,21.69,KEN
3280,1981,7.64,PRK
3281,1981,11.7,KOR
3282,1981,22.52,KWT
3283,1981,4.95,KGZ
3284,1981,27.22,LAO
3285,1981,5.94,LVA
3286,1981,19.2,LBN
3287,1981,25.19,LBR
3288,1981,22.08,LBY
3289,1981,6.66,LTU
3290,1981,8.17,LUX
3291,1981,20.14,MWI
3292,1981,27.34,MYS
3293,1981,28.4,MDV
3294,1981,17.86,MLT
3295,1981,21.51,MEX
3296,1981,7.7,MDA
3297,1981,-0.53,MNG
3298,1981,14.31,MNE
3299,1981,17.93,MAR
3300,1981,23.15,MOZ
3301,1981,19.2,NAM
3302,1981,19.69,NPL
3303,1981,9.23,NLD
3304,1981,12.69,NZL
3305,1981,26.41,NIC
3306,1981,28.2,NER
3307,1981,3.06,NOR
3308,1981,26.68,OMN
3309,1981,23.68,PAK
3310,1981,25.52,PLW
3311,1981,27.22,PNG
3312,1981,23.28,PRY
3313,1981,19.62,PER
3314,1981,26.33,PHL
3315,1981,7.76,POL
3316,1981,16.28,PRT
3317,1981,28.0,QAT
3318,1981,9.37,ROU
3319,1981,-0.55,RUS
3320,1981,21.0,RWA
3321,1981,24.02,SAU
3322,1981,28.4,SEN
3323,1981,10.44,SRB
3324,1981,26.86,SYC
3325,1981,26.67,SLE
3326,1981,27.25,SGP
3327,1981,6.64,SVK
3328,1981,8.28,SVN
3329,1981,26.89,SLB
3330,1981,17.43,ZAF
3331,1981,15.24,ESP
3332,1981,25.52,LKA
3333,1981,28.1,SDN
3334,1981,26.72,SUR
3335,1981,2.82,SWE
3336,1981,6.33,CHE
3337,1981,20.36,SYR
3338,1981,21.51,TWN
3339,1981,8.19,TJK
3340,1981,23.1,TZA
3341,1981,27.03,THA
3342,1981,27.4,TLS
3343,1981,27.09,TGO
3344,1981,25.16,TON
3345,1981,19.73,TUN
3346,1981,13.6,TUR
3347,1981,16.11,TKM
3348,1981,28.08,TUV
3349,1981,8.95,UKR
3350,1981,27.63,ARE
3351,1981,9.09,GBR
3352,1981,11.52,USA
3353,1981,16.91,URY
3354,1981,13.38,UZB
3355,1981,25.34,VUT
3356,1981,26.13,VEN
3357,1981,24.43,VNM
3358,1981,21.13,ZMB
3359,1981,19.85,ZWE
3360,1982,17.31,AFG
3361,1982,13.98,ALB
3362,1982,19.59,DZA
3363,1982,23.97,AGO
3364,1982,-11.31,ATA
3365,1982,17.54,ARG
3366,1982,4.27,ARM
3367,1982,18.16,AUS
3368,1982,7.47,AUT
3369,1982,13.44,AZE
3370,1982,25.43,BHR
3371,1982,25.34,BGD
3372,1982,26.05,BRB
3373,1982,6.78,BLR
3374,1982,9.7,BEL
3375,1982,26.43,BLZ
3376,1982,27.24,BEN
3377,1982,20.54,BOL
3378,1982,9.98,BIH
3379,1982,21.66,BWA
3380,1982,23.86,BRA
3381,1982,26.86,BRN
3382,1982,9.1,BGR
3383,1982,28.09,BFA
3384,1982,25.53,MMR
3385,1982,23.71,BDI
3386,1982,25.55,CMR
3387,1982,2.54,CAN
3388,1982,22.6,CPV
3389,1982,24.97,CAF
3390,1982,13.19,CHL
3391,1982,11.38,CHN
3392,1982,24.24,COL
3393,1982,26.0,COM
3394,1982,24.17,COC
3395,1982,24.53,COD
3396,1982,24.08,CRI
3397,1982,25.23,CIV
3398,1982,13.14,HRV
3399,1982,25.7,CUB
3400,1982,17.56,CYP
3401,1982,8.36,CZE
3402,1982,8.51,DNK
3403,1982,25.55,DOM
3404,1982,20.8,ECU
3405,1982,22.35,EGY
3406,1982,24.73,SLV
3407,1982,29.46,ERI
3408,1982,5.09,EST
3409,1982,19.06,ETH
3410,1982,25.87,FJI
3411,1982,2.68,FIN
3412,1982,11.97,FRA
3413,1982,24.54,GAB
3414,1982,11.33,GEO
3415,1982,8.8,DEU
3416,1982,26.44,GHA
3417,1982,16.53,GRC
3418,1982,18.83,GTM
3419,1982,25.5,GIN
3420,1982,26.42,GNB
3421,1982,26.32,GUY
3422,1982,25.42,HND
3423,1982,10.27,HUN
3424,1982,3.52,ISL
3425,1982,25.0,IND
3426,1982,26.74,IDN
3427,1982,16.52,IRN
3428,1982,9.62,IRL
3429,1982,19.01,ISR
3430,1982,12.32,ITA
3431,1982,27.0,JAM
3432,1982,14.0,JPN
3433,1982,18.67,JOR
3434,1982,2.06,KAZ
3435,1982,21.49,KEN
3436,1982,8.86,PRK
3437,1982,12.78,KOR
3438,1982,21.8,KWT
3439,1982,4.69,KGZ
3440,1982,26.69,LAO
3441,1982,6.11,LVA
3442,1982,15.18,LBN
3443,1982,25.02,LBR
3444,1982,21.0,LBY
3445,1982,7.01,LTU
3446,1982,8.78,LUX
3447,1982,21.09,MWI
3448,1982,27.45,MYS
3449,1982,28.32,MDV
3450,1982,18.52,MLT
3451,1982,21.72,MEX
3452,1982,8.52,MDA
3453,1982,0.52,MNG
3454,1982,11.82,MNE
3455,1982,17.25,MAR
3456,1982,23.44,MOZ
3457,1982,19.59,NAM
3458,1982,19.81,NPL
3459,1982,9.83,NLD
3460,1982,12.07,NZL
3461,1982,25.35,NIC
3462,1982,28.79,NER
3463,1982,4.12,NOR
3464,1982,25.57,OMN
3465,1982,20.05,PAK
3466,1982,25.59,PLW
3467,1982,26.97,PNG
3468,1982,23.18,PRY
3469,1982,19.98,PER
3470,1982,26.44,PHL
3471,1982,8.24,POL
3472,1982,15.68,PRT
3473,1982,26.55,QAT
3474,1982,9.72,ROU
3475,1982,-0.89,RUS
3476,1982,21.15,RWA
3477,1982,23.24,SAU
3478,1982,27.54,SEN
3479,1982,10.94,SRB
3480,1982,27.16,SYC
3481,1982,26.6,SLE
3482,1982,27.63,SGP
3483,1982,8.09,SVK
3484,1982,8.85,SVN
3485,1982,26.52,SLB
3486,1982,18.09,ZAF
3487,1982,14.91,ESP
3488,1982,25.32,LKA
3489,1982,27.85,SDN
3490,1982,26.69,SUR
3491,1982,4.12,SWE
3492,1982,6.97,CHE
3493,1982,18.63,SYR
3494,1982,22.34,TWN
3495,1982,8.02,TJK
3496,1982,22.89,TZA
3497,1982,27.05,THA
3498,1982,25.47,TLS
3499,1982,26.56,TGO
3500,1982,24.89,TON
3501,1982,20.07,TUN
3502,1982,12.54,TUR
3503,1982,13.45,TKM
3504,1982,28.04,TUV
3505,1982,7.85,UKR
3506,1982,26.74,ARE
3507,1982,9.41,GBR
3508,1982,10.92,USA
3509,1982,18.88,URY
3510,1982,11.92,UZB
