,country_code,ano,Annual CO₂ emissions
4321,CHL,2014,77589860.0
4322,CHL,2015,81782160.0
4323,CHL,2016,84250500.0
4324,CHL,2017,84138260.0
4325,CHL,2018,84438870.0
4326,CHL,2019,91977096.0
4327,CHL,2020,80178160.0
4328,CHL,2021,89036664.0
4329,CHL,2022,84377720.0
4330,CHN,1961,570630200.0
4331,CHN,1962,459618080.0
4332,CHN,1963,456779460.0
4333,CHN,1964,460637100.0
4334,CHN,1965,500286370.0
4335,CHN,1966,549459260.0
4336,CHN,1967,460225900.0
4337,CHN,1968,495506560.0
4338,CHN,1969,607683300.0
4339,CHN,1970,807952640.0
4340,CHN,1971,909209700.0
4341,CHN,1972,968645570.0
4342,CHN,1973,1008292600.0
4343,CHN,1974,1028099840.0
4344,CHN,1975,1183215000.0
4345,CHN,1976,1226421200.0
4346,CHN,1977,1340831100.0
4347,CHN,1978,1492777900.0
4348,CHN,1979,1525661200.0
4349,CHN,1980,1494495900.0
4350,CHN,1981,1476487800.0
4351,CHN,1982,1606585000.0
4352,CHN,1983,1694216800.0
4353,CHN,1984,1844828000.0
4354,CHN,1985,1998083000.0
4355,CHN,1986,2104213400.0
4356,CHN,1987,2257738500.0
4357,CHN,1988,2425893600.0
4358,CHN,1989,2463654400.0
4359,CHN,1990,2484854800.0
4360,CHN,1991,2606096100.0
4361,CHN,1992,2730787600.0
4362,CHN,1993,2921651000.0
4363,CHN,1994,3103739000.0
4364,CHN,1995,3361637000.0
4365,CHN,1996,3508818200.0
4366,CHN,1997,3515594200.0
4367,CHN,1998,3364587500.0
4368,CHN,1999,3557274600.0
4369,CHN,2000,3649201000.0
4370,CHN,2001,3728513500.0
4371,CHN,2002,4103042600.0
4372,CHN,2003,4841118700.0
4373,CHN,2004,5217351000.0
4374,CHN,2005,5882143000.0
4375,CHN,2006,6494338000.0
4376,CHN,2007,6983576600.0
4377,CHN,2008,7501498000.0
4378,CHN,2009,7891089400.0
4379,CHN,2010,8620627000.0
4380,CHN,2011,9532409000.0
4381,CHN,2012,9779355000.0
4382,CHN,2013,9956376000.0
4383,CHN,2014,9998674000.0
4384,CHN,2015,9866952000.0
4385,CHN,2016,9765029000.0
4386,CHN,2017,10011151000.0
4387,CHN,2018,10353934000.0
4388,CHN,2019,10721042000.0
4389,CHN,2020,10914012000.0
4390,CHN,2021,11336233000.0
4391,CHN,2022,11396777000.0
4392,CXR,1961,
4393,CXR,1962,
4394,CXR,1963,
4395,CXR,1964,
4396,CXR,1965,
4397,CXR,1966,
4398,CXR,1967,
4399,CXR,1968,
4400,CXR,1969,
4401,CXR,1970,69616.0
4402,CXR,1971,84272.0
4403,CXR,1972,84272.0
4404,CXR,1973,69616.0
4405,CXR,1974,124576.0
4406,CXR,1975,135568.0
4407,CXR,1976,124576.0
4408,CXR,1977,91600.0
4409,CXR,1978,91600.0
4410,CXR,1979,98928.0
4411,CXR,1980,98928.0
4412,CXR,1981,102592.0
4413,CXR,1982,73280.0
4414,CXR,1983,80608.0
4415,CXR,1984,
4416,CXR,1985,
4417,CXR,1986,
4418,CXR,1987,
4419,CXR,1988,
4420,CXR,1989,
4421,CXR,1990,
4422,CXR,1991,
4423,CXR,1992,
4424,CXR,1993,
4425,CXR,1994,
4426,CXR,1995,
4427,CXR,1996,
4428,CXR,1997,
4429,CXR,1998,
4430,CXR,1999,
4431,CXR,2000,
4432,CXR,2001,
4433,CXR,2002,
4434,CXR,2003,
4435,CXR,2004,
4436,CXR,2005,
4437,CXR,2006,
4438,CXR,2007,
4439,CXR,2008,
4440,CXR,2009,
4441,CXR,2010,
4442,CXR,2011,
4443,CXR,2012,
4444,CXR,2013,
4445,CXR,2014,
4446,CXR,2015,
4447,CXR,2016,
4448,CXR,2017,
4449,CXR,2018,
4450,CXR,2019,
4451,CXR,2020,
4452,CXR,2021,
4453,CXR,2022,
4454,COL,1961,18196304.0
4455,COL,1962,19419486.0
4456,COL,1963,21232780.0
4457,COL,1964,21682948.0
4458,COL,1965,22858734.0
4459,COL,1966,23474196.0
4460,COL,1967,24686832.0
4461,COL,1968,26572754.0
4462,COL,1969,28016278.0
4463,COL,1970,28370052.0
4464,COL,1971,30281416.0
4465,COL,1972,31425178.0
4466,COL,1973,33630756.0
4467,COL,1974,36394428.0
4468,COL,1975,35809044.0
4469,COL,1976,37979736.0
4470,COL,1977,39240976.0
4471,COL,1978,41534244.0
4472,COL,1979,44266890.0
4473,COL,1980,44174240.0
4474,COL,1981,44260324.0
4475,COL,1982,45679304.0
4476,COL,1983,49209650.0
4477,COL,1984,48701540.0
4478,COL,1985,48079492.0
4479,COL,1986,48754284.0
4480,COL,1987,50123984.0
4481,COL,1988,52017412.0
4482,COL,1989,52792804.0
4483,COL,1990,56897744.0
4484,COL,1991,56654080.0
4485,COL,1992,61494680.0
4486,COL,1993,63337804.0
4487,COL,1994,67037376.0
4488,COL,1995,59420744.0
4489,COL,1996,59912670.0
4490,COL,1997,65256204.0
4491,COL,1998,65798796.0
4492,COL,1999,55475790.0
4493,COL,2000,56591360.0
4494,COL,2001,56848172.0
4495,COL,2002,55901212.0
4496,COL,2003,57378090.0
4497,COL,2004,54646776.0
4498,COL,2005,60161604.0
4499,COL,2006,62304364.0
4500,COL,2007,60491492.0
4501,COL,2008,66963988.0
4502,COL,2009,72460616.0
4503,COL,2010,76266460.0
4504,COL,2011,76224170.0
4505,COL,2012,80255270.0
4506,COL,2013,88104664.0
4507,COL,2014,98284140.0
4508,COL,2015,96774220.0
4509,COL,2016,99685730.0
4510,COL,2017,92275010.0
4511,COL,2018,87112040.0
4512,COL,2019,94497930.0
4513,COL,2020,89731320.0
4514,COL,2021,95765200.0
4515,COL,2022,99717870.0
4516,COM,1961,10992.0
4517,COM,1962,10992.0
4518,COM,1963,10992.0
4519,COM,1964,10992.0
4520,COM,1965,14656.0
4521,COM,1966,18320.0
4522,COM,1967,18320.0
4523,COM,1968,18320.0
4524,COM,1969,18320.0
4525,COM,1970,29312.0
4526,COM,1971,29312.0
4527,COM,1972,29312.0
4528,COM,1973,29312.0
4529,COM,1974,29312.0
4530,COM,1975,32976.0
4531,COM,1976,40304.0
4532,COM,1977,40304.0
4533,COM,1978,29312.0
4534,COM,1979,21984.0
4535,COM,1980,47632.0
4536,COM,1981,47632.0
4537,COM,1982,47632.0
4538,COM,1983,47632.0
4539,COM,1984,47632.0
4540,COM,1985,47632.0
4541,COM,1986,43968.0
4542,COM,1987,47632.0
4543,COM,1988,51296.0
4544,COM,1989,51296.0
4545,COM,1990,65952.0
4546,COM,1991,65952.0
4547,COM,1992,69616.0
4548,COM,1993,73280.0
4549,COM,1994,73280.0
4550,COM,1995,76944.0
4551,COM,1996,80608.0
4552,COM,1997,84272.0
4553,COM,1998,91600.0
4554,COM,1999,95264.0
4555,COM,2000,102592.0
4556,COM,2001,106256.0
4557,COM,2002,106256.0
4558,COM,2003,135568.0
4559,COM,2004,146560.0
4560,COM,2005,142896.0
4561,COM,2006,164880.0
4562,COM,2007,106256.0
4563,COM,2008,109920.0
4564,COM,2009,135568.0
4565,COM,2010,161216.0
4566,COM,2011,142896.0
4567,COM,2012,153888.0
4568,COM,2013,183200.0
4569,COM,2014,161216.0
4570,COM,2015,179536.0
4571,COM,2016,216176.0
4572,COM,2017,267472.0
4573,COM,2018,293120.0
4574,COM,2019,311440.0
4575,COM,2020,381056.0
4576,COM,2021,415130.0
4577,COM,2022,412760.0
4578,COG,1961,267472.0
4579,COG,1962,238160.0
4580,COG,1963,234496.0
4581,COG,1964,267472.0
4582,COG,1965,245488.0
4583,COG,1966,307776.0
4584,COG,1967,322432.0
4585,COG,1968,450672.0
4586,COG,1969,501968.03
4587,COG,1970,571584.0
4588,COG,1971,685168.0
4589,COG,1972,663184.0
4590,COG,1973,1220112.0
4591,COG,1974,1623152.0
4592,COG,1975,1099200.0
4593,COG,1976,1234768.0
4594,COG,1977,479984.0
4595,COG,1978,322432.0
4596,COG,1979,348080.0
4597,COG,1980,405529.0
4598,COG,1981,470724.0
4599,COG,1982,1343102.0
4600,COG,1983,1142452.0
4601,COG,1984,1139504.0
4602,COG,1985,1275224.0
4603,COG,1986,1062373.0
4604,COG,1987,1320092.0
4605,COG,1988,1492941.0
4606,COG,1989,1495627.0
4607,COG,1990,1007907.06
4608,COG,1991,1082796.0
4609,COG,1992,1289163.0
4610,COG,1993,1160443.0
4611,COG,1994,3383880.0
4612,COG,1995,3224670.0
4613,COG,1996,4037411.2
4614,COG,1997,4830572.0
4615,COG,1998,3869270.0
4616,COG,1999,3915579.0
4617,COG,2000,4284250.0
4618,COG,2001,4177806.8
4619,COG,2002,2720283.0
4620,COG,2003,3258111.0
4621,COG,2004,3548607.0
4622,COG,2005,4352130.0
4623,COG,2006,4785876.0
4624,COG,2007,4259311.0
4625,COG,2008,4270264.0
4626,COG,2009,4943653.0
4627,COG,2010,5499943.0
4628,COG,2011,5046421.0
4629,COG,2012,5019527.0
4630,COG,2013,5892286.0
4631,COG,2014,5469577.0
4632,COG,2015,5633314.0
4633,COG,2016,5729264.0
4634,COG,2017,5651375.0
4635,COG,2018,6544945.0
4636,COG,2019,7290182.0
4637,COG,2020,7391505.0
4638,COG,2021,7255881.0
4639,COG,2022,7431930.0
4640,COK,1961,
4641,COK,1962,
4642,COK,1963,
4643,COK,1964,
4644,COK,1965,
4645,COK,1966,
4646,COK,1967,
4647,COK,1968,
4648,COK,1969,10992.0
4649,COK,1970,10992.0
4650,COK,1971,10992.0
4651,COK,1972,10992.0
4652,COK,1973,10992.0
4653,COK,1974,10992.0
4654,COK,1975,14656.0
4655,COK,1976,14656.0
4656,COK,1977,29312.0
4657,COK,1978,29312.0
4658,COK,1979,25648.0
4659,COK,1980,29312.0
4660,COK,1981,65952.0
4661,COK,1982,51296.0
4662,COK,1983,51296.0
4663,COK,1984,21984.0
4664,COK,1985,21984.0
4665,COK,1986,21984.0
4666,COK,1987,21984.0
4667,COK,1988,21984.0
4668,COK,1989,21984.0
4669,COK,1990,43968.0
4670,COK,1991,43968.0
4671,COK,1992,43968.0
4672,COK,1993,47632.0
4673,COK,1994,47632.0
4674,COK,1995,47632.0
4675,COK,1996,51296.0
4676,COK,1997,51296.0
4677,COK,1998,47632.0
4678,COK,1999,51296.0
4679,COK,2000,51296.0
4680,COK,2001,47632.0
4681,COK,2002,40304.0
4682,COK,2003,47632.0
4683,COK,2004,54960.0
4684,COK,2005,62288.0
4685,COK,2006,65952.0
4686,COK,2007,65952.0
4687,COK,2008,65952.0
4688,COK,2009,65952.0
4689,COK,2010,73280.0
4690,COK,2011,80608.0
4691,COK,2012,84272.0
4692,COK,2013,84272.0
4693,COK,2014,80608.0
4694,COK,2015,80608.0
4695,COK,2016,73280.0
4696,COK,2017,80608.0
4697,COK,2018,80608.0
4698,COK,2019,84272.0
4699,COK,2020,65952.0
4700,COK,2021,68819.0
4701,COK,2022,68043.0
4702,CRI,1961,490976.0
4703,CRI,1962,549600.0
4704,CRI,1963,600896.0
4705,CRI,1964,674057.0
4706,CRI,1965,845909.0
4707,CRI,1966,992469.0
4708,CRI,1967,875250.0
4709,CRI,1968,1036376.94
4710,CRI,1969,1146178.0
4711,CRI,1970,1248681.0
4712,CRI,1971,1527026.0
4713,CRI,1972,1761314.0
4714,CRI,1973,2043412.9
4715,CRI,1974,1904091.0
4716,CRI,1975,2035847.0
4717,CRI,1976,2081855.0
4718,CRI,1977,2607419.0
4719,CRI,1978,2912043.0
4720,CRI,1979,2780982.0
4721,CRI,1980,2448461.0
4722,CRI,1981,2236213.0
4723,CRI,1982,2070622.0
4724,CRI,1983,2088813.1
4725,CRI,1984,1980949.0
4726,CRI,1985,2242455.0
4727,CRI,1986,2577534.0
4728,CRI,1987,2723861.0
4729,CRI,1988,2905922.0
4730,CRI,1989,2933345.0
4731,CRI,1990,2913015.0
4732,CRI,1991,3287914.0
4733,CRI,1992,3741868.0
4734,CRI,1993,3890892.0
4735,CRI,1994,5199850.0
4736,CRI,1995,4800770.0
4737,CRI,1996,4686377.0
4738,CRI,1997,4916182.0
4739,CRI,1998,5234101.0
4740,CRI,1999,5437766.0
4741,CRI,2000,5393873.0
4742,CRI,2001,5666567.0
4743,CRI,2002,6245400.0
4744,CRI,2003,6582545.0
4745,CRI,2004,6841678.0
4746,CRI,2005,6723403.0
4747,CRI,2006,7006724.0
4748,CRI,2007,7960740.0
4749,CRI,2008,7989944.0
4750,CRI,2009,7747752.0
4751,CRI,2010,7492647.0
4752,CRI,2011,7310815.0
4753,CRI,2012,7260085.0
4754,CRI,2013,7631517.0
4755,CRI,2014,7748309.0
4756,CRI,2015,7406021.0
4757,CRI,2016,7855934.0
4758,CRI,2017,8029008.0
4759,CRI,2018,8012376.0
4760,CRI,2019,7698382.0
4761,CRI,2020,6763180.0
4762,CRI,2021,7655385.0
4763,CRI,2022,7888694.0
4764,CIV,1961,553264.0
4765,CIV,1962,586240.0
4766,CIV,1963,622880.0
4767,CIV,1964,762112.0
4768,CIV,1965,1172480.0
4769,CIV,1966,1238432.0
4770,CIV,1967,1359344.0
4771,CIV,1968,1597504.0
4772,CIV,1969,1890624.0
4773,CIV,1970,2242368.0
4774,CIV,1971,2454880.0
4775,CIV,1972,2711360.0
4776,CIV,1973,2876240.0
4777,CIV,1974,3242640.0
4778,CIV,1975,3986432.0
4779,CIV,1976,3960784.0
4780,CIV,1977,4052384.0
4781,CIV,1978,4814496.0
4782,CIV,1979,5419056.0
4783,CIV,1980,5569280.0
4784,CIV,1981,3865520.0
4785,CIV,1982,5554624.0
4786,CIV,1983,4517712.0
4787,CIV,1984,5133264.0
4788,CIV,1985,6983584.0
4789,CIV,1986,5576608.0
4790,CIV,1987,7349984.0
4791,CIV,1988,8804592.0
4792,CIV,1989,8265983.5
4793,CIV,1990,4781520.0
4794,CIV,1991,4308864.0
4795,CIV,1992,3843536.0
4796,CIV,1993,5092960.0
4797,CIV,1994,4132991.8
4798,CIV,1995,6225337.0
4799,CIV,1996,7526009.0
4800,CIV,1997,7211238.0
4801,CIV,1998,6755485.0
4802,CIV,1999,6091911.0
4803,CIV,2000,6633573.0
4804,CIV,2001,7649681.0
4805,CIV,2002,7450165.0
4806,CIV,2003,5300525.0
4807,CIV,2004,7386261.0
4808,CIV,2005,7564355.0
4809,CIV,2006,6887238.0
4810,CIV,2007,6653270.0
4811,CIV,2008,6712605.0
4812,CIV,2009,5659943.0
4813,CIV,2010,6224746.0
4814,CIV,2011,6523170.0
4815,CIV,2012,8540010.0
4816,CIV,2013,9679770.0
4817,CIV,2014,9903225.0
4818,CIV,2015,9554745.0
4819,CIV,2016,11982747.0
4820,CIV,2017,12001905.0
4821,CIV,2018,10352434.0
4822,CIV,2019,10535081.0
4823,CIV,2020,11018607.0
4824,CIV,2021,11729395.0
4825,CIV,2022,11734159.0
4826,HRV,1961,6087649.0
4827,HRV,1962,6246510.0
4828,HRV,1963,6949540.0
4829,HRV,1964,7878903.0
4830,HRV,1965,8113448.0
4831,HRV,1966,8041916.0
4832,HRV,1967,8130185.0
4833,HRV,1968,8696735.0
4834,HRV,1969,9018851.0
4835,HRV,1970,11796174.0
4836,HRV,1971,12706086.0
4837,HRV,1972,11892040.0
4838,HRV,1973,14224622.0
4839,HRV,1974,14279875.0
4840,HRV,1975,14892899.0
4841,HRV,1976,15367100.0
4842,HRV,1977,14936330.0
4843,HRV,1978,16698116.0
4844,HRV,1979,18167018.0
4845,HRV,1980,17856868.0
4846,HRV,1981,19406162.0
4847,HRV,1982,17823326.0
4848,HRV,1983,19193860.0
4849,HRV,1984,20244074.0
4850,HRV,1985,20652906.0
4851,HRV,1986,21575448.0
4852,HRV,1987,21059756.0
4853,HRV,1988,21738328.0
4854,HRV,1989,21670336.0
4855,HRV,1990,22974684.0
4856,HRV,1991,16985248.0
4857,HRV,1992,16369223.0
4858,HRV,1993,16806462.0
4859,HRV,1994,16049805.0
4860,HRV,1995,16815704.0
4861,HRV,1996,17343678.0
4862,HRV,1997,18556528.0
4863,HRV,1998,19011170.0
4864,HRV,1999,20022372.0
4865,HRV,2000,19660010.0
4866,HRV,2001,20782298.0
4867,HRV,2002,21887298.0
4868,HRV,2003,23213128.0
4869,HRV,2004,22884860.0
4870,HRV,2005,23340032.0
4871,HRV,2006,23546764.0
4872,HRV,2007,24859720.0
4873,HRV,2008,23594392.0
4874,HRV,2009,21805310.0
4875,HRV,2010,21018168.0
4876,HRV,2011,20650176.0
4877,HRV,2012,19081248.0
4878,HRV,2013,18432192.0
4879,HRV,2014,17681566.0
4880,HRV,2015,17824704.0
4881,HRV,2016,18109014.0
4882,HRV,2017,18743996.0
4883,HRV,2018,17724152.0
4884,HRV,2019,17857446.0
4885,HRV,2020,16870528.0
4886,HRV,2021,17410628.0
4887,HRV,2022,17526086.0
4888,CUB,1961,12168303.0
4889,CUB,1962,14154546.0
4890,CUB,1963,13025915.0
4891,CUB,1964,14279003.0
4892,CUB,1965,14594137.0
4893,CUB,1966,15169385.0
4894,CUB,1967,15736880.0
4895,CUB,1968,16019522.0
4896,CUB,1969,17243298.0
4897,CUB,1970,18654088.0
4898,CUB,1971,19588660.0
4899,CUB,1972,20777370.0
4900,CUB,1973,22375342.0
4901,CUB,1974,22888060.0
4902,CUB,1975,27039482.0
4903,CUB,1976,27197066.0
4904,CUB,1977,29374202.0
4905,CUB,1978,30661204.0
4906,CUB,1979,31684546.0
4907,CUB,1980,31374024.0
4908,CUB,1981,32723480.0
4909,CUB,1982,34527344.0
4910,CUB,1983,30820618.0
4911,CUB,1984,32580692.0
4912,CUB,1985,32556046.0
4913,CUB,1986,33546752.0
4914,CUB,1987,33933260.0
4915,CUB,1988,35616450.0
4916,CUB,1989,35719060.0
4917,CUB,1990,29648420.0
4918,CUB,1991,27170202.0
4919,CUB,1992,20593126.0
4920,CUB,1993,19822772.0
4921,CUB,1994,21382318.0
4922,CUB,1995,22835124.0
4923,CUB,1996,23332950.0
4924,CUB,1997,24808970.0
4925,CUB,1998,24293962.0
4926,CUB,1999,24467108.0
4927,CUB,2000,25775496.0
4928,CUB,2001,25215884.0
4929,CUB,2002,25523650.0
4930,CUB,2003,25942744.0
4931,CUB,2004,25221232.0
4932,CUB,2005,26211820.0
4933,CUB,2006,26818162.0
4934,CUB,2007,26204204.0
4935,CUB,2008,28108268.0
4936,CUB,2009,28396318.0
4937,CUB,2010,34199816.0
4938,CUB,2011,29431084.0
4939,CUB,2012,29838558.0
4940,CUB,2013,28124912.0
4941,CUB,2014,27608264.0
4942,CUB,2015,29468648.0
4943,CUB,2016,28171536.0
4944,CUB,2017,24947550.0
4945,CUB,2018,23133148.0
4946,CUB,2019,22618818.0
4947,CUB,2020,21277102.0
4948,CUB,2021,20940420.0
4949,CUB,2022,20921022.0
4950,CUW,1961,9715723.0
4951,CUW,1962,10669753.0
4952,CUW,1963,10220436.0
4953,CUW,1964,9937304.0
4954,CUW,1965,8915568.0
4955,CUW,1966,8336995.0
4956,CUW,1967,10269676.0
4957,CUW,1968,9549537.0
4958,CUW,1969,12497799.0
4959,CUW,1970,13978085.0
4960,CUW,1971,12165427.0
4961,CUW,1972,11796125.0
4962,CUW,1973,13085605.0
4963,CUW,1974,11860753.0
4964,CUW,1975,8589351.0
4965,CUW,1976,18348160.0
4966,CUW,1977,9583390.0
4967,CUW,1978,8161576.5
4968,CUW,1979,8561654.0
4969,CUW,1980,8810933.0
4970,CUW,1981,8392390.0
4971,CUW,1982,9383351.0
4972,CUW,1983,4822470.0
4973,CUW,1984,12042326.0
4974,CUW,1985,14095030.0
4975,CUW,1986,2702060.0
4976,CUW,1987,2402194.0
4977,CUW,1988,2366340.0
4978,CUW,1989,4504520.0
4979,CUW,1990,4823944.0
4980,CUW,1991,3849377.0
4981,CUW,1992,3171417.0
4982,CUW,1993,4895651.0
4983,CUW,1994,4693567.0
4984,CUW,1995,4644676.0
4985,CUW,1996,4344809.0
4986,CUW,1997,4546893.0
4987,CUW,1998,250975.02
4988,CUW,1999,1880686.0
4989,CUW,2000,4990174.0
4990,CUW,2001,5081438.0
4991,CUW,2002,4898910.0
4992,CUW,2003,4902170.0
4993,CUW,2004,5143367.0
4994,CUW,2005,5097735.0
4995,CUW,2006,5312857.0
4996,CUW,2007,5981038.0
4997,CUW,2008,5752879.0
4998,CUW,2009,5886515.0
4999,CUW,2010,4054720.0
5000,CUW,2011,5172702.0
5001,CUW,2012,6287424.0
5002,CUW,2013,5928352.0
5003,CUW,2014,6796720.0
5004,CUW,2015,7328000.0
5005,CUW,2016,6192160.0
5006,CUW,2017,4964720.0
5007,CUW,2018,4312528.0
5008,CUW,2019,2242368.0
5009,CUW,2020,1806352.0
5010,CUW,2021,1740648.0
5011,CUW,2022,1756690.0
5012,CYP,1961,864318.0
5013,CYP,1962,904622.0
5014,CYP,1963,985230.0
5015,CYP,1964,999975.0
5016,CYP,1965,1150110.0
5017,CYP,1966,1241710.0
5018,CYP,1967,1362265.0
5019,CYP,1968,1622201.0
5020,CYP,1969,1669803.0
5021,CYP,1970,1702690.0
5022,CYP,1971,1883533.0
5023,CYP,1972,2405937.0
5024,CYP,1973,2503532.0
5025,CYP,1974,1928765.0
5026,CYP,1975,1990826.0
5027,CYP,1976,2487684.0
5028,CYP,1977,2699378.0
5029,CYP,1978,2845021.0
5030,CYP,1979,3045443.0
5031,CYP,1980,3260647.0
5032,CYP,1981,3095654.0
5033,CYP,1982,3157205.0
5034,CYP,1983,3151348.0
5035,CYP,1984,3234557.0
5036,CYP,1985,3144994.0
5037,CYP,1986,3606067.0
5038,CYP,1987,4184954.2
5039,CYP,1988,4197559.0
5040,CYP,1989,4429735.0
5041,CYP,1990,4644861.0
5042,CYP,1991,5133205.0
5043,CYP,1992,5505656.0
5044,CYP,1993,5749300.0
5045,CYP,1994,5991493.0
5046,CYP,1995,5861933.0
5047,CYP,1996,6211888.0
5048,CYP,1997,6298291.0
5049,CYP,1998,6592488.0
5050,CYP,1999,6858746.0
5051,CYP,2000,7104597.0
5052,CYP,2001,6978500.0
5053,CYP,2002,7169426.0
5054,CYP,2003,7559648.0
5055,CYP,2004,7788730.0
5056,CYP,2005,7957322.0
5057,CYP,2006,8185009.0
5058,CYP,2007,8503495.0
5059,CYP,2008,8715729.0
5060,CYP,2009,8470194.0
5061,CYP,2010,8101123.0
5062,CYP,2011,7787636.0
5063,CYP,2012,7262770.0
5064,CYP,2013,6582609.0
5065,CYP,2014,6950800.0
5066,CYP,2015,6971575.0
5067,CYP,2016,7373670.0
5068,CYP,2017,7503812.0
5069,CYP,2018,7321720.0
5070,CYP,2019,7342336.0
5071,CYP,2020,6910908.0
5072,CYP,2021,7029358.0
5073,CYP,2022,7029358.0
5074,CZE,1961,107504750.0
5075,CZE,1962,114564056.0
5076,CZE,1963,120492344.0
5077,CZE,1964,125401920.0
5078,CZE,1965,122199640.0
5079,CZE,1966,121522424.0
5080,CZE,1967,121278520.0
5081,CZE,1968,126879960.0
5082,CZE,1969,134693580.0
5083,CZE,1970,154419700.0
5084,CZE,1971,161977440.0
5085,CZE,1972,163451040.0
5086,CZE,1973,164108240.0
5087,CZE,1974,165999570.0
5088,CZE,1975,173668350.0
5089,CZE,1976,180410800.0
5090,CZE,1977,185792430.0
5091,CZE,1978,187464370.0
5092,CZE,1979,182557390.0
5093,CZE,1980,184677390.0
5094,CZE,1981,182648460.0
5095,CZE,1982,180846050.0
5096,CZE,1983,181076180.0
5097,CZE,1984,187168030.0
5098,CZE,1985,184599820.0
5099,CZE,1986,185854500.0
5100,CZE,1987,183641400.0
5101,CZE,1988,180617040.0
5102,CZE,1989,172330690.0
5103,CZE,1990,164250450.0
5104,CZE,1991,148883260.0
5105,CZE,1992,145705800.0
5106,CZE,1993,140124030.0
5107,CZE,1994,132668030.0
5108,CZE,1995,131622220.0
5109,CZE,1996,135018670.0
5110,CZE,1997,130941620.0
5111,CZE,1998,125608820.0
5112,CZE,1999,116671890.0
5113,CZE,2000,127235980.0
5114,CZE,2001,127144370.0
5115,CZE,2002,123969960.0
5116,CZE,2003,127571700.0
5117,CZE,2004,128291624.0
5118,CZE,2005,125690740.0
5119,CZE,2006,126555140.0
5120,CZE,2007,128382100.0
5121,CZE,2008,122951010.0
5122,CZE,2009,114999016.0
5123,CZE,2010,117490700.0
5124,CZE,2011,115201990.0
5125,CZE,2012,111298450.0
5126,CZE,2013,106732696.0
5127,CZE,2014,104256190.0
5128,CZE,2015,105022270.0
5129,CZE,2016,106680870.0
5130,CZE,2017,107776580.0
5131,CZE,2018,106358380.0
5132,CZE,2019,101032690.0
5133,CZE,2020,91697370.0
5134,CZE,2021,96665224.0
5135,CZE,2022,97969300.0
5136,COD,1961,2355388.0
5137,COD,1962,2171950.0
5138,COD,1963,2292682.0
5139,COD,1964,1973973.0
5140,COD,1965,2468527.0
5141,COD,1966,2402514.0
5142,COD,1967,2288811.0
5143,COD,1968,3366027.0
5144,COD,1969,3648037.0
5145,COD,1970,2709666.0
5146,COD,1971,2958670.0
5147,COD,1972,3017204.0
5148,COD,1973,3189175.0
5149,COD,1974,3364690.0
5150,COD,1975,3232786.0
5151,COD,1976,3404885.0
5152,COD,1977,3476971.0
5153,COD,1978,3525975.0
5154,COD,1979,3740105.0
5155,COD,1980,3485020.0
5156,COD,1981,3755424.0
5157,COD,1982,3046965.0
5158,COD,1983,3998000.0
5159,COD,1984,3931640.0
5160,COD,1985,3611908.0
5161,COD,1986,3345663.0
5162,COD,1987,3815863.0
5163,COD,1988,3977992.0
5164,COD,1989,4351992.0
5165,COD,1990,4248965.0
5166,COD,1991,3280404.0
5167,COD,1992,2906756.0
5168,COD,1993,2662330.0
5169,COD,1994,2750982.0
5170,COD,1995,3096173.0
5171,COD,1996,3472628.0
5172,COD,1997,3089412.0
5173,COD,1998,2733258.0
5174,COD,1999,2199437.0
5175,COD,2000,1704731.0
5176,COD,2001,1647474.0
5177,COD,2002,1734284.0
5178,COD,2003,2096180.0
5179,COD,2004,2028165.1
5180,COD,2005,2288361.0
5181,COD,2006,2352548.0
5182,COD,2007,2624244.0
5183,COD,2008,2686563.0
5184,COD,2009,2446984.0
5185,COD,2010,2736942.0
5186,COD,2011,3042265.0
5187,COD,2012,2798720.0
5188,COD,2013,3921616.0
5189,COD,2014,5067029.0
5190,COD,2015,3276557.0
5191,COD,2016,2559416.0
5192,COD,2017,3102465.0
5193,COD,2018,3375097.0
5194,COD,2019,3592173.0
5195,COD,2020,3709719.0
5196,COD,2021,3940681.0
5197,COD,2022,3601595.0
5198,DNK,1961,31701866.0
5199,DNK,1962,36889884.0
5200,DNK,1963,40667910.0
5201,DNK,1964,43146930.0
5202,DNK,1965,44293370.0
5203,DNK,1966,50078412.0
5204,DNK,1967,49026428.0
5205,DNK,1968,53272676.0
5206,DNK,1969,59342588.0
5207,DNK,1970,62039320.0
5208,DNK,1971,57000676.0
5209,DNK,1972,59575410.0
5210,DNK,1973,59193932.0
5211,DNK,1974,55009452.0
5212,DNK,1975,55708652.0
5213,DNK,1976,60056950.0
5214,DNK,1977,61765400.0
5215,DNK,1978,61028310.0
5216,DNK,1979,62907830.0
5217,DNK,1980,60286204.0
5218,DNK,1981,51715870.0
5219,DNK,1982,53615456.0
5220,DNK,1983,50098160.0
5221,DNK,1984,50780700.0
5222,DNK,1985,59980548.0
5223,DNK,1986,58801840.0
5224,DNK,1987,58242300.0
5225,DNK,1988,55013980.0
5226,DNK,1989,48685136.0
5227,DNK,1990,53476972.0
5228,DNK,1991,64104610.0
5229,DNK,1992,58326548.0
5230,DNK,1993,60573716.0
5231,DNK,1994,64673270.0
5232,DNK,1995,61653396.0
5233,DNK,1996,74899650.0
5234,DNK,1997,65437820.0
5235,DNK,1998,61238296.0
5236,DNK,1999,58652804.0
5237,DNK,2000,54306576.0
