,country_code,ano,producao_total(t),area_total_de_producao(ha)
0,AFG,1961,4930486.99,3627636.0
1,AFG,1962,4986585.54,3740200.0
2,AFG,1963,4730561.54,3742700.0
3,AFG,1964,5139024.72,3772600.0
4,AFG,1965,5302535.970000001,3783800.0
5,AFG,1966,5068247.57,3796300.0
6,AFG,1967,5600283.98,3470400.0
7,AFG,1968,5714996.6,3388200.0
8,AFG,1969,5891807.35,3431600.0
9,AFG,1970,5270118.18,3528700.0
10,AFG,1971,4980259.94,3749300.0
11,AFG,1972,5683637.7,4280100.0
12,AFG,1973,6149662.51,3707500.0
13,AFG,1974,6329379.14,3713600.0
14,AFG,1975,6570630.84,3784700.0
15,AFG,1976,6916994.58,3822650.0
16,AFG,1977,5947096.43,3775700.0
17,AFG,1978,6386821.390000001,3778900.0
18,AFG,1979,6197104.59,3569700.0
19,AFG,1980,5993216.94,3402400.0
20,AFG,1981,5810590.69,3292000.0
21,AFG,1982,5602883.83,3171000.0
22,AFG,1983,5439665.98,3010200.0
23,AFG,1984,5239135.3100000005,2915800.0
24,AFG,1985,4977849.71,2786400.0
25,AFG,1986,4721097.34,2675100.0
26,AFG,1987,4952874.86,2812100.0
27,AFG,1988,4554453.99,2642600.0
28,AFG,1989,4331814.3,2594210.0
29,AFG,1990,4288046.42,2556292.0
30,AFG,1991,5202868.16,2687650.0
31,AFG,1992,4896626.91,2583681.0
32,AFG,1993,5406453.9,2977267.0
33,AFG,1994,5583626.88,3103191.0
34,AFG,1995,5707503.26,3020387.0
35,AFG,1996,5736561.4399999995,3062414.0
36,AFG,1997,6175029.48,3084895.0
37,AFG,1998,6383550.83,3152542.0
38,AFG,1999,5787680.28,2887178.0
39,AFG,2000,4404838.290000001,2750315.0
40,AFG,2001,4585490.7299999995,2434514.0
41,AFG,2002,6232357.03,2577078.0
42,AFG,2003,7029972.300000001,3360751.0
43,AFG,2004,6000171.359999999,3010539.0
44,AFG,2005,8170365.01,3441747.0
45,AFG,2006,7487578.4,3386177.0
46,AFG,2007,8712042.41,3428717.0
47,AFG,2008,6796501.15,3117361.0
48,AFG,2009,9687551.29,3616144.0
49,AFG,2010,8891529.05,3400012.0
50,AFG,2011,7306021.76,3213632.0
51,AFG,2012,9358034.34,3542680.0
52,AFG,2013,9576499.940000001,3564037.0
53,AFG,2014,10401102.81,3797707.0
54,AFG,2015,9541055.54,3272842.0
55,AFG,2016,10538629.53,3470403.0
56,AFG,2017,9570613.64,2990578.0
57,AFG,2018,8489683.51,2446188.0
58,AFG,2019,10958492.65,3277614.0
59,AFG,2020,11878020.099999998,3719792.0
60,AFG,2021,11251968.559999999,3103576.0
61,AFG,2022,10829674.59,2914854.0
62,ALB,1961,722563.59,404578.0
63,ALB,1962,744535.06,406289.0
64,ALB,1963,757028.3,396169.0
65,ALB,1964,909594.16,425095.0
66,ALB,1965,820223.51,411401.0
67,ALB,1966,1025077.61,418581.0
68,ALB,1967,1090682.88,437657.0
69,ALB,1968,1126824.63,440083.0
70,ALB,1969,1119398.62,438437.0
71,ALB,1970,1187072.3,442915.0
72,ALB,1971,1215734.7,436793.0
73,ALB,1972,1288344.8,455300.0
74,ALB,1973,1369995.4100000001,457900.0
75,ALB,1974,1404044.24,461400.0
76,ALB,1975,1440672.8,453800.0
77,ALB,1976,1676961.54,490050.0
78,ALB,1977,1741308.93,501400.0
79,ALB,1978,1809439.0,503000.0
80,ALB,1979,2027995.1,514700.0
81,ALB,1980,1881502.37,526666.0
82,ALB,1981,1983341.43,518700.0
83,ALB,1982,2079321.74,512600.0
84,ALB,1983,2286075.98,504400.0
85,ALB,1984,2142955.89,484800.0
86,ALB,1985,1993645.77,523071.0
87,ALB,1986,2031065.29,530880.0
88,ALB,1987,2001523.0,533298.0
89,ALB,1988,1740332.53,528058.0
90,ALB,1989,2105106.3,518991.0
91,ALB,1990,1758969.69,474925.0
92,ALB,1991,1099310.76,341302.0
93,ALB,1992,1186650.98,322903.0
94,ALB,1993,1482187.99,387626.0
95,ALB,1994,1541886.33,393798.0
96,ALB,1995,1587099.17,356888.0
97,ALB,1996,1543503.4200000002,341494.0
98,ALB,1997,1562339.3399999999,346419.0
99,ALB,1998,1633161.06,346178.0
100,ALB,1999,1486297.18,311864.0
101,ALB,2000,1598694.27,302513.0
102,ALB,2001,1593813.5699999998,279948.0
103,ALB,2002,1603404.78,270196.0
104,ALB,2003,1578931.02,272946.0
105,ALB,2004,1655134.3900000001,266804.0
106,ALB,2005,1677638.5400000003,263629.0
107,ALB,2006,1738180.29,264178.0
108,ALB,2007,1718661.77,245341.0
109,ALB,2008,1946005.97,282189.0
110,ALB,2009,2041953.5500000003,275472.0
111,ALB,2010,2286564.8100000005,270127.0
112,ALB,2011,2403456.66,270083.0
113,ALB,2012,2508578.42,276730.0
114,ALB,2013,2498579.83,275608.0
115,ALB,2014,2545631.4799999995,278890.0
116,ALB,2015,2639734.7300000004,281121.0
117,ALB,2016,2756723.21,282623.0
118,ALB,2017,2787747.81,286677.0
119,ALB,2018,2784560.3900000006,282415.0
120,ALB,2019,2853234.5900000003,278107.0
121,ALB,2020,2927510.6,278724.0
122,ALB,2021,2977503.35,283423.0
123,ALB,2022,2985481.2299999995,282384.0
124,DZA,1961,4319962.2,3363116.0
125,DZA,1962,5634570.0,3602770.0
126,DZA,1963,5609400.0,3592592.0
127,DZA,1964,4534722.17,3494210.0
128,DZA,1965,5156691.51,3530614.0
129,DZA,1966,3140895.5,2556850.0
130,DZA,1967,4068787.0,3244370.0
131,DZA,1968,5276049.0,3691650.0
132,DZA,1969,4863604.029999999,3772650.0
133,DZA,1970,5113316.5600000005,3990390.0
134,DZA,1971,5016876.359999999,3760370.0
135,DZA,1972,5031095.55,4338310.0
136,DZA,1973,4332389.3,4057730.0
137,DZA,1974,4548789.55,3835370.0
138,DZA,1975,5984575.55,4070750.0
139,DZA,1976,5230809.5,4254630.0
140,DZA,1977,3772284.7,3655100.0
141,DZA,1978,4062810.08,3511180.0
142,DZA,1979,4516456.93,3806750.0
143,DZA,1980,5395981.29,4103330.0
144,DZA,1981,4910155.78,3772790.0
145,DZA,1982,4072051.9699999997,3427280.0
146,DZA,1983,4076273.51,3123750.0
147,DZA,1984,4567438.0,3581592.0
148,DZA,1985,6804021.0,4198630.0
149,DZA,1986,6535761.0,3844110.0
150,DZA,1987,6136686.0,3709030.0
151,DZA,1988,4903208.0,2738150.0
152,DZA,1989,6219365.0,3564470.0
153,DZA,1990,5283612.0,3270157.0
154,DZA,1991,8345736.54,4374709.0
155,DZA,1992,8441022.91,4473350.0
156,DZA,1993,6629843.13,2890713.0
157,DZA,1994,5532665.25,2199631.0
158,DZA,1995,7432209.86,3485438.0
159,DZA,1996,10361151.96,4562625.0
160,DZA,1997,5933412.459999999,2058696.0
161,DZA,1998,8380450.02,4445251.0
162,DZA,1999,8038245.71,2770731.0
163,DZA,2000,6137902.1,1900284.0
164,DZA,2001,8044437.58,3263232.0
165,DZA,2002,7953099.87,2758036.0
166,DZA,2003,11565492.41,3899662.0
167,DZA,2004,12247731.2,4060677.0
168,DZA,2005,12361556.76,3481568.0
169,DZA,2006,13133120.35,3865857.0
170,DZA,2007,11706418.64,4071312.0
171,DZA,2008,10796351.020000001,2698851.0
172,DZA,2009,16381026.91,4431152.0
173,DZA,2010,16681713.159999998,4247597.0
174,DZA,2011,18356639.83,4024659.0
175,DZA,2012,20004935.25,4529054.0
176,DZA,2013,21845084.130000003,4226245.0
177,DZA,2014,20535676.02,3999245.0
178,DZA,2015,21582102.650000002,4208299.0
179,DZA,2016,21930745.539999995,4963876.0
180,DZA,2017,22067516.749999996,5117724.0
181,DZA,2018,25576314.059999995,4670015.0
182,DZA,2019,26398642.47,4776654.0
183,DZA,2020,25632122.979999997,4472446.0
184,DZA,2021,22780740.130000003,3479573.0
185,DZA,2022,25012411.2,4488598.0
186,AGO,1961,1893729.78,902321.0
187,AGO,1962,2003118.29,915732.0
188,AGO,1963,1949165.9300000002,914647.0
189,AGO,1964,2005911.3199999998,914547.0
190,AGO,1965,2065641.45,881144.0
191,AGO,1966,2060166.0899999999,890463.0
192,AGO,1967,2088885.76,913733.0
193,AGO,1968,2101426.83,935043.0
194,AGO,1969,2283262.75,995561.0
195,AGO,1970,2401383.97,910375.0
196,AGO,1971,2495338.91,938675.0
197,AGO,1972,2353523.64,948770.0
198,AGO,1973,2633225.3,1011070.0
199,AGO,1974,2166531.06,1008070.0
200,AGO,1975,1921902.3,1004100.0
201,AGO,1976,2080418.8,1013900.0
202,AGO,1977,1896744.1,1003500.0
203,AGO,1978,1887969.55,991800.0
204,AGO,1979,1755078.1,990300.0
205,AGO,1980,1630604.6,982300.0
206,AGO,1981,1556106.77,976400.0
207,AGO,1982,1463719.58,979900.0
208,AGO,1983,1462824.8,986800.0
209,AGO,1984,1446445.8,987200.0
210,AGO,1985,1435135.55,981300.0
211,AGO,1986,1541972.18,1208500.0
212,AGO,1987,1565565.05,1263500.0
213,AGO,1988,1524552.8,1285700.0
214,AGO,1989,1391901.05,1264150.0
215,AGO,1990,1356419.26,1046458.0
216,AGO,1991,1572093.94,1212802.0
217,AGO,1992,1556754.34,1333608.0
218,AGO,1993,1421203.41,1502353.0
219,AGO,1994,1551170.4200000002,1425350.0
220,AGO,1995,1633499.4700000002,1143662.0
221,AGO,1996,1833545.66,1113165.0
222,AGO,1997,1830208.08,1127189.0
223,AGO,1998,2066017.44,1248419.0
224,AGO,1999,1936723.83,1226083.0
225,AGO,2000,1987303.1900000002,1262244.0
226,AGO,2001,2352928.79,1456433.0
227,AGO,2002,2677616.6999999997,1624773.0
228,AGO,2003,3015210.86,1656849.0
229,AGO,2004,3093395.3899999997,2211872.0
230,AGO,2005,3639505.1400000006,2299997.0
231,AGO,2006,3766586.69,2231869.0
232,AGO,2007,4600132.800000001,2405732.0
233,AGO,2008,5274620.38,1933090.0
234,AGO,2009,6707145.71,3008689.0
235,AGO,2010,7041964.17,3057495.0
236,AGO,2011,8147482.08,3426975.0
237,AGO,2012,7229712.380000001,1986843.0
238,AGO,2013,9043994.77,3414158.0
239,AGO,2014,9857602.339999998,3412731.0
240,AGO,2015,10219332.519999998,3414096.0
241,AGO,2016,10901399.049999999,4087323.0
242,AGO,2017,11138242.560000002,4457609.0
243,AGO,2018,11526244.93,4409018.0
244,AGO,2019,11633201.410000002,4349904.0
245,AGO,2020,12210531.180000003,4454254.0
246,AGO,2021,12614695.209999997,4427630.0
247,AGO,2022,11876869.88,4457692.0
248,ATG,1961,213328.05,5223.0
249,ATG,1962,226985.19,4984.0
250,ATG,1963,297218.17,5170.0
251,ATG,1964,291165.88,4533.0
252,ATG,1965,154784.12,3456.0
253,ATG,1966,91820.09,1329.0
254,ATG,1967,57543.42,1350.0
255,ATG,1968,14353.33,429.0
256,ATG,1969,46579.92,1185.0
257,ATG,1970,48251.99,1342.0
258,ATG,1971,152249.75,3940.0
259,ATG,1972,1732.96,339.0
260,ATG,1973,1267.21,203.0
261,ATG,1974,735.25,146.0
262,ATG,1975,928.55,157.0
263,ATG,1976,1062.83,197.0
264,ATG,1977,801.4200000000001,142.0
265,ATG,1978,1252.1599999999999,196.0
266,ATG,1979,1731.1799999999998,320.0
267,ATG,1980,5129.49,363.0
268,ATG,1981,5300.09,417.0
269,ATG,1982,8018.88,411.0
270,ATG,1983,2094.0,321.0
271,ATG,1984,1258.3600000000001,182.0
272,ATG,1985,2129.06,311.0
273,ATG,1986,2179.98,321.0
274,ATG,1987,2422.24,345.0
275,ATG,1988,2792.13,395.0
276,ATG,1989,2654.9,394.0
277,ATG,1990,2907.41,408.0
278,ATG,1991,3091.52,448.0
279,ATG,1992,3343.7699999999995,485.0
280,ATG,1993,3142.3500000000004,461.0
281,ATG,1994,3056.2999999999997,457.0
282,ATG,1995,2828.37,435.0
283,ATG,1996,3007.37,456.0
284,ATG,1997,3042.35,466.0
285,ATG,1998,3090.02,471.0
286,ATG,1999,3148.5100000000007,480.0
287,ATG,2000,3172.1299999999997,486.0
288,ATG,2001,3253.61,497.0
289,ATG,2002,3457.99,530.0
290,ATG,2003,3648.6,568.0
291,ATG,2004,3879.6,606.0
292,ATG,2005,3934.57,583.0
293,ATG,2006,4250.86,625.0
294,ATG,2007,4218.26,634.0
295,ATG,2008,4259.72,648.0
296,ATG,2009,4245.39,657.0
297,ATG,2010,5898.629999999999,667.0
298,ATG,2011,5997.26,689.0
299,ATG,2012,6054.08,704.0
300,ATG,2013,6258.810000000001,723.0
301,ATG,2014,6319.959999999999,737.0
302,ATG,2015,6510.69,758.0
303,ATG,2016,6074.38,673.0
304,ATG,2017,4738.069999999999,553.0
305,ATG,2018,4209.66,464.0
306,ATG,2019,3778.8,405.0
307,ATG,2020,3574.3099999999995,343.0
308,ATG,2021,3581.2999999999997,438.0
309,ATG,2022,1672.64,428.0
310,ARG,1961,33601172.0,11935356.0
311,ARG,1962,33519297.0,11084826.0
312,ARG,1963,39493843.0,13260675.0
313,ARG,1964,42339453.0,13799592.0
314,ARG,1965,40079935.0,12234555.0
315,ARG,1966,38960017.0,12933763.0
316,ARG,1967,39829187.0,13927407.0
317,ARG,1968,36112579.0,13515255.0
318,ARG,1969,39420168.0,13206324.0
319,ARG,1970,39856831.0,12149122.0
320,ARG,1971,41506857.0,13050962.0
321,ARG,1972,41451157.0,12489809.0
322,ARG,1973,48740981.0,12026637.0
323,ARG,1974,50071165.0,11854686.0
324,ARG,1975,48163462.0,12578002.0
325,ARG,1976,50992079.0,14104149.0
326,ARG,1977,47823126.0,11436718.0
327,ARG,1978,49754348.0,13452850.0
328,ARG,1979,49560796.0,12903282.0
329,ARG,1980,49384207.0,13100018.0
330,ARG,1981,53400739.0,13804587.0
331,ARG,1982,58316024.0,15542535.0
332,ARG,1983,56360412.0,15299914.0
333,ARG,1984,57425225.0,14233561.0
334,ARG,1985,54142039.0,14061326.0
335,ARG,1986,55214780.0,14193773.0
336,ARG,1987,53026494.0,12711265.0
337,ARG,1988,53000721.0,12168953.0
338,ARG,1989,48305011.0,12047408.0
339,ARG,1990,51524642.0,12482497.0
340,ARG,1991,58917124.16,13109918.0
341,ARG,1992,58887504.379999995,12484921.0
342,ARG,1993,54539834.76,11303638.0
343,ARG,1994,57376335.15,11699757.46
344,ARG,1995,66330861.28,13192300.18
345,ARG,1996,62081342.43,13379275.41
346,ARG,1997,77887912.84,16328243.43
347,ARG,1998,81236061.94,15101416.15
348,ARG,1999,70907738.09,14784874.0
349,ARG,2000,76463898.9,15352012.85
350,ARG,2001,74267299.41,13726768.09
351,ARG,2002,72882060.4,13820338.31
352,ARG,2003,73334808.84,13105431.89
353,ARG,2004,74268235.09,12184741.67
354,ARG,2005,86487389.74000001,13234687.91
355,ARG,2006,80202013.35,12058002.0
356,ARG,2007,86680547.36000001,13359474.0
357,ARG,2008,93804800.6,14661535.83
358,ARG,2009,73536771.6,11383865.0
359,ARG,2010,76919789.18,10706480.52
360,ARG,2011,91920575.09000002,13707119.66
361,ARG,2012,87147600.67999999,14449694.0
362,ARG,2013,94416134.67999999,13260219.0
363,ARG,2014,91708323.52000001,13151142.0
364,ARG,2015,95298219.75,14788857.66
365,ARG,2016,99823780.83,14596269.219999999
366,ARG,2017,116876623.44,17635467.75
367,ARG,2018,112964739.75000001,18661767.08
368,ARG,2019,126379248.04999995,19144714.12
369,ARG,2020,125818046.35,19891029.32
370,ARG,2021,126348778.80999999,20140764.21
371,ARG,2022,125380373.18999998,21545234.27
372,ARM,1961,,
373,ARM,1962,,
374,ARM,1963,,
375,ARM,1964,,
376,ARM,1965,,
377,ARM,1966,,
378,ARM,1967,,
379,ARM,1968,,
380,ARM,1969,,
381,ARM,1970,,
382,ARM,1971,,
383,ARM,1972,,
384,ARM,1973,,
385,ARM,1974,,
386,ARM,1975,,
387,ARM,1976,,
388,ARM,1977,,
389,ARM,1978,,
390,ARM,1979,,
391,ARM,1980,,
392,ARM,1981,,
393,ARM,1982,,
394,ARM,1983,,
395,ARM,1984,,
396,ARM,1985,,
397,ARM,1986,,
398,ARM,1987,,
399,ARM,1988,,
400,ARM,1989,,
401,ARM,1990,,
402,ARM,1991,,
403,ARM,1992,1432464.0,277946.0
404,ARM,1993,1357991.34,290743.0
405,ARM,1994,1450860.0,274087.0
406,ARM,1995,1476736.0,247922.0
407,ARM,1996,1555245.0,279300.0
408,ARM,1997,1264443.0,286004.0
409,ARM,1998,1456929.0,274477.0
410,ARM,1999,1440817.6,257251.0
411,ARM,2000,1186214.8,252240.0
412,ARM,2001,1447021.0,285530.0
413,ARM,2002,1527563.9,275571.0
414,ARM,2003,1695798.7,289265.0
415,ARM,2004,2027815.0,303672.0
416,ARM,2005,2247147.0,307979.0
417,ARM,2006,2185619.0,265948.0
418,ARM,2007,2607358.0,284660.0
419,ARM,2008,2617816.0,282660.0
420,ARM,2009,2565531.0,273756.0
421,ARM,2010,2070066.42,261643.0
422,ARM,2011,2514885.84,266605.0
423,ARM,2012,2805001.07,285822.0
424,ARM,2013,2952867.74,294160.0
425,ARM,2014,3151685.1100000003,299660.0
426,ARM,2015,3315027.8399999994,312508.0
427,ARM,2016,2942550.0999999996,320461.0
428,ARM,2017,2613950.29,270882.0
429,ARM,2018,2096561.8599999999,234113.0
430,ARM,2019,1915639.7899999998,217996.0
431,ARM,2020,2076259.24,220468.0
432,ARM,2021,1940254.4300000002,218921.0
433,ARM,2022,1959220.7799999998,211787.0
434,AUS,1961,24255196.89,8764781.0
435,AUS,1962,30229604.82,9450557.0
436,AUS,1963,30240880.32,9515692.0
437,AUS,1964,35050759.65,10186121.0
438,AUS,1965,30801775.28,10194174.0
439,AUS,1966,40952654.95,11860185.0
440,AUS,1967,34409308.14,12227513.0
441,AUS,1968,45646149.370000005,14472888.0
442,AUS,1969,37707625.14,13131793.0
443,AUS,1970,38569690.980000004,10814024.0
444,AUS,1971,41890124.12,11772177.0
445,AUS,1972,37860483.64,11764465.0
446,AUS,1973,44070380.51,12958889.0
447,AUS,1974,44784233.92,11948060.0
448,AUS,1975,48257217.35,12852007.0
449,AUS,1976,49376282.74,13191910.0
450,AUS,1977,46762657.54,14835842.0
451,AUS,1978,55632512.87,15450145.0
452,AUS,1979,53113124.83,15853756.0
453,AUS,1980,49818666.0,15846321.0
454,AUS,1981,58085482.480000004,16996167.0
455,AUS,1982,48444286.84,16252245.0
456,AUS,1983,64405012.599999994,18870892.0
457,AUS,1984,63039121.47,17814835.0
458,AUS,1985,59384372.0,17336001.0
459,AUS,1986,58629174.38,15885748.0
460,AUS,1987,54636564.269999996,13834250.0
461,AUS,1988,59444700.129999995,13557051.0
462,AUS,1989,60371235.91,13585376.0
463,AUS,1990,58762634.39,13896274.0
464,AUS,1991,55792767.47,14087566.0
465,AUS,1992,51475740.33,12310726.0
466,AUS,1993,64653301.019999996,13594874.0
467,AUS,1994,70950193.07,14149738.0
468,AUS,1995,63492793.03,12711209.0
469,AUS,1996,78071460.32,14986824.0
470,AUS,1997,89929779.2,17101770.0
471,AUS,1998,86777776.66,16612613.0
472,AUS,1999,87432500.33,17414666.0
473,AUS,2000,87909881.44,17436378.0
474,AUS,2001,76727751.08000001,18036184.0
475,AUS,2002,83891926.71,17804209.0
476,AUS,2003,69136230.75999999,17511241.0
477,AUS,2004,92586683.06,20227121.0
478,AUS,2005,87370605.57,20540455.0
479,AUS,2006,91789605.73,19654257.0
480,AUS,2007,68376827.02000001,18660939.0
481,AUS,2008,70526091.16,20365211.0
482,AUS,2009,78402195.48999998,21192715.0
483,AUS,2010,78827855.07000001,21320186.0
484,AUS,2011,79182046.47,19902668.0
485,AUS,2012,84180205.34,20440820.0
486,AUS,2013,78111236.82,19312376.0
487,AUS,2014,84546676.18,19103418.0
488,AUS,2015,84001977.67000002,19318307.0
489,AUS,2016,86149558.67999999,19100305.0
490,AUS,2017,105698477.94999999,21272703.0
491,AUS,2018,84882543.91,18901319.0
492,AUS,2019,76029123.11,17792727.0
493,AUS,2020,71422980.44999999,17644200.0
494,AUS,2021,98635327.14999999,21755982.0
495,AUS,2022,91549554.66999999,21277667.0
496,AUT,1961,8968424.0,939860.0
497,AUT,1962,8864729.370000001,943822.0
498,AUT,1963,10218057.07,983401.0
499,AUT,1964,10481330.91,980704.0
500,AUT,1965,7961751.33,941012.0
501,AUT,1966,10301152.11,988332.0
502,AUT,1967,10317229.5,988984.0
503,AUT,1968,10752498.33,991490.0
504,AUT,1969,10546059.38,1013639.0
505,AUT,1970,10065446.81,1018507.0
506,AUT,1971,9796380.98,1011860.0
507,AUT,1972,9936015.64,1023885.0
508,AUT,1973,10429680.55,1033981.0
509,AUT,1974,10615041.01,1040692.0
510,AUT,1975,11016208.52,1028675.0
511,AUT,1976,10899093.55,1064318.0
512,AUT,1977,10672891.280000001,1056808.0
513,AUT,1978,10243139.85,1083456.0
514,AUT,1979,10183981.82,1106208.0
515,AUT,1980,11298412.88,1113880.0
516,AUT,1981,11159622.95,1109681.0
517,AUT,1982,12976552.77,1106219.0
518,AUT,1983,10538729.04,1102923.0
519,AUT,1984,11544496.17,1095795.0
520,AUT,1985,11234517.79,1110355.0
521,AUT,1986,10000705.11,1103988.0
522,AUT,1987,10231242.24,1069045.0
523,AUT,1988,10896018.379999999,1039830.0
524,AUT,1989,10960253.54,1028017.0
525,AUT,1990,11019579.19,1029753.0
526,AUT,1991,10937624.22,1028548.0
527,AUT,1992,10158081.75,970585.0
528,AUT,1993,10710819.92,948058.0
529,AUT,1994,10119295.06,941149.0
530,AUT,1995,10595967.38,898735.0
531,AUT,1996,11046798.49,941148.0
532,AUT,1997,11408115.62,943804.0
533,AUT,1998,11463120.32,928470.0
534,AUT,1999,11618666.82,903910.0
535,AUT,2000,10577511.0,918280.0
536,AUT,2001,11013204.83,913900.0
537,AUT,2002,11292608.610000003,898071.0
538,AUT,2003,10095113.74,900835.0
539,AUT,2004,11709666.690000001,905249.0
540,AUT,2005,11535660.700000001,896214.0
541,AUT,2006,10531059.23,904331.0
542,AUT,2007,10882770.809999999,902344.0
543,AUT,2008,12439479.39,917279.0
544,AUT,2009,11751191.0,910541.0
545,AUT,2010,10986720.63,894785.0
546,AUT,2011,12723761.510000002,888145.0
547,AUT,2012,11039898.64,889024.0
548,AUT,2013,11097381.869999997,853866.51
549,AUT,2014,13236035.910000002,882071.08
550,AUT,2015,10654479.199999997,854373.54
551,AUT,2016,12304308.12,863405.09
552,AUT,2017,11066340.66,863136.0
553,AUT,2018,10125897.43,836465.0
554,AUT,2019,10284517.42,823300.0
555,AUT,2020,10842616.75,817090.0
556,AUT,2021,11616836.83,825350.0
557,AUT,2022,9475890.0,824050.0
558,AZE,1961,,
559,AZE,1962,,
560,AZE,1963,,
561,AZE,1964,,
562,AZE,1965,,
563,AZE,1966,,
564,AZE,1967,,
565,AZE,1968,,
566,AZE,1969,,
567,AZE,1970,,
568,AZE,1971,,
569,AZE,1972,,
570,AZE,1973,,
571,AZE,1974,,
572,AZE,1975,,
573,AZE,1976,,
574,AZE,1977,,
575,AZE,1978,,
576,AZE,1979,,
577,AZE,1980,,
578,AZE,1981,,
579,AZE,1982,,
580,AZE,1983,,
581,AZE,1984,,
582,AZE,1985,,
583,AZE,1986,,
584,AZE,1987,,
585,AZE,1988,,
586,AZE,1989,,
587,AZE,1990,,
588,AZE,1991,,
589,AZE,1992,3208893.35,915240.0
590,AZE,1993,2631779.37,983505.0
591,AZE,1994,2364020.38,876883.0
592,AZE,1995,2154045.0,831993.0
593,AZE,1996,2669801.52,846162.0
594,AZE,1997,2453020.2,853491.0
595,AZE,1998,2438419.0,764198.0
596,AZE,1999,2976369.4,714191.0
597,AZE,2000,3705964.81,875342.0
598,AZE,2001,4525058.07,1005549.0
599,AZE,2002,4971787.25,1064670.0
600,AZE,2003,5088171.25,1026862.0
601,AZE,2004,5311487.9,1076764.0
602,AZE,2005,5816107.3,1077598.0
603,AZE,2006,5960459.2,1061126.0
604,AZE,2007,5997292.05,1022757.0
605,AZE,2008,6415022.1,1163336.0
606,AZE,2009,6775040.95,1390411.0
607,AZE,2010,5598559.2,1239324.0
608,AZE,2011,6173373.0,1244499.0
609,AZE,2012,6480767.0,1299858.0
610,AZE,2013,6692045.0,1344257.0
611,AZE,2014,5908553.99,1262495.0
612,AZE,2015,6700450.57,1223743.0
613,AZE,2016,6997803.4799999995,1271620.0
614,AZE,2017,7179577.0600000005,1249525.0
615,AZE,2018,7562042.079999999,1342439.0
616,AZE,2019,8234271.739999999,1341823.0
617,AZE,2020,8072442.84,1253606.0
618,AZE,2021,8295053.65,1268431.0
619,AZE,2022,7793863.6000000015,1244452.0
620,BHS,1961,22250.0,2230.0
621,BHS,1962,23130.0,2320.0
622,BHS,1963,24200.0,2420.0
623,BHS,1964,24870.0,2540.0
624,BHS,1965,25540.0,2620.0
625,BHS,1966,36285.0,3145.0
626,BHS,1967,46870.0,3521.0
627,BHS,1968,42035.0,3483.0
628,BHS,1969,36710.0,3270.0
629,BHS,1970,55775.0,3775.0
630,BHS,1971,31550.0,3141.0
631,BHS,1972,67955.0,4425.0
632,BHS,1973,65580.0,4420.0
633,BHS,1974,69080.0,4555.0
634,BHS,1975,77590.0,4980.0
635,BHS,1976,94980.0,5262.0
636,BHS,1977,84050.0,5191.0
637,BHS,1978,73103.0,5004.0
638,BHS,1979,75130.0,5055.0
639,BHS,1980,72318.0,4962.0
640,BHS,1981,89750.0,5238.0
641,BHS,1982,90620.0,5170.0
642,BHS,1983,69090.0,4953.0
643,BHS,1984,86390.0,5162.0
644,BHS,1985,71420.0,5602.0
645,BHS,1986,65070.0,5405.0
646,BHS,1987,65950.0,5320.0
647,BHS,1988,77400.0,5553.0
648,BHS,1989,90900.0,5698.0
649,BHS,1990,94350.0,5720.0
650,BHS,1991,78250.0,5452.0
651,BHS,1992,66500.0,5020.0
652,BHS,1993,79400.0,4855.0
653,BHS,1994,82612.0,4712.0
654,BHS,1995,63152.0,4564.0
655,BHS,1996,72413.0,4587.0
656,BHS,1997,65113.0,4511.0
657,BHS,1998,75450.97,4550.0
658,BHS,1999,82099.0,4923.0
659,BHS,2000,94256.0,5578.0
660,BHS,2001,107043.0,6052.0
661,BHS,2002,88205.0,5349.0
662,BHS,2003,85876.15,5310.0
663,BHS,2004,87253.11,5442.0
664,BHS,2005,86769.8,5384.0
665,BHS,2006,94250.0,5775.0
666,BHS,2007,93851.96,5607.0
667,BHS,2008,94825.63,5551.0
668,BHS,2009,93576.65,5494.0
669,BHS,2010,103335.25,5990.0
670,BHS,2011,104740.88,6023.0
671,BHS,2012,104281.88,6318.0
672,BHS,2013,104167.52,6014.0
673,BHS,2014,109062.01999999999,6466.0
674,BHS,2015,109969.46,6543.0
675,BHS,2016,111357.09,6556.0
676,BHS,2017,112452.43000000001,6613.0
677,BHS,2018,112405.15000000001,6683.0
678,BHS,2019,112644.39,6730.0
679,BHS,2020,112482.57,6779.0
680,BHS,2021,112740.08,6832.0
681,BHS,2022,113115.79999999999,6887.0
682,BHR,1961,20730.0,2168.0
683,BHR,1962,20647.0,2223.0
684,BHR,1963,21028.0,2248.0
685,BHR,1964,21028.0,2248.0
686,BHR,1965,21088.0,2257.0
687,BHR,1966,20098.0,2093.0
688,BHR,1967,20319.0,2104.0
689,BHR,1968,20479.0,2107.0
690,BHR,1969,20689.0,2121.0
691,BHR,1970,21049.0,2144.0
692,BHR,1971,21329.0,2160.0
693,BHR,1972,21929.0,2188.0
694,BHR,1973,21932.0,2218.0
695,BHR,1974,24369.0,2349.0
696,BHR,1975,35139.0,3089.0
697,BHR,1976,46072.0,3928.0
698,BHR,1977,58005.0,4857.0
699,BHR,1978,57924.0,4988.0
700,BHR,1979,57322.0,5034.0
701,BHR,1980,58455.0,5083.0
702,BHR,1981,26761.0,2795.0
