,Area,Item,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
398,Latvia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49905.873999999996,-49544.963,-55343.799399999996,-52760.519199999995,-53059.211200000005,-49461.8306,-47482.4752,-39867.119999999995,-45845.6382,-49058.760800000004,-45644.961800000005,-44726.2356,-37193.9932,-36021.8952,-37576.9992,-36610.17,-37282.2284,-31452.670199999997,-27829.042999999998,-6317.0924,-9046.2074,-6547.870199999999,961.3173999999999,-1655.3793999999998,-5688.9002,-8155.602200000001,-3279.8354,-4990.88,190.6006,190.6006
399,Least Developed Countries,All sectors with LULUCF,590080.2458,605307.0578,622620.2018,645745.243,659310.9322,668422.6506,693265.8108,708778.274,713005.6544,724361.973,720539.0488,712623.5164,710013.2148,708806.4736,731165.6992,734561.6868,748283.1552,776258.3202,785735.291,788936.6558,807339.9474,825772.014,823452.6644,803949.0622,821148.831,827525.034,823243.1058,842483.1882,859407.1708,3743023.201,3763877.4823000003,3797294.6578,3827274.0815000003,3891592.7418,3983046.9031,3919536.7643,3984540.0339,4144956.4259,4174227.4428,4131143.7923999997,4168826.1954,4270650.3902,4466997.2001,4558874.1108,4649587.0484,4650072.7982,4765017.6724,4815574.0525,4874194.0882,5058009.2176,5586951.1554000005,5673930.599400001,5751579.6742,5845615.9505,5920423.4661,6154020.127,6229382.0866,6238968.222,6332407.863299999,6376411.6519,6423666.8584
400,Least Developed Countries,All sectors without LULUCF,590080.2458,605307.0578,622620.2018,645745.243,659310.9322,668422.6506,693265.8108,708778.274,713005.6544,724361.973,720539.0488,712623.5164,710013.2148,708806.4736,731165.6992,734561.6868,748283.1552,776258.3202,785735.291,788936.6558,807339.9474,825772.014,823452.6644,803949.0622,821148.831,827525.034,823243.1058,842483.1882,859407.1708,1687299.4648,1708153.7461,1741570.9216,1771553.7818999998,1835880.2674,1926217.0195,1976378.3364999997,2006666.4241,2089721.2637,2137167.7058,2172736.3046,2173084.4158,2273808.2161999997,2381021.3235,2444377.987,2542574.6374,2570619.1712,2656196.6656,2732083.6739,2792707.7852,2911742.9916000003,2959949.9684,3033704.1516,3132917.7592,3239940.7487,3295456.3199,3396508.796,3485650.5064,3526553.418,3613343.8460999997,3655427.2847,3727770.0782
401,Least Developed Countries,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055723.7362000002,2055723.7362000002,2055723.7362000002,2055720.2996,2055712.4744,2056829.8836,1943158.4278,1977873.6098,2055235.1622000001,2037059.737,1958407.4878,1995741.7796,1996842.174,2085975.8766,2114496.1238,2107012.411,2079453.627,2108821.0068,2083490.3786,2081486.303,2146266.226,2627001.187,2640226.4478,2618661.915,2605675.2018,2624967.1462,2757511.331,2743731.5801999997,2712414.804,2719064.0171999997,2720984.3672,2695896.7802
402,Lebanon,All sectors with LULUCF,745.8566,761.5466,857.287,834.4292,845.607,868.6824,842.6362,792.9462,815.986,884.0108,998.7436,1043.6198,1066.5658,817.4422,569.1068,577.6304,490.45899999999995,733.3836,764.6402,846.4342,855.3618,918.3163999999999,825.8238,846.3735999999999,810.4342,827.9374,821.305,835.7416,897.4079999999999,19836.120300000002,20696.4465,24205.18,25743.7862,27643.1728,30260.298300000002,31477.1188,36311.0452,38895.993,39310.6912,37549.5372,39850.8482,39859.2182,44904.138399999996,42739.6737,41934.2704,38344.0466,36370.629100000006,43892.0648,51271.8848,49561.735499999995,50554.9904,55366.4212,55468.8956,59746.5304,63830.330799999996,65828.6632,69155.30900000001,52499.389,51563.9142,48773.5834,50279.7548
403,Lebanon,All sectors without LULUCF,745.8566,761.5466,857.287,834.4292,845.607,868.6824,842.6362,792.9462,815.986,884.0108,998.7436,1043.6198,1066.5658,817.4422,569.1068,577.6304,490.45899999999995,733.3836,764.6402,846.4342,855.3618,918.3163999999999,825.8238,846.3735999999999,810.4342,827.9374,821.305,835.7416,897.4079999999999,19810.1433,20670.4695,24179.203,25717.8092,27617.1958,30234.3213,31451.2564,36285.1829,38869.1854,39284.8288,37523.6748,39836.5042,39844.8742,44889.7944,42725.3297,41919.9264,38329.702600000004,36356.039099999995,43877.720799999996,51257.5408,49547.3915,50706.8672,55518.298,55620.7724,59898.4072,63982.207599999994,65985.6894,69312.3352,52656.4152,51720.6944,48930.609599999996,50435.5036
404,Lebanon,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.977,25.977,25.977,25.977,426.80499999999995,25.977,25.8624,25.8624,26.8076,25.8624,-261.87760000000003,14.344,14.344,14.344,14.344,14.344,14.344,14.59,14.344,14.344,14.344,-6553.4168,-6225.7768,-6890.1168,-151.8768,-151.8768,-157.0262,-157.0262,-157.0262,-156.78019999999998,-157.0262,-155.7488
405,Lesotho,All sectors with LULUCF,2105.5148,2288.6034,2149.873,2017.7116,2392.9074,1999.0814,2376.4116,2324.059,2554.1566,2934.4174,2767.4176,2680.388,2655.3314,2760.673,2794.8656,2722.6828,2413.995,2427.1186,2539.515,2748.4086,2774.7478,2866.6112,2750.6474,2717.6066,2856.6074,2881.9796,3365.6468,3328.237,3115.1214,7042.6933,7184.2575,7642.8782,7682.1698,7691.8926,7637.8701,7663.968800000001,7932.6149000000005,7711.2705,8845.3178,8745.3092,8765.543300000001,8398.9638,8587.0916,8553.848300000001,8980.361,8912.5995,9118.124,9063.0892,9316.828,9388.4598,9576.1306,9744.386999999999,9559.8426,9535.292300000001,9302.0752,9310.1342,9968.9106,9867.5887,9361.8168,8065.8229,9093.944899999999
406,Lesotho,All sectors without LULUCF,2105.5148,2288.6034,2149.873,2017.7116,2392.9074,1999.0814,2376.4116,2324.059,2554.1566,2934.4174,2767.4176,2680.388,2655.3314,2760.673,2794.8656,2722.6828,2413.995,2427.1186,2539.515,2748.4086,2774.7478,2866.6112,2750.6474,2717.6066,2856.6074,2881.9796,3365.6468,3328.237,3115.1214,7020.6831,7162.2473,7620.868,7660.1596,7669.8824,7615.8598999999995,7661.4744,7903.6277,7555.1657,8815.858,8742.6834,8765.2973,8398.9638,8587.0916,8553.848300000001,8980.361,8912.5995,9118.124,9063.0892,9316.828,9388.4598,9576.1306,9744.386999999999,9559.8426,9535.292300000001,9302.0752,9310.1342,9968.9106,9867.5887,9361.8168,8065.8229,9093.944899999999
407,Lesotho,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0102,22.0102,22.0102,22.0102,2543.1502,22.0102,2.4944,28.9872,156.1048,29.4598,-2753.3342000000002,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Liberia,All sectors with LULUCF,392.2452,411.1268,448.7202,474.4974,486.8182,390.2692,403.6454,415.2694,433.8076,454.068,469.8716,498.4436,516.9934,534.1324,551.7942,584.4668,596.798,571.7292,612.9968,599.5134,629.2846,632.2506,677.175,674.8868,687.789,692.0668,712.5848,711.709,698.3052,30592.3949,30252.6598,30199.5784,30106.260199999997,30026.199800000002,30072.1224,29964.3371,30207.504,30546.1532,30615.1192,30924.4194,31001.5379,31103.7748,31458.869400000003,31598.4588,31859.8344,32717.28,32276.0612,32407.014,34454.768899999995,33302.1256,33735.023199999996,34173.328,34170.469,35789.970199999996,37548.4654,35780.3528,35658.7267,36048.8348,37040.7595,36710.9324,36915.8826
409,Liberia,All sectors without LULUCF,392.2452,411.1268,448.7202,474.4974,486.8182,390.2692,403.6454,415.2694,433.8076,454.068,469.8716,498.4436,516.9934,534.1324,551.7942,584.4668,596.798,571.7292,612.9968,599.5134,629.2846,632.2506,677.175,674.8868,687.789,692.0668,712.5848,711.709,698.3052,3555.7313,3215.9962,3162.9148,3069.5966,2989.5362,3030.4118,3116.2124999999996,3388.509,3683.912,3766.5964,4062.4978,4191.5669,4292.9828,4466.507,4691.0006,5038.9492,5409.931,5401.0068,5429.256,5987.9869,6386.2582,6712.2086,7242.52,7170.7252,8116.1184,8527.6526,8799.2274,8691.6907,9169.1612,9663.3861,9785.0616,10060.7532
410,Liberia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27036.6636,27036.6636,27036.6636,27036.6636,27036.6636,27041.7106,26848.1246,26818.995,26862.2412,26848.5228,-166760.0784,26809.971,26810.792,26992.3624,26907.4582,26820.8852,27307.349,26875.0544,26977.758,28466.782,26915.867400000003,27022.8146,26930.808,26999.7438,-13139.3282,29020.8128,26981.1254,26967.036,26879.6736,27377.3734,26925.8708,26855.129399999998
411,Libya,All sectors with LULUCF,2423.309,2493.1698,2553.7788,2631.021,2718.7282,2719.1144,2776.678,2689.5434,2648.152,2566.0756,2407.8444,2434.3032,2813.3226,2958.5398,3732.0242,3950.2138,3448.6432,3594.1766,4450.5716,4399.222,3905.2066,4736.0418,4759.3734,4566.66,4504.8132000000005,4271.6404,4050.4656,4079.316,4381.4144,179157.87900000002,186093.2382,162679.0392,154795.8342,184807.8172,197421.044,197693.7716,182920.1571,178787.9986,170235.5159,179351.0706,175330.5001,171027.3934,184449.3696,188638.82049999997,200155.7312,200392.0524,189676.4741,203580.60139999999,201913.389,214819.9846,123654.9648,183811.389,177378.4552,158699.9475,142551.8552,130001.40400000001,150419.0558,170202.1353,174934.3532,131115.137,197383.3432
412,Libya,All sectors without LULUCF,2423.309,2493.1698,2553.7788,2631.021,2718.7282,2719.1144,2776.678,2689.5434,2648.152,2566.0756,2407.8444,2434.3032,2813.3226,2958.5398,3732.0242,3950.2138,3448.6432,3594.1766,4450.5716,4399.222,3905.2066,4736.0418,4759.3734,4566.66,4504.8132000000005,4271.6404,4050.4656,4079.316,4381.4144,179157.87900000002,186093.2382,162679.0392,154795.8342,184807.8172,197421.044,197693.7716,182920.1571,178787.9986,170235.5159,179351.0706,175330.5001,171027.3934,184449.3696,188638.82049999997,200155.7312,200392.0524,189676.4741,203580.60139999999,201913.389,214819.9846,123654.9648,183811.389,177378.4552,158699.9475,142551.8552,130001.40400000001,150419.0558,170202.1353,174934.3532,131115.137,197383.3432
413,Libya,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Liechtenstein,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.4839,466.6412,468.7526,481.7063,468.2,447.3704,451.97389999999996,500.766,508.6005,495.55920000000003,470.21659999999997,505.2954,509.3333,509.64369999999997,508.7391,514.1875,526.5523000000001,451.9027,496.952,489.9924,426.7377,356.6036,368.97429999999997,397.59349999999995,331.11670000000004,333.4752,300.217,320.7056,309.37710000000004,306.6779,273.0757,285.1436
415,Liechtenstein,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.35310000000004,421.5104,423.6218,436.5755,423.0692,402.2396,406.84310000000005,455.6352,463.4697,450.4284,425.08579999999995,446.8456,450.8835,451.1939,450.2893,455.7377,468.10249999999996,393.4529,438.5022,431.5426,368.28790000000004,356.76239999999996,369.1331,397.7523,331.27549999999997,333.634,300.217,320.7056,309.37710000000004,306.6779,273.0757,285.1436
416,Liechtenstein,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.463,27.209600000000002,48.874,42.379400000000004,80.6274,53.9942,37.5088,60.1564,44.798,42.571600000000004,93.4728,60.9376,62.750800000000005,70.74260000000001,75.0766,75.1842,84.7482,102.864,107.0922,101.208,98.35740000000001,47.187400000000004,47.7282,32.821400000000004,32.6574,22.1,18.6958,21.3026,42.6756,22.7232,0.0,0.0
417,Lithuania,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81376.4784,68501.0867,66049.15239999999,64104.249,66135.89689999999,64949.8805,66799.5692,60866.46,56156.5754,57680.3593,58371.7433,58419.0156,59570.8051,61202.9116,61278.4448,67780.6224,66860.448,58577.8981,60172.267,51625.932700000005,52279.2326,48134.8612,49398.9644,50850.7333,60540.2594,62298.2046,62103.1506,62751.7498,62469.5275,62244.442299999995
418,Lithuania,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69839.003,56968.1897,54520.4752,52559.8944,54649.4985,53483.412899999996,55354.8868,49488.8908,44784.398199999996,47340.1999,48053.5851,48118.3426,49352.2745,51021.3572,51093.5242,57577.5922,56667.7738,48429.4079,50030.7854,53672.5775,54318.0096,50171.395000000004,51545.3526,52996.8403,51803.6544,53585.5812,53401.0998,54080.9588,53786.2431,53560.6129
419,Lithuania,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.6431999999986,-1388.9857999999986,-440.8251999999993,2178.6284000000014,13212.7312,10751.5334,-4456.137200000001,-3196.7307999999994,-7758.0034,-4431.103799999999,-2551.4704,-1135.813,-342.52540000000045,1199.5758000000005,1970.214,-1771.7396000000008,-3122.1638000000003,-5128.5614000000005,-11005.871,-23514.292,-22376.1274,-21051.626200000002,-19431.9748,-18253.888,-5851.663200000001,-4967.4475999999995,-4655.3578,-2568.2956000000013,8683.2844,8683.8294
420,Low Income Food Deficit Countries,All sectors with LULUCF,444693.1994,453559.8476,463286.3448,476622.6908,491049.6002,505105.359,520319.297,532546.1434,538739.5648,549413.0456,556148.8962,552762.5574,553267.158,557336.828,574632.2339999999,584277.1678,599027.6436,619488.7538,631892.587,639026.6036,654587.6894,670492.4164,674439.7828,658241.5898,667496.888,670971.738,668507.1804,687929.1662,705650.1654,3567408.8758,3584432.7188,3963384.9411,3957864.6854,3960316.1314000003,3968830.4784,3936830.6180999996,4009637.7712000003,4153385.606,4195867.8449,4196070.4913,4187752.9932,4242496.6492,4406796.024,4429281.7474,4561815.3338,4586461.1084,4679846.8376,4774576.6828,4703253.0338,4818132.2792,5243475.3771,5282336.4682,5305204.8234,5348951.129,5373263.9932,5716061.49,5727249.4934,5848808.2145,5924103.1826,5985274.1457,6022404.1339
421,Low Income Food Deficit Countries,All sectors without LULUCF,444693.1994,453559.8476,463286.3448,476622.6908,491049.6002,505105.359,520319.297,532546.1434,538739.5648,549413.0456,556148.8962,552762.5574,553267.158,557336.828,574632.2339999999,584277.1678,599027.6436,619488.7538,631892.587,639026.6036,654587.6894,670492.4164,674439.7828,658241.5898,667496.888,670971.738,668507.1804,687929.1662,705650.1654,1829284.5098,1846308.3528,2228770.8555,2223250.647,2225705.4576000003,2233184.7956,2277681.3621,2308882.1234,2401317.4912,2457536.6337,2507256.5226999996,2490927.5778,2549359.3712,2658361.0398,2697215.3902000003,2798490.5052,2841251.8316,2936112.6282,3025470.338,2977702.1338,3054257.468,3085712.1149000004,3120989.2122,3159281.8574,3217522.0724,3237502.3362,3337049.6352,3366027.6608,3500871.9883000003,3577507.5908,3644889.4905000003,3684435.5692999996
422,Low Income Food Deficit Countries,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738124.366,1738124.366,1734614.0856,1734614.0384,1734610.6738,1735645.6828,1659149.256,1700755.6478,1752068.1148,1738331.2112,1688813.9686,1696825.4154,1693137.278,1748434.9842,1732066.3572,1763324.8286,1745209.2768,1743734.2094,1749106.3448,1725550.9,1763874.8111999999,2157763.2621999998,2161347.256,2145922.966,2131429.0566,2135761.657,2379011.8548,2361221.8326,2347936.2262,2346595.5918,2340384.6552,2337968.5646
423,Luxembourg,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18012.0782,19059.9418,20416.9464,21249.992,24020.2214,24548.540999999997,24015.0128,23220.0621,22932.997000000003,21818.3087,22984.423499999997,23215.574099999998,22716.5242,21678.346299999997,20832.105900000002,19856.180099999998,19328.216099999998,19725.1651,20507.006999999998,20703.9519,17439.4458,18520.0807
424,Luxembourg,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19112.3736,20088.0878,21445.5152,22278.5874,25048.816899999998,25577.1364,25043.6082,24248.6576,23961.5924,22846.9041,24013.018900000003,23691.419500000004,23192.3696,22154.1917,21307.8349,20331.909099999997,19878.257299999997,20274.9603,21057.048199999997,21254.348400000003,17989.8422,19070.4771
425,Luxembourg,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2586.5752,-2477.8154,-2470.8676,-2379.9028,-2418.8972,-2308.7396,-2115.8194,-1930.9014,-1960.7695999999999,-1921.5258,-1298.157,-1086.9308,-1267.1129999999998,-1620.6666,-1445.0292,-1341.9913999999999,-1590.2636000000002,-1322.3224,-952.48,-1195.3208,-550.3964,-550.3964
426,Madagascar,All sectors with LULUCF,31252.4274,33240.8272,33253.3286,33407.6858,34184.8956,37754.627,38242.8434,38851.4512,37554.961,36149.6862,34171.8514,35014.4976,35972.8362,36705.3218,37183.4942,37282.2426,38933.8318,41409.2914,41467.5152,42688.8972,42929.8062,42995.7362,42836.504,42778.4302,42525.3988,42699.1244,41805.7856,41965.8416,42279.8828,113495.5966,113741.4069,114437.7309,115459.78570000001,115414.9725,116265.8914,117970.2067,116894.7724,119646.0196,119069.2744,116840.0903,101115.12,96789.279,102413.5534,100495.4958,109523.8092,107166.1034,110309.9762,107920.38930000001,110511.865,112348.8817,88739.3442,89792.21770000001,89678.12830000001,90815.7284,93001.92,96041.509,95704.1188,93716.05249999999,95604.1935,96423.5015,96005.39050000001
427,Madagascar,All sectors without LULUCF,31252.4274,33240.8272,33253.3286,33407.6858,34184.8956,37754.627,38242.8434,38851.4512,37554.961,36149.6862,34171.8514,35014.4976,35972.8362,36705.3218,37183.4942,37282.2426,38933.8318,41409.2914,41467.5152,42688.8972,42929.8062,42995.7362,42836.504,42778.4302,42525.3988,42699.1244,41805.7856,41965.8416,42279.8828,56416.8492,56662.659499999994,57358.9835,58381.0383,58337.8621,59091.1664,59740.33869999999,59737.033,61952.18,61343.4808,60657.8759,57992.5358,54243.383,59737.227,57652.5264,65401.083,63693.306599999996,67243.9532,65448.957899999994,67146.442,67876.9173,68045.1772,70572.2727,69635.0851,71866.4798,72560.1034,76248.243,75814.019,74283.1825,76344.9915,77062.8235,76664.1441
428,Madagascar,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57078.7474,57078.7474,57078.7474,57078.7474,-423258.8896,57174.725,58229.868,57157.7394,57693.83960000001,57725.793600000005,-410954.7856,43122.5842,42545.896,42676.326400000005,42842.9694,-272240.6738,-294548.80319999997,-306424.577,-299887.7686,-292245.977,-148569.2356,20694.167,19219.945,20043.0432,18949.2486,20441.8166,19793.266,19890.0998,19432.87,19259.202,19360.678,19341.2464
429,Malawi,All sectors with LULUCF,1724.6364,1695.9928,1715.2644,1801.8204,1902.0374,1957.7108,2100.3732,2183.4322,2270.997,2307.2026,2431.4364,2617.3866,2737.6026,2864.865,2942.868,3218.9406,3250.1762,3425.323,3395.6534,3432.8126,3674.6722,3766.813,3755.9898,3919.6824,4060.1704,4158.338,4371.5886,3825.3256,3851.9568,27704.0489,28079.098100000003,28146.8565,28349.4842,27674.6598,28061.9678,28135.7354,28003.0444,28617.0931,28737.0024,28870.82,29049.8243,29964.315300000002,31175.8314,30946.9549,31797.4767,31715.4732,32977.672,34262.2653,34061.7548,36547.4296,36609.2773,37890.486099999995,38094.962,39348.1594,40292.527,41460.4009,42093.6644,44986.5788,47130.163700000005,50105.0894,50659.8304
430,Malawi,All sectors without LULUCF,1724.6364,1695.9928,1715.2644,1801.8204,1902.0374,1957.7108,2100.3732,2183.4322,2270.997,2307.2026,2431.4364,2617.3866,2737.6026,2864.865,2942.868,3218.9406,3250.1762,3425.323,3395.6534,3432.8126,3674.6722,3766.813,3755.9898,3919.6824,4060.1704,4158.338,4371.5886,3825.3256,3851.9568,10996.403699999999,11371.4529,11439.211299999999,11641.839,10967.0146,11347.691,11732.7496,11823.805,12310.333900000001,12449.292,12897.1656,12492.7965,13448.9475,14130.883600000001,14223.7909,14584.617699999999,15180.386999999999,16180.8378,17337.5155,17672.7732,18953.902199999997,19679.800300000003,20402.6965,21179.0264,22255.9134,23239.2308,23984.274100000002,25490.5548,28159.1346,30601.159099999997,33395.4135,34269.7056
431,Malawi,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56466.6252,16707.6452,16707.6452,16707.6452,51731.6852,16714.2768,16402.9858,16179.2394,16306.7592,16287.7104,15973.6544,16557.0278,16515.3678,17044.9478,16723.164,17212.859,16535.086199999998,16796.8342,16924.7498,16388.9816,17593.5274,16929.477,17487.7896,16915.9356,17092.246,17053.2962,17476.1268,16603.1096,16827.444199999998,16529.0046,16709.6758,16390.1248
432,Malaysia,All sectors with LULUCF,9185.9604,9555.979800000001,9650.3466,9802.7288,10165.9704,10174.349,10435.611,10918.3058,11316.9814,11819.6986,12126.7662,12632.2406,12835.334,12452.8256,12952.4888,13082.872,13164.3398,12014.6686,14007.886,14027.9942,13896.912,13704.8688,13852.3718,14092.6714,14418.7038,14092.0892,14612.8302,14921.6324,15502.5282,393782.9287,419839.1143,433305.918,460974.4484,471535.47829999996,519346.2306,518974.3954,548982.8326,589906.9113,518996.5344,569918.4754,559587.5874999999,589323.4656,639647.0168999999,696138.7788,709906.1798,687968.7019,712921.1822,749240.9231,768367.535,769924.3335,322356.5758,332804.946,389248.1932,442836.8186,399891.0802,809670.8058,778560.2609999999,812200.8332,827795.449,807393.6294,814452.5956
433,Malaysia,All sectors without LULUCF,9185.9604,9555.979800000001,9650.3466,9802.7288,10165.9704,10174.349,10435.611,10918.3058,11316.9814,11819.6986,12126.7662,12632.2406,12835.334,12452.8256,12952.4888,13082.872,13164.3398,12014.6686,14007.886,14027.9942,13896.912,13704.8688,13852.3718,14092.6714,14418.7038,14092.0892,14612.8302,14921.6324,15502.5282,176542.9349,202599.12050000002,216065.9242,243756.331,254328.2451,302766.6016,309561.8438,335658.24,316680.9647,310107.9498,360008.9364,379656.1051,393514.3356,445875.9547,484822.7644,492271.299,493717.24069999997,505658.9736,550326.2837,533496.3674,551435.3027000001,556494.6742,576411.4582,627429.8584,645010.9004,636342.9148,664119.6012,652113.0745999999,672729.735,683526.3052000001,675766.2204,681455.9246
434,Malaysia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257702.66619999998,-211800.7662,-146637.9262,-235394.3626,42917.11320000001,-238189.711,-193896.1484,-274421.4074,-208762.77339999995,-316408.99539999996,-247225.92100000003,-290747.19759999996,-315549.19,-328959.1578,-280892.9856,-246620.6992,-318785.6788,-255064.1714,-313272.6606,-267934.7524,-306915.4492,-755051.5784,-243606.5122,-238181.6652,-202174.0818,-236451.8346,145551.2046,126447.1864,139471.0982,144269.14380000002,131627.409,132996.671
435,Maldives,All sectors with LULUCF,0.0,0.0,0.053,0.053,0.053,0.053,0.0586,0.0056,0.0056,0.053,0.0,0.0,0.106,0.1116,0.2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.4231,424.5488,582.5621,520.5621,529.5499,640.7764,727.2054,811.6098,759.4515,1005.6928,1087.5277,1110.0752,1389.2352,1218.9488,1560.2162,1433.3408,1769.4013,1826.993,1968.1634,2062.329,2182.8152,2309.7668999999996,2589.2798,2563.384,3051.1739,3004.0562,3303.031,3428.3999999999996,3859.6931999999997,4411.2426,4445.9038,4606.38
