,Area,Item,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
227,Eastern Europe,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-920576.3538,-920576.3538,-866678.4664,-866731.6332,-866811.842,-866086.0104,-838623.0284,-864887.5902,-850095.0338,-858645.0882,-855774.9786,-1715431.0146,-1710711.6,-1706839.1334000002,-1710400.8764,-1716980.6046,-1712507.3762,-1719069.3076,-1705867.239,-1717308.6634,-1712666.0364,-1956822.275,-1948554.5892,-1963810.799,-1948864.462,-1962857.3652,-1224796.3406,-1231001.8953999998,-1224186.255,-1225727.8724,-1230565.195,-1231072.7172
228,Ecuador,All sectors with LULUCF,9856.3534,10906.871,11700.7142,11632.7326,12033.6688,13301.1416,13825.647,14152.7778,13974.1452,14094.778,13365.0754,14056.016599999999,14262.1828,14677.236,15142.7682,15928.5346,16263.4538,16097.0226,16976.5066,17915.6254,18418.4458,18803.6374,18623.8782,20538.9186,20693.722,21543.9828,22667.4742,23526.2156,24553.9348,152097.692,151724.7503,166065.8432,172796.5565,153612.9094,173311.46039999998,179791.2541,169170.7711,173268.2948,170200.0005,164138.3558,157475.2718,159476.8677,164738.7245,172215.82439999998,174851.0117,172838.0876,181635.6868,174338.8042,183798.10129999998,191614.03749999998,173665.4858,170702.498,176147.0449,183237.2409,175931.50770000002,193258.1016,192400.0994,196197.3155,194344.9933,183658.7788,203052.45190000001
229,Ecuador,All sectors without LULUCF,9856.3534,10906.871,11700.7142,11632.7326,12033.6688,13301.1416,13825.647,14152.7778,13974.1452,14094.778,13365.0754,14056.016599999999,14262.1828,14677.236,15142.7682,15928.5346,16263.4538,16097.0226,16976.5066,17915.6254,18418.4458,18803.6374,18623.8782,20538.9186,20693.722,21543.9828,22667.4742,23526.2156,24553.9348,78968.5478,78595.6061,92936.699,99667.4123,80483.7652,100182.3162,106647.2887,96043.9613,100131.17079999999,97075.4093,91026.536,100492.6846,102518.6175,107784.8291,115131.276,117735.24470000001,115752.628,124513.7482,117258.5994,126709.4385,134518.97389999998,139621.2602,136579.2518,142103.8451,149186.03029999998,141863.1239,140992.3488,140151.095,143929.0639,142062.3377,131386.644,150779.9621
230,Ecuador,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240762.12420000002,73129.1442,73129.1442,73129.1442,73129.1442,73129.1442,73143.9654,73126.8098,73137.124,73124.5912,73111.8198,56982.5872,56958.2502,56953.8954,57084.5484,57115.767,57085.4596,57121.938599999994,57080.2048,57088.6628,105437.2672,34044.2256,74994.2262,34043.1998,34051.2106,34068.383799999996,52265.7528,52249.0044,52268.2516,52282.6556,52272.1348,52272.489799999996
231,Egypt,All sectors with LULUCF,20347.3944,22553.7398,23718.857,24338.417,24043.9398,23900.0868,25712.3554,29406.6766,29957.8226,30164.1872,30280.8754,31010.4334,30206.7628,30770.5202,31558.064,31968.6024,32032.7088,32867.6666,32585.747,32688.0368,33209.5078,34759.7976,34311.744,34531.5056,34683.6622,37339.7998,38519.7804,39397.274,40132.4462,280245.7498,302131.518,303137.8062,330774.4714,315508.0914,343143.1908,345416.582,372928.4046,396556.4988,412264.0563,448166.1611,422285.29099999997,433263.3916,480379.3734,493020.2088,539556.7803,567499.1318999999,589088.181,612779.147,628159.3219999999,622243.7772,656676.9372,646523.8744999999,644259.7478,672300.0268,662367.4094,700900.4011,745249.7572000001,742514.5418,719198.3772,707772.6992,740283.311
232,Egypt,All sectors without LULUCF,20347.3944,22553.7398,23718.857,24338.417,24043.9398,23900.0868,25712.3554,29406.6766,29957.8226,30164.1872,30280.8754,31010.4334,30206.7628,30770.5202,31558.064,31968.6024,32032.7088,32867.6666,32585.747,32688.0368,33209.5078,34759.7976,34311.744,34531.5056,34683.6622,37339.7998,38519.7804,39397.274,40132.4462,281064.0574,302949.8256,303956.1138,331592.779,316326.399,343961.49840000004,346234.5708,373746.4102,397374.4876,413082.0451,448984.58890000003,422627.01119999995,433605.1118,480721.0936,493361.929,539898.5005000001,567840.8521,589429.9012,613120.8672,628501.0422,622585.4974,654846.6348,644693.5721,642429.4454,670469.7244,660537.107,700534.7657,744884.1218000001,742148.9064,718832.7418,707407.0638,739917.6756
233,Egypt,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20618.3076,-818.3076000000001,-818.3076000000001,-818.3076000000001,-818.3076000000001,-818.3076000000001,-817.9888000000001,-818.0056,-817.9888000000001,-817.9888000000001,-818.4278,-341.7202,-341.7202,-341.7202,-341.7202,-341.7202,-341.7202,-341.7202,-341.7202,-341.7202,-341.7202,1830.3024,1830.3024,1830.3024,1830.3024,1830.3024,365.6354,365.6354,365.6354,365.6354,365.6354,365.6354
234,El Salvador,All sectors with LULUCF,5318.0688,5420.5282,5610.8082,5661.893599999999,5618.1242,5860.0854,5856.0828,5948.717,5990.0482,6170.7824,5829.0782,6045.9588,5535.1288,5615.9864,5633.61,6077.9424,6820.3792,7201.2568,7023.5086,6256.0016,5967.4902,5097.678,5108.6992,4921.0666,5401.8846,5538.4598,5880.6456,6140.6024,6105.6064,17666.3768,19299.6756,19895.1916,21076.021500000003,22427.714,22873.7879,22781.8979,24909.7656,24856.1766,24920.0252,24031.031799999997,25229.9067,26059.4824,26669.2109,26629.9594,27130.7587,28243.7147,28391.300300000003,27192.2005,26686.7414,26398.422700000003,26047.8028,26342.5757,24647.7922,25104.3327,26380.8238,25719.6952,24341.3328,26840.3397,27823.739,25729.6451,27807.454599999997
235,El Salvador,All sectors without LULUCF,5318.0688,5420.5282,5610.8082,5661.893599999999,5618.1242,5860.0854,5856.0828,5948.717,5990.0482,6170.7824,5829.0782,6045.9588,5535.1288,5615.9864,5633.61,6077.9424,6820.3792,7201.2568,7023.5086,6256.0016,5967.4902,5097.678,5108.6992,4921.0666,5401.8846,5538.4598,5880.6456,6140.6024,6105.6064,15490.6704,17123.9692,17719.485200000003,18900.3151,20252.0076,20698.0815,20619.4273,22744.1252,22683.2622,22747.4438,21857.1773,23063.375099999997,23896.537,24504.988100000002,24463.4334,24954.078,26079.0447,26228.8831,25029.009100000003,24524.3242,24235.2088,23885.3968,24176.2844,22409.5912,22942.172700000003,24154.857,23556.2466,22115.7378,24661.132299999997,25616.533,23550.0017,25644.171000000002
236,El Salvador,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2175.7064,2175.7064,2175.7064,2175.7064,10036.9864,2175.7064,2162.4705999999996,2165.6404,2172.9143999999997,2172.5814,2173.8544,2166.5316,2162.9454,2164.2228,2166.526,8760.800599999999,2164.67,2162.4172,2163.1913999999997,2162.4172,2163.2138,2162.406,2166.2911999999997,2238.201,2162.16,2225.9668,2163.4485999999997,2225.595,2179.2074,2207.206,2179.6434,2163.2835999999998
237,Equatorial Guinea,All sectors with LULUCF,29.1508,29.2496,28.581,28.245,30.1492,25.6212,37.3302,37.0842,37.73,40.6384,41.3264,41.9804,30.481,32.0724,33.2128,32.3766,33.087,33.1624,33.6182,33.937,33.4582,33.693,34.1962,34.702,34.8222,35.1742,35.4706,35.8562,36.2056,8219.422900000001,9744.2167,11350.143499999998,13022.9803,13130.5029,23083.5207,22401.0687,25113.5046,28588.4545,30448.4596,33758.8916,38444.562900000004,38537.8763,43375.869099999996,45108.3813,47268.4674,50216.8008,49039.1667,51903.0934,47840.1398,49201.6792,50246.2568,49695.3448,47639.6613,46686.528,42715.6464,40295.5466,37903.429000000004,40521.332,39525.9843,39568.8257,34029.4432
238,Equatorial Guinea,All sectors without LULUCF,29.1508,29.2496,28.581,28.245,30.1492,25.6212,37.3302,37.0842,37.73,40.6384,41.3264,41.9804,30.481,32.0724,33.2128,32.3766,33.087,33.1624,33.6182,33.937,33.4582,33.693,34.1962,34.702,34.8222,35.1742,35.4706,35.8562,36.2056,557.1219,2081.9157,3687.8425,5360.6793,5468.2019,15421.219700000001,14738.5183,17450.9542,20925.9041,22785.9092,26097.0826,30782.7539,30876.067300000002,35714.0601,37446.5723,39606.6584,42553.8682,41377.1005,44240.4654,40178.3308,41539.613,42583.531,42032.619,39976.9355,39023.2404,35052.9206,32630.9872,30238.3078,32856.5154,31860.108699999997,31897.9357,26363.3104
239,Equatorial Guinea,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7662.301,7662.301,7662.301,7662.301,7662.301,7662.301,7662.5504,7662.5504,7662.5504,7662.5504,7661.809,7661.809,7661.809,7661.809,7661.809,7661.809,7662.9326,7662.0662,7662.628000000001,7661.809,7662.0662,7662.7258,7662.7258,7662.7258,7663.2876,7662.7258,7664.5594,7665.1212,7664.8166,7665.8756,7670.89,7666.1328
240,Eritrea,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10254.4584,10553.4946,10858.604,11993.5308,12904.5208,12486.6986,12846.4878,13277.9264,12686.5196,12601.9787,13150.5966,13402.491699999999,13640.3312,12953.6716,13661.8302,13400.1009,13667.2291,13517.7195,13979.5152,14241.058,14410.7667,14519.128499999999,14625.0299,14907.1486,15060.7034,15231.4906,15285.4095,15294.8818,15461.4389
241,Eritrea,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9369.9992,9669.0354,9974.1448,11119.8316,12030.8216,11612.9994,11944.5934,12335.4988,11765.0898,11680.5489,12229.166799999999,12481.0619,12718.9014,12032.2418,12740.4004,12478.6711,12745.799299999999,12596.289700000001,13211.003,13472.5458,13642.2545,13750.616300000002,13856.5177,14007.4038,14160.9586,14331.7458,14385.664700000001,14395.137,14561.694099999999
242,Eritrea,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.4592,4237.0592,884.4592,873.6992,873.6992,873.6992,901.8944,17352.4276,921.4298,921.4298,921.4298,921.4298,921.4298,921.4298,921.4298,921.4298,921.4298,921.4298,768.5122,768.5122,768.5122,768.5122,768.5122,899.7448,899.7448,899.7448,899.7448,899.7448,899.7448
243,Estonia,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62824.7166,52570.567899999995,52232.3594,49350.535,50692.340299999996,50282.3466,46246.2807,44054.1238,44802.5468,46589.8295,44462.750100000005,49399.472,50651.729999999996,49747.3674,48693.9434,53455.683300000004,51566.008499999996,46523.2445,54325.5799,45770.2384,45282.2118,50143.8914,48683.023100000006,45580.601,62244.028099999996,63189.220799999996,66259.80069999999,55186.4777,50962.1753,52233.8448
244,Estonia,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62433.4875,52179.5851,51841.475,48740.268200000006,50054.1411,49608.804,45250.910099999994,42324.8592,42814.4452,44503.4826,42282.7809,47193.1552,48305.69,47366.2318,46278.009999999995,50969.0359,49046.5837,43950.6265,51608.2035,52725.8162,52217.464,57052.0434,55621.163100000005,52518.8621,53049.3525,53997.2186,56994.5169,45944.8005,41690.308699999994,42961.9782
245,Estonia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3855.1946,-6110.55,-4901.2698,-5057.4978,-5692.0086,-5851.0488000000005,-6441.4218,-4832.9277999999995,-6258.0758000000005,-6586.335800000001,-5887.437400000001,-8349.003400000001,-6143.900199999999,-624.8951999999999,-2694.1549999999997,-2936.9568,-5725.7974,-4941.6305999999995,-6878.453199999999,-17152.413,-15760.4956,-14769.612799999999,-11169.07,-12920.038400000001,2744.2108000000007,4564.406800000001,7378.1168,7072.9444,9271.8666,9271.8666
246,Eswatini,All sectors with LULUCF,1734.1646,1765.5816,1722.9108,1770.7114,1660.0138,1609.056,1661.8262,1686.7444,1769.171,1847.1826,1857.965,1890.5856,1965.9244,1972.3722,2019.1364,2033.8446,2043.8852,2093.3478,2163.063,2182.3514,2153.7672,2113.5742,2166.7871999999998,2030.213,2115.5936,2149.11,2135.5642,2126.7236000000003,2232.386,5276.8562999999995,5325.241,5348.7687000000005,4738.566,5548.0107,5576.7294,5219.085499999999,5764.7848,5844.7023,6018.3972,5764.0952,5323.2333,5462.7718,5431.7314,5494.0392,5530.1098,5337.1461,5901.3492,5652.8744,5327.9503,5119.523,5075.922500000001,5435.0297,6096.9920999999995,4881.8096000000005,4943.0085,5465.3816,4986.5937,5119.0371,4981.7875,4411.24,4692.9772
247,Eswatini,All sectors without LULUCF,1734.1646,1765.5816,1722.9108,1770.7114,1660.0138,1609.056,1661.8262,1686.7444,1769.171,1847.1826,1857.965,1890.5856,1965.9244,1972.3722,2019.1364,2033.8446,2043.8852,2093.3478,2163.063,2182.3514,2153.7672,2113.5742,2166.7871999999998,2030.213,2115.5936,2149.11,2135.5642,2126.7236000000003,2232.386,5457.9519,5506.3366,5529.8643,4919.6616,5729.1063,5757.825,5291.7923,5894.5126,5845.5573,6106.013199999999,5911.0726,5546.404699999999,5707.9938,5648.4042,5702.69,5758.6898,5584.4365,5854.3592,5702.0446,5567.7051,5305.5782,5270.7221,5645.9263,6306.5527,5089.5534,5183.432699999999,5691.1752,5225.0855,5362.4511,5155.997299999999,4651.3081999999995,4912.272199999999
248,Eswatini,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-181.0956,-181.0956,-181.0956,-181.0956,-6696.473599999999,-181.0956,-72.70679999999999,-129.7278,-0.855000000000002,-87.61599999999999,-146.9774,-223.1714,-245.222,-216.6728,-208.6508,-228.58,-247.29040000000003,46.989999999999995,-49.17020000000001,-239.7548,-186.0552,-194.7996,-210.8966,-209.5606,-207.7438,-240.42419999999998,-225.7936,-238.4918,-243.414,-174.2098,-240.0682,-219.295
249,Ethiopia,All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199447.6484,202846.836,205232.6678,211786.8479,220921.1468,233293.7816,235815.8262,228917.0526,244041.3384,261697.3298,259317.4387,264863.7281,273269.6204,284538.8267,306633.7506,315640.2848,323564.5204,334931.6467,336351.8,348455.4974,358768.1694,372888.2766,379756.6447,392819.6782,402287.456,407965.8005,429584.6642,445092.9752,434982.0482
250,Ethiopia,All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146387.4628,149786.6504,152093.261,159697.3019,164931.1386,177562.7804,177428.3064,172218.8094,180713.884,200322.922,197335.9301,202793.7317,210831.14900000003,222117.40600000002,243421.1032,253371.2621,262458.596,273097.1717,273157.1634,285108.7512,295943.0226,309881.1624,317321.4493,329761.2384,339020.1142,344904.8151,366324.4834,381077.368,371051.30059999996
251,Ethiopia,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14276.185599999997,-3660.134399999999,193430.5968,148253.726,153526.2482,157373.3212,161135.8198,261999.2432,300309.4544,278924.6078,285473.90859999997,185098.8964,185293.1514,186746.7608,187831.48739999998,215900.8426,204872.2244,215649.875,267477.4366,124215.0462,113834.3668,63007.1142,62435.1954,63058.4398,63267.3418,63060.9854,63260.1808,64015.6072,63930.7476
252,Ethiopia PDR,All sectors with LULUCF,96002.8188,96767.554,97329.4798,97983.1772,98633.0676,99350.337,99833.4072,100292.68280000001,100658.1482,100673.0726,102071.9538,101149.3134,102640.1766,102684.7528,99521.1814,98359.2696,99045.895,99710.4108,100232.0932,99734.4314,100449.277,101255.2534,104938.9362,101497.477,106917.9766,112832.063,105739.1902,106208.3792,111580.5254,216616.1868,217424.20549999998,222657.7382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Ethiopia PDR,All sectors without LULUCF,96002.8188,96767.554,97329.4798,97983.1772,98633.0676,99350.337,99833.4072,100292.68280000001,100658.1482,100673.0726,102071.9538,101149.3134,102640.1766,102684.7528,99521.1814,98359.2696,99045.895,99710.4108,100232.0932,99734.4314,100449.277,101255.2534,104938.9362,101497.477,106917.9766,112832.063,105739.1902,106208.3792,111580.5254,162671.4948,163479.5135,168713.0462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Ethiopia PDR,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53944.692,53944.692,53944.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Europe,All sectors with LULUCF,1629307.0844,1682420.0418,1697367.894,1679355.196,1709025.6658,1774738.9246,1826000.2264,1848329.001,1845973.4266,1849897.5278,1896674.5244,1931079.4936,1987952.9318,2033660.441,2061580.747,2063126.2562,2068720.4396,2111754.2278,2124557.2292,2142529.1722,2131861.1146,2162727.5596,2177278.9102,2211594.5934,2217206.673,2219388.1644,2204574.7058,2177502.8166,2158984.5298,20649276.761299998,19937768.9935,17847560.1676,17000764.5398,15988959.066,15948186.8737,16007419.254,15428552.3992,15232631.666,15027354.0228,15118511.0209,14319551.9399,14215086.704,14567654.3103,14617432.1172,14519241.3974,14657572.1834,14507477.7904,14421563.996399999,13232436.917399999,13795395.2841,13455202.4979,13424632.7262,13075519.8596,12607038.2328,12568544.411,13537001.87,13816896.3756,13909811.5278,13557979.2065,12472913.9684,13213259.5755
256,Europe,All sectors without LULUCF,1629307.0844,1682420.0418,1697367.894,1679355.196,1709025.6658,1774738.9246,1826000.2264,1848329.001,1845973.4266,1849897.5278,1896674.5244,1931079.4936,1987952.9318,2033660.441,2061580.747,2063126.2562,2068720.4396,2111754.2278,2124557.2292,2142529.1722,2131861.1146,2162727.5596,2177278.9102,2211594.5934,2217206.673,2219388.1644,2204574.7058,2177502.8166,2158984.5298,21899698.2055,21188190.437700003,19053491.0208,18206842.6186,17195230.932,17153178.7913,17185024.6074,16632757.3096,16420877.316399999,16223466.4324,16309341.1285,16427036.8561,16318000.4812,16665803.4487,16719824.1772,16626800.0012,16760894.4098,16616803.0064,16517835.013799999,15339622.9116,15896936.9175,15798039.4771,15758632.4406,15425068.558,14941701.3306,14917218.8526,14938150.3674,15222536.9158,15308282.968,14957365.7163,13876659.4688,14617208.2889
257,Europe,LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1250421.4442,-1250421.4442,-1205930.8532,-1206078.0788,-1206271.866,-1204991.9176,-1177605.3534,-1204204.9104,-1188245.6504,-1196112.4096,-1190830.1076,-2107484.9162,-2102913.7772,-2098149.1384,-2102392.06,-2107558.6038,-2103322.2264,-2109325.216,-2096271.0174,-2107185.9942,-2101541.6334,-2342836.9792,-2333999.7144,-2349548.6984,-2334663.0978,-2348674.4416,-1401148.4974,-1405640.5402000002,-1398471.4402,-1399386.5098,-1403745.5003999998,-1403948.7133999998
258,European Union (27),All sectors with LULUCF,793449.7272,807439.82,799392.9232,797129.9044,811780.605,827995.0944,850062.6738,865774.4336,871485.5872,870906.541,876359.0606,885653.3018,913809.1532,932533.4448,941201.6642,938784.598,949390.2324,969574.5802,978424.6832,980863.0648,972260.6464,983606.1884,975301.0568,994500.0418,993033.4986,986232.668,965227.9384,962215.3376,954476.964,8900648.8315,8677254.1393,8619495.2683,8875351.018199999,8753113.1576,8889842.3289,9087779.5405,8949221.9373,8842812.2806,8654772.4246,8684575.7819,8718339.4092,8669542.9744,8776439.6813,8792421.0692,8733300.3372,8787720.9555,8686166.764800001,8486763.558,7891103.2747,8110236.7279,7363633.6687,7190743.0156,7047795.8726,6768895.6166,6852926.9344,7536762.5723,7636139.1474,7519141.3861,7213444.2148,6507768.8565,6845583.3115
259,European Union (27),All sectors without LULUCF,793449.7272,807439.82,799392.9232,797129.9044,811780.605,827995.0944,850062.6738,865774.4336,871485.5872,870906.541,876359.0606,885653.3018,913809.1532,932533.4448,941201.6642,938784.598,949390.2324,969574.5802,978424.6832,980863.0648,972260.6464,983606.1884,975301.0568,994500.0418,993033.4986,986232.668,965227.9384,962215.3376,954476.964,9246500.4857,9023105.7935,8995229.0167,9288534.6502,9166388.7632,9302502.2643,9500670.4695,9361958.7011,9254555.3618,9065918.1598,9093759.0507,9206469.8856,9157879.575,9264131.0675,9281089.6116,9220571.0012,9275231.7263,9173203.2124,8973950.0382,8377815.3664,8596020.2201,8370632.7279,8197233.4248,8054568.02,7775820.9326,7859900.2151999995,7862106.6383,7959870.8816,7842555.2406,7536303.57,6830137.3419,7167662.094900001
260,European Union (27),LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345851.6542,-345851.6542,-375733.74840000004,-413183.632,-413275.6056,-412659.9354,-412890.929,-412736.76379999996,-411743.0812,-411145.7352,-409183.2688,-488130.47640000004,-488336.6006,-487691.3862,-488668.5424,-487270.664,-487510.7708,-487036.4476,-487186.4802,-486712.0916,-485783.4922,-1006999.0592,-1006490.4092,-1006772.1474,-1006925.316,-1006973.2808,-325344.066,-323731.7342,-323413.85439999995,-322859.3552,-322368.4854,-322078.7834
261,Falkland Islands (Malvinas),All sectors with LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13149.5628,13149.5628,13149.5628,13149.5628,13149.5628,13149.5628,13151.358,13152.1938,13152.172,13148.3378,13143.968,13131.8622,13126.4426,13123.65,13125.065,13115.3984,13116.0692,13113.4068,13113.418,13112.9648,13113.4064,13113.4064,13115.1478,13115.8004,13115.8004,13115.8004,13115.8004,13115.8004,13115.4118,13115.692,13114.5484,13114.5484
262,Falkland Islands (Malvinas),All sectors without LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093.6666,2093.6666,2093.6666,2093.6666,2093.6666,2093.6666,2094.6558,2095.4636,2095.1336,2094.657,2092.0022,2093.2176,2090.8484,2088.73,2089.4732,2087.458,2088.1288,2087.14,2087.1512,2087.034,2087.14,2087.14,2088.8814,2087.511,2087.511,2087.511,2087.511,2087.511,2087.458,2087.458,2087.299,2087.299
263,Falkland Islands (Malvinas),LULUCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11055.8962,11055.8962,11055.8962,11055.8962,11055.8962,11055.8962,11056.7022,11056.7302,11057.0384,11053.6808,11051.9658,11038.6446,11035.5942,11034.92,11035.5918,11027.9404,11027.9404,11026.2668,11026.2668,11025.9308,11026.2664,11026.2664,11026.2664,11028.2894,11028.2894,11028.2894,11028.2894,11028.2894,11027.9538,11028.234,11027.2494,11027.2494
264,Faroe Islands,All sectors with LULUCF,64.497,65.048,60.723200000000006,61.3156,61.6762,62.5852,60.9684,60.8874,60.1012,61.2368,58.6498,59.34,58.4474,57.6978,56.8724,59.219,59.0734,57.3106,55.7222,56.0638,55.6166,55.2698,55.7958,55.583,54.3772,54.145,55.0708,55.2496,55.1936,616.3154,616.5644,616.735,617.8766,619.2336,619.53,618.9566,619.0742,618.3298,618.6124,619.2168,619.6744,619.8032,619.7136,619.3078,617.9844,617.4528,617.5674,616.826,617.1422,616.7924,617.1024,617.435,617.6784,618.7636,618.976,619.5536,624.3386,627.1834,626.2306,637.7138,621.3294
265,Faroe Islands,All sectors without LULUCF,64.497,65.048,60.723200000000006,61.3156,61.6762,62.5852,60.9684,60.8874,60.1012,61.2368,58.6498,59.34,58.4474,57.6978,56.8724,59.219,59.0734,57.3106,55.7222,56.0638,55.6166,55.2698,55.7958,55.583,54.3772,54.145,55.0708,55.2496,55.1936,144.6554,144.9044,145.075,146.2166,147.5736,147.87,147.2966,147.4142,146.6698,146.9524,147.5568,148.0548,148.1836,148.094,147.6882,146.3648,145.8332,145.9478,145.2064,145.5226,145.1728,145.5644,145.897,146.1404,147.2256,147.438,147.86020000000002,152.6452,155.49,154.86079999999998,165.1614,148.777
