,ano,country_code,precipitação_anual
7990,1961,EGY,30.71
7991,1962,EGY,15.95
7992,1963,EGY,18.990000000000002
7993,1964,EGY,22.310000000000002
7994,1965,EGY,22.21
7995,1966,EGY,27.99
7996,1967,EGY,23.93
7997,1968,EGY,21.67
7998,1969,EGY,26.770000000000003
7999,1970,EGY,16.95
8000,1971,EGY,24.65
8001,1972,EGY,21.3
8002,1973,EGY,15.79
8003,1974,EGY,35.35
8004,1975,EGY,22.11
8005,1976,EGY,16.04
8006,1977,EGY,22.41
8007,1978,EGY,21.35
8008,1979,EGY,21.91
8009,1980,EGY,19.27
8010,1981,EGY,11.73
8011,1982,EGY,28.44
8012,1983,EGY,21.8
8013,1984,EGY,15.559999999999999
8014,1985,EGY,29.869999999999997
8015,1986,EGY,23.080000000000002
8016,1987,EGY,22.58
8017,1988,EGY,32.55
8018,1989,EGY,23.88
8019,1990,EGY,21.78
8020,1991,EGY,32.95
8021,1992,EGY,24.85
8022,1993,EGY,21.96
8023,1994,EGY,30.400000000000002
8024,1995,EGY,13.91
8025,1996,EGY,16.740000000000002
8026,1997,EGY,21.55
8027,1998,EGY,20.79
8028,1999,EGY,12.120000000000001
8029,2000,EGY,24.6
8030,2001,EGY,14.5
8031,2002,EGY,21.369999999999997
8032,2003,EGY,16.6
8033,2004,EGY,20.09
8034,2005,EGY,21.13
8035,2006,EGY,16.07
8036,2007,EGY,15.79
8037,2008,EGY,17.56
8038,2009,EGY,11.21
8039,2010,EGY,11.2
8040,2011,EGY,16.0
8041,2012,EGY,17.2
8042,2013,EGY,21.189999999999998
8043,2014,EGY,21.080000000000002
8044,2015,EGY,20.34
8045,2016,EGY,15.65
8046,2017,EGY,10.85
8047,2018,EGY,32.63
8048,2019,EGY,23.009999999999998
8049,2020,EGY,25.09
8050,2021,EGY,21.22
8051,2022,EGY,22.86
8052,1901,ERI,193.55
8053,1902,ERI,170.85
8054,1903,ERI,269.03000000000003
8055,1904,ERI,201.95
8056,1905,ERI,211.58
8057,1906,ERI,201.68
8058,1907,ERI,284.02000000000004
8059,1908,ERI,245.88
8060,1909,ERI,273.53000000000003
8061,1910,ERI,291.34
8062,1911,ERI,283.06
8063,1912,ERI,229.64000000000001
8064,1913,ERI,294.5
8065,1914,ERI,259.83
8066,1915,ERI,200.43
8067,1916,ERI,445.99
8068,1917,ERI,302.78999999999996
8069,1918,ERI,212.5
8070,1919,ERI,236.0
8071,1920,ERI,405.26
8072,1921,ERI,243.84
8073,1922,ERI,262.76
8074,1923,ERI,287.09
8075,1924,ERI,279.5
8076,1925,ERI,303.53
8077,1926,ERI,224.37
8078,1927,ERI,191.57
8079,1928,ERI,203.81
8080,1929,ERI,345.27
8081,1930,ERI,226.35
8082,1931,ERI,249.37
8083,1932,ERI,417.82
8084,1933,ERI,287.71
8085,1934,ERI,322.88
8086,1935,ERI,337.53999999999996
8087,1936,ERI,334.98
8088,1937,ERI,288.7
8089,1938,ERI,394.29
8090,1939,ERI,234.6
8091,1940,ERI,236.04
8092,1941,ERI,218.94
8093,1942,ERI,354.03000000000003
8094,1943,ERI,276.82
8095,1944,ERI,248.65
8096,1945,ERI,248.72
8097,1946,ERI,268.32
8098,1947,ERI,193.41
8099,1948,ERI,244.47
8100,1949,ERI,247.4
8101,1950,ERI,350.40000000000003
8102,1951,ERI,258.52
8103,1952,ERI,243.92999999999998
8104,1953,ERI,365.09000000000003
8105,1954,ERI,321.69
8106,1955,ERI,216.76
8107,1956,ERI,350.27
8108,1957,ERI,326.94
8109,1958,ERI,223.13
8110,1959,ERI,305.68
8111,1960,ERI,230.38
8112,1961,ERI,425.19
8113,1962,ERI,252.36
8114,1963,ERI,328.65
8115,1964,ERI,449.08
8116,1965,ERI,216.59
8117,1966,ERI,195.15
8118,1967,ERI,259.2
8119,1968,ERI,221.63
8120,1969,ERI,194.82
8121,1970,ERI,226.02
8122,1971,ERI,211.1
8123,1972,ERI,220.63
8124,1973,ERI,248.19
8125,1974,ERI,216.09
8126,1975,ERI,438.61
8127,1976,ERI,248.42
8128,1977,ERI,344.99
8129,1978,ERI,354.6
8130,1979,ERI,349.39
8131,1980,ERI,291.81
8132,1981,ERI,279.82
8133,1982,ERI,260.0
8134,1983,ERI,213.71
8135,1984,ERI,163.78
8136,1985,ERI,247.70000000000002
8137,1986,ERI,255.08
8138,1987,ERI,243.28
8139,1988,ERI,333.53
8140,1989,ERI,213.35
8141,1990,ERI,127.0
8142,1991,ERI,232.18
8143,1992,ERI,316.96
8144,1993,ERI,255.53
8145,1994,ERI,267.78
8146,1995,ERI,252.52
8147,1996,ERI,221.89000000000001
8148,1997,ERI,226.57999999999998
8149,1998,ERI,306.05
8150,1999,ERI,248.7
8151,2000,ERI,257.76
8152,2001,ERI,275.86
8153,2002,ERI,252.26999999999998
8154,2003,ERI,313.49
8155,2004,ERI,223.91
8156,2005,ERI,308.39
8157,2006,ERI,281.03
8158,2007,ERI,304.37
8159,2008,ERI,249.88
8160,2009,ERI,212.93
8161,2010,ERI,278.65
8162,2011,ERI,215.95000000000002
8163,2012,ERI,198.84
8164,2013,ERI,274.27
8165,2014,ERI,304.77
8166,2015,ERI,258.89
8167,2016,ERI,325.59000000000003
8168,2017,ERI,239.45999999999998
8169,2018,ERI,346.4
8170,2019,ERI,312.54
8171,2020,ERI,324.53999999999996
8172,2021,ERI,329.5
8173,2022,ERI,349.45
8174,1901,ESP,696.71
8175,1902,ESP,690.1
8176,1903,ESP,584.92
8177,1904,ESP,611.9399999999999
8178,1905,ESP,556.26
8179,1906,ESP,622.99
8180,1907,ESP,612.26
8181,1908,ESP,599.11
8182,1909,ESP,609.24
8183,1910,ESP,651.15
8184,1911,ESP,650.95
8185,1912,ESP,520.91
8186,1913,ESP,613.4
8187,1914,ESP,628.86
8188,1915,ESP,724.3299999999999
8189,1916,ESP,640.55
8190,1917,ESP,591.3
8191,1918,ESP,594.1899999999999
8192,1919,ESP,755.86
8193,1920,ESP,589.2
8194,1921,ESP,550.71
8195,1922,ESP,593.26
8196,1923,ESP,589.09
8197,1924,ESP,564.41
8198,1925,ESP,604.13
8199,1926,ESP,640.1899999999999
8200,1927,ESP,669.54
8201,1928,ESP,610.11
8202,1929,ESP,583.5
8203,1930,ESP,648.34
8204,1931,ESP,547.22
8205,1932,ESP,724.23
8206,1933,ESP,665.0799999999999
8207,1934,ESP,565.05
8208,1935,ESP,598.28
8209,1936,ESP,884.66
8210,1937,ESP,744.85
8211,1938,ESP,516.49
8212,1939,ESP,694.52
8213,1940,ESP,680.23
8214,1941,ESP,759.97
8215,1942,ESP,668.88
8216,1943,ESP,636.84
8217,1944,ESP,499.01
8218,1945,ESP,492.84000000000003
8219,1946,ESP,645.53
8220,1947,ESP,729.25
8221,1948,ESP,585.58
8222,1949,ESP,569.02
8223,1950,ESP,500.75
8224,1951,ESP,788.27
8225,1952,ESP,630.2
8226,1953,ESP,532.51
8227,1954,ESP,492.78
8228,1955,ESP,758.97
8229,1956,ESP,644.1
8230,1957,ESP,577.24
8231,1958,ESP,621.8299999999999
8232,1959,ESP,806.75
8233,1960,ESP,871.28
8234,1961,ESP,678.98
8235,1962,ESP,711.65
8236,1963,ESP,850.79
8237,1964,ESP,548.11
8238,1965,ESP,666.54
8239,1966,ESP,671.68
8240,1967,ESP,556.81
8241,1968,ESP,626.11
8242,1969,ESP,860.25
8243,1970,ESP,553.94
8244,1971,ESP,748.39
8245,1972,ESP,810.11
8246,1973,ESP,519.52
8247,1974,ESP,578.78
8248,1975,ESP,624.27
8249,1976,ESP,704.3199999999999
8250,1977,ESP,768.44
8251,1978,ESP,657.72
8252,1979,ESP,755.79
8253,1980,ESP,559.42
8254,1981,ESP,543.34
8255,1982,ESP,598.05
8256,1983,ESP,533.61
8257,1984,ESP,659.3199999999999
8258,1985,ESP,560.61
8259,1986,ESP,559.9
8260,1987,ESP,715.34
8261,1988,ESP,613.12
8262,1989,ESP,745.43
8263,1990,ESP,524.19
8264,1991,ESP,562.62
8265,1992,ESP,563.14
8266,1993,ESP,603.11
8267,1994,ESP,517.78
8268,1995,ESP,542.63
8269,1996,ESP,846.81
8270,1997,ESP,810.87
8271,1998,ESP,505.38
8272,1999,ESP,598.2
8273,2000,ESP,657.37
8274,2001,ESP,609.85
8275,2002,ESP,710.5
8276,2003,ESP,725.22
8277,2004,ESP,595.37
8278,2005,ESP,465.73
8279,2006,ESP,645.6
8280,2007,ESP,585.59
8281,2008,ESP,683.96
8282,2009,ESP,614.91
8283,2010,ESP,824.25
8284,2011,ESP,542.06
8285,2012,ESP,531.41
8286,2013,ESP,693.25
8287,2014,ESP,646.01
8288,2015,ESP,494.3
8289,2016,ESP,653.6899999999999
8290,2017,ESP,475.54
8291,2018,ESP,788.38
8292,2019,ESP,575.69
8293,2020,ESP,622.8
8294,2021,ESP,628.87
8295,2022,ESP,551.4100000000001
8296,1901,EST,464.5
8297,1902,EST,677.8
8298,1903,EST,699.51
8299,1904,EST,636.0
8300,1905,EST,598.65
8301,1906,EST,659.8299999999999
8302,1907,EST,529.43
8303,1908,EST,552.7
8304,1909,EST,558.3
8305,1910,EST,610.21
8306,1911,EST,611.78
8307,1912,EST,662.83
8308,1913,EST,566.71
8309,1914,EST,531.25
8310,1915,EST,633.34
8311,1916,EST,682.46
8312,1917,EST,591.29
8313,1918,EST,590.59
8314,1919,EST,548.16
8315,1920,EST,487.44
8316,1921,EST,589.7
8317,1922,EST,588.53
8318,1923,EST,726.21
8319,1924,EST,654.72
8320,1925,EST,752.51
8321,1926,EST,587.41
8322,1927,EST,729.6
8323,1928,EST,781.04
8324,1929,EST,627.32
8325,1930,EST,667.89
8326,1931,EST,645.77
8327,1932,EST,652.6999999999999
8328,1933,EST,491.2
8329,1934,EST,616.02
8330,1935,EST,761.9000000000001
8331,1936,EST,655.41
8332,1937,EST,654.35
8333,1938,EST,577.81
8334,1939,EST,468.96
8335,1940,EST,596.58
8336,1941,EST,459.49
8337,1942,EST,588.14
8338,1943,EST,689.47
8339,1944,EST,648.8
8340,1945,EST,628.52
8341,1946,EST,551.4
8342,1947,EST,503.2
8343,1948,EST,663.25
8344,1949,EST,642.69
8345,1950,EST,666.01
8346,1951,EST,531.73
8347,1952,EST,763.94
8348,1953,EST,583.04
8349,1954,EST,696.78
8350,1955,EST,571.51
8351,1956,EST,646.0799999999999
8352,1957,EST,717.8
8353,1958,EST,549.87
8354,1959,EST,531.8
8355,1960,EST,647.6
8356,1961,EST,631.8100000000001
8357,1962,EST,734.2
8358,1963,EST,507.46
8359,1964,EST,479.90999999999997
8360,1965,EST,546.18
8361,1966,EST,684.31
8362,1967,EST,658.8199999999999
8363,1968,EST,544.03
8364,1969,EST,524.34
8365,1970,EST,603.12
8366,1971,EST,552.48
8367,1972,EST,591.38
8368,1973,EST,616.01
8369,1974,EST,617.48
8370,1975,EST,535.12
8371,1976,EST,476.63
8372,1977,EST,665.92
8373,1978,EST,753.59
8374,1979,EST,603.21
8375,1980,EST,650.38
8376,1981,EST,816.6
8377,1982,EST,576.82
8378,1983,EST,683.09
8379,1984,EST,625.26
8380,1985,EST,704.59
8381,1986,EST,688.76
8382,1987,EST,688.65
8383,1988,EST,685.98
8384,1989,EST,640.53
8385,1990,EST,809.0899999999999
8386,1991,EST,672.18
8387,1992,EST,597.14
8388,1993,EST,652.79
8389,1994,EST,624.49
8390,1995,EST,649.7
8391,1996,EST,574.76
8392,1997,EST,695.21
8393,1998,EST,735.38
8394,1999,EST,611.27
8395,2000,EST,658.53
8396,2001,EST,764.87
8397,2002,EST,525.9300000000001
8398,2003,EST,622.72
8399,2004,EST,720.15
8400,2005,EST,633.4200000000001
8401,2006,EST,550.6
8402,2007,EST,691.1800000000001
8403,2008,EST,778.09
8404,2009,EST,710.99
8405,2010,EST,745.31
8406,2011,EST,671.12
8407,2012,EST,841.68
8408,2013,EST,593.82
8409,2014,EST,632.48
8410,2015,EST,577.15
8411,2016,EST,686.19
8412,2017,EST,777.23
8413,2018,EST,539.7
8414,2019,EST,716.35
8415,2020,EST,690.87
8416,2021,EST,690.94
8417,2022,EST,591.31
8418,1901,ETH,866.25
8419,1902,ETH,766.05
8420,1903,ETH,941.51
8421,1904,ETH,819.55
8422,1905,ETH,884.41
8423,1906,ETH,908.8100000000001
8424,1907,ETH,838.76
8425,1908,ETH,831.41
8426,1909,ETH,930.23
8427,1910,ETH,846.79
8428,1911,ETH,867.02
8429,1912,ETH,809.74
8430,1913,ETH,742.86
8431,1914,ETH,962.6
8432,1915,ETH,862.63
8433,1916,ETH,997.38
8434,1917,ETH,947.4200000000001
8435,1918,ETH,748.66
8436,1919,ETH,769.29
8437,1920,ETH,851.83
8438,1921,ETH,771.94
8439,1922,ETH,787.8299999999999
8440,1923,ETH,944.48
8441,1924,ETH,831.1600000000001
8442,1925,ETH,878.5
8443,1926,ETH,966.68
8444,1927,ETH,771.1999999999999
8445,1928,ETH,849.51
8446,1929,ETH,893.09
8447,1930,ETH,884.05
8448,1931,ETH,811.6999999999999
8449,1932,ETH,842.9499999999999
8450,1933,ETH,780.1999999999999
8451,1934,ETH,809.7
8452,1935,ETH,932.89
8453,1936,ETH,935.13
8454,1937,ETH,875.8
8455,1938,ETH,806.86
8456,1939,ETH,779.04
8457,1940,ETH,809.22
8458,1941,ETH,824.67
8459,1942,ETH,797.03
8460,1943,ETH,734.4300000000001
8461,1944,ETH,810.43
8462,1945,ETH,790.93
8463,1946,ETH,895.38
8464,1947,ETH,881.66
8465,1948,ETH,809.75
8466,1949,ETH,818.92
8467,1950,ETH,923.13
8468,1951,ETH,820.91
8469,1952,ETH,719.96
8470,1953,ETH,766.29
8471,1954,ETH,854.47
8472,1955,ETH,763.26
8473,1956,ETH,762.8
8474,1957,ETH,844.75
8475,1958,ETH,876.45
8476,1959,ETH,786.87
8477,1960,ETH,756.19
8478,1961,ETH,1046.97
8479,1962,ETH,780.32
8480,1963,ETH,930.0
8481,1964,ETH,955.94
8482,1965,ETH,765.76
8483,1966,ETH,868.9
8484,1967,ETH,1100.68
8485,1968,ETH,910.61
8486,1969,ETH,792.37
8487,1970,ETH,833.36
8488,1971,ETH,835.02
8489,1972,ETH,857.41
8490,1973,ETH,767.3199999999999
8491,1974,ETH,804.78
8492,1975,ETH,912.5
8493,1976,ETH,911.95
8494,1977,ETH,987.86
8495,1978,ETH,786.34
8496,1979,ETH,783.7
8497,1980,ETH,714.66
8498,1981,ETH,808.52
8499,1982,ETH,949.28
8500,1983,ETH,850.59
8501,1984,ETH,640.13
8502,1985,ETH,822.37
8503,1986,ETH,721.27
8504,1987,ETH,761.81
8505,1988,ETH,828.68
8506,1989,ETH,843.21
8507,1990,ETH,753.52
8508,1991,ETH,758.36
8509,1992,ETH,777.1
8510,1993,ETH,864.72
8511,1994,ETH,822.66
8512,1995,ETH,741.29
8513,1996,ETH,872.0
8514,1997,ETH,886.11
8515,1998,ETH,873.93
8516,1999,ETH,757.03
8517,2000,ETH,857.48
8518,2001,ETH,814.18
8519,2002,ETH,736.93
8520,2003,ETH,781.84
8521,2004,ETH,821.35
8522,2005,ETH,857.9300000000001
8523,2006,ETH,875.5799999999999
8524,2007,ETH,853.8
8525,2008,ETH,850.64
8526,2009,ETH,769.28
8527,2010,ETH,858.63
8528,2011,ETH,833.97
8529,2012,ETH,859.85
8530,2013,ETH,916.64
8531,2014,ETH,920.9399999999999
8532,2015,ETH,839.15
8533,2016,ETH,921.6
8534,2017,ETH,940.62
8535,2018,ETH,904.52
8536,2019,ETH,1008.31
8537,2020,ETH,918.3
8538,2021,ETH,923.56
8539,2022,ETH,922.8000000000001
8540,1901,FIN,414.44
8541,1902,FIN,580.43
8542,1903,FIN,596.16
8543,1904,FIN,534.67
8544,1905,FIN,549.7
8545,1906,FIN,518.21
8546,1907,FIN,510.72
8547,1908,FIN,427.23
8548,1909,FIN,529.5600000000001
8549,1910,FIN,530.27
8550,1911,FIN,555.91
8551,1912,FIN,570.8
8552,1913,FIN,448.40000000000003
8553,1914,FIN,468.96
8554,1915,FIN,484.31
8555,1916,FIN,530.78
8556,1917,FIN,540.9
8557,1918,FIN,496.48
8558,1919,FIN,514.96
8559,1920,FIN,509.29
8560,1921,FIN,598.97
8561,1922,FIN,550.53
8562,1923,FIN,617.36
8563,1924,FIN,567.88
8564,1925,FIN,557.55
8565,1926,FIN,497.77
8566,1927,FIN,585.83
8567,1928,FIN,594.84
8568,1929,FIN,579.11
8569,1930,FIN,521.5
8570,1931,FIN,606.15
8571,1932,FIN,635.83
8572,1933,FIN,444.63
8573,1934,FIN,622.0
8574,1935,FIN,652.58
8575,1936,FIN,548.24
8576,1937,FIN,505.37
8577,1938,FIN,561.27
8578,1939,FIN,453.9
8579,1940,FIN,502.12
8580,1941,FIN,369.67
8581,1942,FIN,495.56
8582,1943,FIN,599.29
8583,1944,FIN,581.76
8584,1945,FIN,500.59
8585,1946,FIN,461.82
8586,1947,FIN,438.18
8587,1948,FIN,552.75
8588,1949,FIN,566.03
8589,1950,FIN,526.37
8590,1951,FIN,501.33
8591,1952,FIN,583.18
8592,1953,FIN,548.86
8593,1954,FIN,637.44
8594,1955,FIN,533.58
8595,1956,FIN,464.12
8596,1957,FIN,630.5899999999999
8597,1958,FIN,491.28
8598,1959,FIN,471.09000000000003
8599,1960,FIN,527.04
8600,1961,FIN,631.6
8601,1962,FIN,610.47
8602,1963,FIN,500.5
8603,1964,FIN,501.32
8604,1965,FIN,558.25
8605,1966,FIN,582.2
8606,1967,FIN,612.5
8607,1968,FIN,550.7
8608,1969,FIN,459.39000000000004
8609,1970,FIN,545.03
8610,1971,FIN,517.41
8611,1972,FIN,523.55
8612,1973,FIN,520.9
8613,1974,FIN,694.84
8614,1975,FIN,520.34
8615,1976,FIN,439.1
8616,1977,FIN,605.6
8617,1978,FIN,460.38
8618,1979,FIN,586.28
8619,1980,FIN,522.91
8620,1981,FIN,720.91
8621,1982,FIN,549.77
8622,1983,FIN,638.19
8623,1984,FIN,589.12
8624,1985,FIN,565.43
8625,1986,FIN,586.34
8626,1987,FIN,577.75
8627,1988,FIN,609.3299999999999
8628,1989,FIN,582.85
8629,1990,FIN,547.36
8630,1991,FIN,602.8100000000001
8631,1992,FIN,645.37
8632,1993,FIN,540.54
8633,1994,FIN,541.83
8634,1995,FIN,568.58
8635,1996,FIN,551.53
8636,1997,FIN,518.5600000000001
8637,1998,FIN,702.97
8638,1999,FIN,568.34
8639,2000,FIN,649.85
8640,2001,FIN,589.02
8641,2002,FIN,503.52
8642,2003,FIN,542.75
8643,2004,FIN,662.64
8644,2005,FIN,627.27
8645,2006,FIN,510.01
8646,2007,FIN,642.41
8647,2008,FIN,696.91
8648,2009,FIN,550.21
8649,2010,FIN,568.34
8650,2011,FIN,640.45
8651,2012,FIN,723.32
8652,2013,FIN,545.35
8653,2014,FIN,553.46
8654,2015,FIN,640.51
8655,2016,FIN,648.4
8656,2017,FIN,621.48
8657,2018,FIN,497.4
8658,2019,FIN,645.94
8659,2020,FIN,648.33
8660,2021,FIN,629.18
8661,2022,FIN,589.03
8662,1901,FJI,2539.13
8663,1902,FJI,2110.86
8664,1903,FJI,1749.2
8665,1904,FJI,2367.71
8666,1905,FJI,1599.3700000000001
8667,1906,FJI,2832.31
8668,1907,FJI,1940.25
8669,1908,FJI,1987.97
8670,1909,FJI,2059.03
8671,1910,FJI,2318.8
8672,1911,FJI,2513.5299999999997
8673,1912,FJI,2366.37
8674,1913,FJI,2472.17
8675,1914,FJI,2620.9
8676,1915,FJI,2042.63
8677,1916,FJI,2906.36
8678,1917,FJI,2999.75
8679,1918,FJI,2042.65
8680,1919,FJI,2662.91
8681,1920,FJI,2204.12
8682,1921,FJI,3501.52
8683,1922,FJI,3393.01
8684,1923,FJI,2187.44
8685,1924,FJI,2427.49
8686,1925,FJI,2028.53
8687,1926,FJI,1994.77
8688,1927,FJI,3015.5299999999997
8689,1928,FJI,2356.04
8690,1929,FJI,3005.1099999999997
8691,1930,FJI,2237.85
8692,1931,FJI,2511.88
8693,1932,FJI,2405.25
8694,1933,FJI,3114.75
8695,1934,FJI,2634.4700000000003
8696,1935,FJI,3104.83
8697,1936,FJI,2368.06
8698,1937,FJI,2071.9700000000003
8699,1938,FJI,2964.3599999999997
8700,1939,FJI,2958.31
8701,1940,FJI,2166.15
8702,1941,FJI,2242.79
8703,1942,FJI,1816.6799999999998
8704,1943,FJI,2148.86
8705,1944,FJI,2125.85
8706,1945,FJI,2379.96
8707,1946,FJI,2463.79
8708,1947,FJI,2343.06
8709,1948,FJI,2608.3
8710,1949,FJI,2716.0099999999998
8711,1950,FJI,2842.84
8712,1951,FJI,2166.52
8713,1952,FJI,2407.24
8714,1953,FJI,2388.04
8715,1954,FJI,3129.38
8716,1955,FJI,3333.2
8717,1956,FJI,2985.22
8718,1957,FJI,2385.69
8719,1958,FJI,1694.6000000000001
8720,1959,FJI,2613.2799999999997
8721,1960,FJI,2885.52
8722,1961,FJI,2540.7200000000003
8723,1962,FJI,2589.07
8724,1963,FJI,2693.98
8725,1964,FJI,2662.66
8726,1965,FJI,2246.84
8727,1966,FJI,1885.28
8728,1967,FJI,2054.2
8729,1968,FJI,1888.85
8730,1969,FJI,1607.57
8731,1970,FJI,2546.8
8732,1971,FJI,2797.38
8733,1972,FJI,2646.6
8734,1973,FJI,2731.32
8735,1974,FJI,3126.27
8736,1975,FJI,3014.4
8737,1976,FJI,2335.13
8738,1977,FJI,1973.62
8739,1978,FJI,1848.47
8740,1979,FJI,2117.06
8741,1980,FJI,2286.2
8742,1981,FJI,2436.35
8743,1982,FJI,2364.24
8744,1983,FJI,1839.96
8745,1984,FJI,2105.13
8746,1985,FJI,2646.7
8747,1986,FJI,2434.99
8748,1987,FJI,1596.12
8749,1988,FJI,2336.8
8750,1989,FJI,2414.34
8751,1990,FJI,2157.68
8752,1991,FJI,1905.0600000000002
8753,1992,FJI,1764.9699999999998
8754,1993,FJI,2489.31
8755,1994,FJI,1901.76
8756,1995,FJI,1905.1
8757,1996,FJI,2954.61
8758,1997,FJI,2518.42
8759,1998,FJI,1351.17
8760,1999,FJI,3086.15
8761,2000,FJI,4118.09
8762,2001,FJI,2553.17
8763,2002,FJI,2486.9700000000003
8764,2003,FJI,1754.01
8765,2004,FJI,1988.51
8766,2005,FJI,2337.89
8767,2006,FJI,2314.63
8768,2007,FJI,3329.7599999999998
8769,2008,FJI,3031.15
8770,2009,FJI,2311.12
8771,2010,FJI,2102.42
8772,2011,FJI,3514.0
8773,2012,FJI,3876.26
8774,2013,FJI,2579.4
8775,2014,FJI,1691.25
8776,2015,FJI,1526.4
8777,2016,FJI,3009.85
8778,2017,FJI,2659.29
8779,2018,FJI,2801.6
8780,2019,FJI,2319.48
8781,2020,FJI,2549.17
8782,2021,FJI,2659.3199999999997
8783,2022,FJI,3794.2
8784,1901,FRA,810.34
8785,1902,FRA,768.66
8786,1903,FRA,802.04
8787,1904,FRA,684.1
8788,1905,FRA,798.4
8789,1906,FRA,734.11
8790,1907,FRA,815.57
8791,1908,FRA,710.97
8792,1909,FRA,825.15
8793,1910,FRA,1064.77
8794,1911,FRA,758.9
8795,1912,FRA,846.11
8796,1913,FRA,864.61
8797,1914,FRA,908.0
8798,1915,FRA,907.76
8799,1916,FRA,928.81
8800,1917,FRA,841.12
8801,1918,FRA,775.12
8802,1919,FRA,869.15
8803,1920,FRA,778.22
8804,1921,FRA,522.52
8805,1922,FRA,908.0699999999999
8806,1923,FRA,883.9
8807,1924,FRA,792.8399999999999
8808,1925,FRA,834.68
8809,1926,FRA,860.11
8810,1927,FRA,932.75
8811,1928,FRA,867.44
8812,1929,FRA,696.43
8813,1930,FRA,1038.94
8814,1931,FRA,884.45
8815,1932,FRA,896.12
8816,1933,FRA,756.5699999999999
8817,1934,FRA,800.3199999999999
8818,1935,FRA,951.03
8819,1936,FRA,900.4399999999999
8820,1937,FRA,919.14
8821,1938,FRA,748.08
8822,1939,FRA,965.0699999999999
8823,1940,FRA,893.77
8824,1941,FRA,895.49
8825,1942,FRA,771.61
8826,1943,FRA,759.17
8827,1944,FRA,797.34
8828,1945,FRA,649.34
8829,1946,FRA,752.51
8830,1947,FRA,751.05
8831,1948,FRA,776.72
8832,1949,FRA,646.74
8833,1950,FRA,803.64
8834,1951,FRA,1004.64
8835,1952,FRA,896.4
8836,1953,FRA,617.3
8837,1954,FRA,799.75
8838,1955,FRA,810.08
8839,1956,FRA,784.09
8840,1957,FRA,787.04
8841,1958,FRA,951.4300000000001
8842,1959,FRA,833.5
8843,1960,FRA,1055.36
8844,1961,FRA,780.36
8845,1962,FRA,767.8
8846,1963,FRA,898.68
8847,1964,FRA,727.73
8848,1965,FRA,1000.99
8849,1966,FRA,951.3
8850,1967,FRA,731.88
8851,1968,FRA,923.96
8852,1969,FRA,853.77
8853,1970,FRA,820.43
8854,1971,FRA,791.11
8855,1972,FRA,863.37
8856,1973,FRA,713.63
8857,1974,FRA,893.9300000000001
8858,1975,FRA,823.25
8859,1976,FRA,756.45
8860,1977,FRA,1009.37
8861,1978,FRA,817.72
8862,1979,FRA,984.5799999999999
8863,1980,FRA,836.77
8864,1981,FRA,953.9
8865,1982,FRA,918.99
8866,1983,FRA,818.1
8867,1984,FRA,918.01
8868,1985,FRA,710.15
8869,1986,FRA,863.8
8870,1987,FRA,890.1
8871,1988,FRA,906.15
8872,1989,FRA,664.79
8873,1990,FRA,762.64
8874,1991,FRA,717.25
8875,1992,FRA,861.92
8876,1993,FRA,891.64
8877,1994,FRA,960.03
8878,1995,FRA,873.13
8879,1996,FRA,868.1800000000001
8880,1997,FRA,804.06
8881,1998,FRA,812.83
8882,1999,FRA,993.83
8883,2000,FRA,959.42
8884,2001,FRA,889.69
8885,2002,FRA,947.87
8886,2003,FRA,728.7
8887,2004,FRA,788.55
8888,2005,FRA,673.93
8889,2006,FRA,816.62
8890,2007,FRA,833.54
8891,2008,FRA,934.74
8892,2009,FRA,803.85
8893,2010,FRA,840.67
8894,2011,FRA,730.6800000000001
8895,2012,FRA,862.15
8896,2013,FRA,939.82
8897,2014,FRA,934.11
8898,2015,FRA,713.5600000000001
8899,2016,FRA,814.08
8900,2017,FRA,734.5600000000001
8901,2018,FRA,877.09
8902,2019,FRA,838.79
8903,2020,FRA,814.59
8904,2021,FRA,835.4200000000001
8905,2022,FRA,645.09
8906,1901,FRO,1437.76
8907,1902,FRO,1562.93
8908,1903,FRO,1859.4
8909,1904,FRO,1628.79
8910,1905,FRO,1458.21
8911,1906,FRO,1431.53
8912,1907,FRO,1293.34
8913,1908,FRO,1536.31
8914,1909,FRO,1287.43
8915,1910,FRO,1308.26
8916,1911,FRO,1368.5900000000001
8917,1912,FRO,1395.03
8918,1913,FRO,1535.96
8919,1914,FRO,1408.78
8920,1915,FRO,1136.4
8921,1916,FRO,1744.77
8922,1917,FRO,1478.6200000000001
8923,1918,FRO,1418.8
8924,1919,FRO,1358.27
8925,1920,FRO,1605.71
8926,1921,FRO,1591.04
8927,1922,FRO,1719.82
8928,1923,FRO,1774.81
8929,1924,FRO,1580.62
8930,1925,FRO,1592.42
8931,1926,FRO,1682.6200000000001
8932,1927,FRO,1428.74
8933,1928,FRO,1435.19
8934,1929,FRO,1572.07
8935,1930,FRO,1598.9
8936,1931,FRO,1617.1599999999999
8937,1932,FRO,1491.88
8938,1933,FRO,1244.62
8939,1934,FRO,1627.1399999999999
8940,1935,FRO,1549.85
8941,1936,FRO,1570.42
8942,1937,FRO,1602.6100000000001
8943,1938,FRO,1661.96
8944,1939,FRO,1481.01
8945,1940,FRO,1546.72
8946,1941,FRO,1291.07
8947,1942,FRO,1723.62
8948,1943,FRO,1873.22
8949,1944,FRO,1440.03
8950,1945,FRO,1428.49
8951,1946,FRO,1684.79
