,ano,country_code,precipitação_anual
0,1901,ABW,420.9
1,1902,ABW,420.9
2,1903,ABW,420.9
3,1904,ABW,420.9
4,1905,ABW,420.9
5,1906,ABW,420.9
6,1907,ABW,420.9
7,1908,ABW,420.9
8,1909,ABW,420.9
9,1910,ABW,420.9
10,1911,ABW,569.7
11,1912,ABW,487.0
12,1913,ABW,413.3
13,1914,ABW,393.8
14,1915,ABW,379.9
15,1916,ABW,442.3
16,1917,ABW,447.7
17,1918,ABW,434.3
18,1919,ABW,253.3
19,1920,ABW,324.1
20,1921,ABW,363.1
21,1922,ABW,503.1
22,1923,ABW,367.7
23,1924,ABW,574.0
24,1925,ABW,275.7
25,1926,ABW,446.4
26,1927,ABW,624.1
27,1928,ABW,486.3
28,1929,ABW,342.8
29,1930,ABW,305.5
30,1931,ABW,498.5
31,1932,ABW,475.7
32,1933,ABW,535.4
33,1934,ABW,439.2
34,1935,ABW,483.3
35,1936,ABW,455.9
36,1937,ABW,558.6
37,1938,ABW,544.8
38,1939,ABW,430.09999999999997
39,1940,ABW,288.4
40,1941,ABW,218.8
41,1942,ABW,620.7
42,1943,ABW,443.2
43,1944,ABW,479.4
44,1945,ABW,305.1
45,1946,ABW,378.8
46,1947,ABW,314.09999999999997
47,1948,ABW,310.7
48,1949,ABW,438.5
49,1950,ABW,574.5
50,1951,ABW,393.0
51,1952,ABW,375.0
52,1953,ABW,306.4
53,1954,ABW,380.3
54,1955,ABW,535.6
55,1956,ABW,599.5
56,1957,ABW,303.8
57,1958,ABW,219.2
58,1959,ABW,274.4
59,1960,ABW,376.5
60,1961,ABW,403.5
61,1962,ABW,342.2
62,1963,ABW,477.0
63,1964,ABW,328.2
64,1965,ABW,373.90000000000003
65,1966,ABW,667.6
66,1967,ABW,350.0
67,1968,ABW,316.5
68,1969,ABW,617.1
69,1970,ABW,612.2
70,1971,ABW,298.7
71,1972,ABW,455.9
72,1973,ABW,446.4
73,1974,ABW,384.59999999999997
74,1975,ABW,513.5
75,1976,ABW,261.4
76,1977,ABW,217.7
77,1978,ABW,300.6
78,1979,ABW,563.8
79,1980,ABW,311.6
80,1981,ABW,648.3
81,1982,ABW,334.8
82,1983,ABW,272.9
83,1984,ABW,413.0
84,1985,ABW,641.3
85,1986,ABW,354.2
86,1987,ABW,391.5
87,1988,ABW,591.2
88,1989,ABW,362.1
89,1990,ABW,463.2
90,1991,ABW,310.4
91,1992,ABW,383.6
92,1993,ABW,290.6
93,1994,ABW,367.6
94,1995,ABW,383.9
95,1996,ABW,501.8
96,1997,ABW,254.3
97,1998,ABW,426.2
98,1999,ABW,707.5
99,2000,ABW,484.3
100,2001,ABW,346.3
101,2002,ABW,266.8
102,2003,ABW,392.9
103,2004,ABW,641.0
104,2005,ABW,658.1
105,2006,ABW,503.09999999999997
106,2007,ABW,414.0
107,2008,ABW,624.2
108,2009,ABW,333.3
109,2010,ABW,697.9
110,2011,ABW,672.1
111,2012,ABW,348.8
112,2013,ABW,324.7
113,2014,ABW,282.4
114,2015,ABW,281.3
115,2016,ABW,440.5
116,2017,ABW,375.6
117,2018,ABW,467.2
118,2019,ABW,218.3
119,2020,ABW,394.2
120,2021,ABW,420.9
121,2022,ABW,420.9
122,1901,AFG,289.46
123,1902,AFG,269.52
124,1903,AFG,331.25
125,1904,AFG,315.44
126,1905,AFG,285.09000000000003
127,1906,AFG,305.08
128,1907,AFG,314.64
129,1908,AFG,332.41
130,1909,AFG,301.7
131,1910,AFG,316.54
132,1911,AFG,313.85
133,1912,AFG,310.62
134,1913,AFG,296.69
135,1914,AFG,359.88
136,1915,AFG,280.76
137,1916,AFG,292.12
138,1917,AFG,197.38
139,1918,AFG,307.66
140,1919,AFG,324.46
141,1920,AFG,313.28
142,1921,AFG,304.19
143,1922,AFG,315.63
144,1923,AFG,338.87
145,1924,AFG,381.56
146,1925,AFG,258.16
147,1926,AFG,321.90999999999997
148,1927,AFG,264.52
149,1928,AFG,286.71000000000004
150,1929,AFG,289.21000000000004
151,1930,AFG,307.43
152,1931,AFG,384.6
153,1932,AFG,303.77
154,1933,AFG,339.40999999999997
155,1934,AFG,343.3
156,1935,AFG,328.15
157,1936,AFG,303.72
158,1937,AFG,318.4
159,1938,AFG,319.98
160,1939,AFG,355.69
161,1940,AFG,297.49
162,1941,AFG,319.32
163,1942,AFG,359.06
164,1943,AFG,351.53
165,1944,AFG,314.38
166,1945,AFG,345.5
167,1946,AFG,252.13
168,1947,AFG,268.73
169,1948,AFG,301.64
170,1949,AFG,297.97
171,1950,AFG,295.35
172,1951,AFG,330.07
173,1952,AFG,325.98
174,1953,AFG,383.72
175,1954,AFG,343.05
176,1955,AFG,295.34000000000003
177,1956,AFG,363.12
178,1957,AFG,444.04
179,1958,AFG,326.76
180,1959,AFG,368.63
181,1960,AFG,363.94
182,1961,AFG,346.09
183,1962,AFG,277.48
184,1963,AFG,351.37
185,1964,AFG,335.73
186,1965,AFG,377.74
187,1966,AFG,295.31
188,1967,AFG,380.36
189,1968,AFG,356.96
190,1969,AFG,372.49
191,1970,AFG,242.51
192,1971,AFG,201.95000000000002
193,1972,AFG,415.73
194,1973,AFG,285.09
195,1974,AFG,313.51
196,1975,AFG,337.0
197,1976,AFG,375.21000000000004
198,1977,AFG,310.88
199,1978,AFG,306.69
200,1979,AFG,351.73
201,1980,AFG,357.32
202,1981,AFG,365.31
203,1982,AFG,428.98
204,1983,AFG,319.15999999999997
205,1984,AFG,276.34000000000003
206,1985,AFG,248.01
207,1986,AFG,329.28000000000003
208,1987,AFG,316.8
209,1988,AFG,334.71
210,1989,AFG,324.97
211,1990,AFG,361.36
212,1991,AFG,429.81
213,1992,AFG,403.71000000000004
214,1993,AFG,330.38
215,1994,AFG,337.54
216,1995,AFG,313.17
217,1996,AFG,330.64
218,1997,AFG,333.26
219,1998,AFG,372.39
220,1999,AFG,316.0
221,2000,AFG,240.1
222,2001,AFG,232.5
223,2002,AFG,312.03
224,2003,AFG,343.69
225,2004,AFG,312.43
226,2005,AFG,373.58
227,2006,AFG,348.85
228,2007,AFG,321.1
229,2008,AFG,290.16
230,2009,AFG,390.3
231,2010,AFG,296.92
232,2011,AFG,321.95
233,2012,AFG,374.58
234,2013,AFG,367.36
235,2014,AFG,303.31
236,2015,AFG,406.98
237,2016,AFG,373.34000000000003
238,2017,AFG,297.65
239,2018,AFG,272.32
240,2019,AFG,394.81
241,2020,AFG,398.21
242,2021,AFG,217.5
243,2022,AFG,301.25
244,1901,AGO,1021.19
245,1902,AGO,1038.06
246,1903,AGO,1060.1200000000001
247,1904,AGO,980.7
248,1905,AGO,978.52
249,1906,AGO,1067.38
250,1907,AGO,1019.0799999999999
251,1908,AGO,1024.28
252,1909,AGO,1155.27
253,1910,AGO,1053.66
254,1911,AGO,978.88
255,1912,AGO,1143.71
256,1913,AGO,984.0
257,1914,AGO,889.27
258,1915,AGO,928.0699999999999
259,1916,AGO,1102.04
260,1917,AGO,982.85
261,1918,AGO,1011.09
262,1919,AGO,1012.74
263,1920,AGO,1031.54
264,1921,AGO,1062.75
265,1922,AGO,993.8199999999999
266,1923,AGO,1209.1100000000001
267,1924,AGO,1092.33
268,1925,AGO,1072.56
269,1926,AGO,1088.58
270,1927,AGO,1014.77
271,1928,AGO,957.97
272,1929,AGO,1012.23
273,1930,AGO,882.3
274,1931,AGO,1043.35
275,1932,AGO,923.5
276,1933,AGO,1074.48
277,1934,AGO,1154.89
278,1935,AGO,1054.84
279,1936,AGO,1020.33
280,1937,AGO,1158.02
281,1938,AGO,1047.3899999999999
282,1939,AGO,1020.67
283,1940,AGO,1003.97
284,1941,AGO,932.49
285,1942,AGO,980.99
286,1943,AGO,983.41
287,1944,AGO,1182.4
288,1945,AGO,1109.44
289,1946,AGO,976.64
290,1947,AGO,1102.94
291,1948,AGO,992.3
292,1949,AGO,991.6
293,1950,AGO,1171.7
294,1951,AGO,1221.17
295,1952,AGO,1053.6100000000001
296,1953,AGO,1001.34
297,1954,AGO,1119.39
298,1955,AGO,1086.43
299,1956,AGO,1041.11
300,1957,AGO,1167.3899999999999
301,1958,AGO,911.77
302,1959,AGO,1087.93
303,1960,AGO,1173.79
304,1961,AGO,1236.3
305,1962,AGO,1135.07
306,1963,AGO,1117.91
307,1964,AGO,959.8
308,1965,AGO,996.8100000000001
309,1966,AGO,1133.92
310,1967,AGO,1199.31
311,1968,AGO,1126.73
312,1969,AGO,1220.31
313,1970,AGO,965.97
314,1971,AGO,999.0799999999999
315,1972,AGO,984.9
316,1973,AGO,1064.23
317,1974,AGO,1094.05
318,1975,AGO,1041.18
319,1976,AGO,1105.12
320,1977,AGO,1111.29
321,1978,AGO,1045.69
322,1979,AGO,1123.22
323,1980,AGO,941.72
324,1981,AGO,886.1800000000001
325,1982,AGO,975.5699999999999
326,1983,AGO,947.99
327,1984,AGO,964.92
328,1985,AGO,987.33
329,1986,AGO,1134.69
330,1987,AGO,995.33
331,1988,AGO,1091.43
332,1989,AGO,971.6
333,1990,AGO,1035.08
334,1991,AGO,1078.7
335,1992,AGO,930.53
336,1993,AGO,1034.3799999999999
337,1994,AGO,984.48
338,1995,AGO,955.04
339,1996,AGO,989.77
340,1997,AGO,1079.46
341,1998,AGO,1029.8600000000001
342,1999,AGO,1060.73
343,2000,AGO,1053.3899999999999
344,2001,AGO,1043.69
345,2002,AGO,1076.96
346,2003,AGO,1022.52
347,2004,AGO,1059.9
348,2005,AGO,1011.9399999999999
349,2006,AGO,1083.28
350,2007,AGO,1045.73
351,2008,AGO,1061.3
352,2009,AGO,1064.95
353,2010,AGO,1040.1100000000001
354,2011,AGO,1055.23
355,2012,AGO,1070.28
356,2013,AGO,1034.71
357,2014,AGO,1059.88
358,2015,AGO,1004.48
359,2016,AGO,1028.8
360,2017,AGO,1070.97
361,2018,AGO,1056.67
362,2019,AGO,1063.38
363,2020,AGO,1071.03
364,2021,AGO,1058.25
365,2022,AGO,1057.7
366,1901,AIA,1228.0
367,1902,AIA,1096.7
368,1903,AIA,1028.9
369,1904,AIA,1072.0
370,1905,AIA,1097.2
371,1906,AIA,1017.9
372,1907,AIA,970.5
373,1908,AIA,1034.1
374,1909,AIA,1121.1
375,1910,AIA,1114.8
376,1911,AIA,1102.7
377,1912,AIA,944.5
378,1913,AIA,1003.9
379,1914,AIA,1026.4
380,1915,AIA,1066.4
381,1916,AIA,1132.3
382,1917,AIA,947.4
383,1918,AIA,956.5
384,1919,AIA,1044.5
385,1920,AIA,976.4
386,1921,AIA,1014.8
387,1922,AIA,1010.6
388,1923,AIA,891.0
389,1924,AIA,1054.2
390,1925,AIA,912.0
391,1926,AIA,957.7
392,1927,AIA,1095.6
393,1928,AIA,1207.5
394,1929,AIA,962.4
395,1930,AIA,923.1
396,1931,AIA,1327.6
397,1932,AIA,1178.7
398,1933,AIA,1148.4
399,1934,AIA,1012.1
400,1935,AIA,994.4
401,1936,AIA,1181.7
402,1937,AIA,895.2
403,1938,AIA,1092.4
404,1939,AIA,962.7
405,1940,AIA,1055.2
406,1941,AIA,1014.7
407,1942,AIA,1139.6
408,1943,AIA,1050.5
409,1944,AIA,1072.7
410,1945,AIA,898.7
411,1946,AIA,940.4
412,1947,AIA,888.5
413,1948,AIA,1083.3
414,1949,AIA,1090.6
415,1950,AIA,1103.5
416,1951,AIA,990.6
417,1952,AIA,1219.7
418,1953,AIA,978.4
419,1954,AIA,1122.6
420,1955,AIA,1034.1
421,1956,AIA,1087.7
422,1957,AIA,848.8
423,1958,AIA,1221.1
424,1959,AIA,937.4
425,1960,AIA,1273.7
426,1961,AIA,1039.0
427,1962,AIA,1021.1
428,1963,AIA,980.3000000000001
429,1964,AIA,780.5
430,1965,AIA,1081.8
431,1966,AIA,945.9
432,1967,AIA,684.1
433,1968,AIA,839.7
434,1969,AIA,1258.1
435,1970,AIA,1208.6
436,1971,AIA,951.9
437,1972,AIA,827.6
438,1973,AIA,806.1
439,1974,AIA,975.0
440,1975,AIA,1061.2
441,1976,AIA,809.9
442,1977,AIA,1012.6
443,1978,AIA,877.6
444,1979,AIA,1530.2
445,1980,AIA,762.9
446,1981,AIA,1165.6
447,1982,AIA,954.5
448,1983,AIA,990.9
449,1984,AIA,1118.4
450,1985,AIA,975.9
451,1986,AIA,1036.5
452,1987,AIA,1271.1
453,1988,AIA,1090.8
454,1989,AIA,1104.7
455,1990,AIA,963.0
456,1991,AIA,825.9
457,1992,AIA,1181.5
458,1993,AIA,846.5
459,1994,AIA,762.0
460,1995,AIA,905.9
461,1996,AIA,953.1
462,1997,AIA,897.9
463,1998,AIA,1313.0
464,1999,AIA,1131.5
465,2000,AIA,741.8
466,2001,AIA,1041.9
467,2002,AIA,998.1
468,2003,AIA,1169.7
469,2004,AIA,1224.3
470,2005,AIA,1321.1
471,2006,AIA,1377.1
472,2007,AIA,1035.2
473,2008,AIA,1304.2
474,2009,AIA,958.0
475,2010,AIA,1306.4
476,2011,AIA,1166.6000000000001
477,2012,AIA,848.8
478,2013,AIA,1173.4
479,2014,AIA,1164.5
480,2015,AIA,630.1
481,2016,AIA,1089.3
482,2017,AIA,1154.5
483,2018,AIA,949.7
484,2019,AIA,1002.7
485,2020,AIA,1041.1
486,2021,AIA,891.5
487,2022,AIA,964.6
488,1901,ALA,365.26
489,1902,ALA,475.98
490,1903,ALA,569.28
491,1904,ALA,482.46
492,1905,ALA,522.82
493,1906,ALA,448.87
494,1907,ALA,493.67
495,1908,ALA,443.19
496,1909,ALA,497.92
497,1910,ALA,566.1700000000001
498,1911,ALA,470.41999999999996
499,1912,ALA,612.85
500,1913,ALA,453.4
501,1914,ALA,365.6
502,1915,ALA,536.11
503,1916,ALA,573.4
504,1917,ALA,431.40000000000003
505,1918,ALA,504.27
506,1919,ALA,496.69
507,1920,ALA,416.82
508,1921,ALA,442.11
509,1922,ALA,484.43
510,1923,ALA,565.1
511,1924,ALA,525.88
512,1925,ALA,503.1
513,1926,ALA,465.79
514,1927,ALA,609.58
515,1928,ALA,553.18
516,1929,ALA,524.98
517,1930,ALA,559.4
518,1931,ALA,485.93
519,1932,ALA,534.21
520,1933,ALA,397.14
521,1934,ALA,582.42
522,1935,ALA,611.8199999999999
523,1936,ALA,605.69
524,1937,ALA,580.95
525,1938,ALA,527.5
526,1939,ALA,448.28
527,1940,ALA,456.39
528,1941,ALA,409.34000000000003
529,1942,ALA,426.03
530,1943,ALA,577.74
531,1944,ALA,657.72
532,1945,ALA,566.27
533,1946,ALA,500.56
534,1947,ALA,359.75
535,1948,ALA,500.23
536,1949,ALA,521.7
537,1950,ALA,556.88
538,1951,ALA,416.71999999999997
539,1952,ALA,539.62
540,1953,ALA,428.39
541,1954,ALA,613.24
542,1955,ALA,430.66999999999996
543,1956,ALA,430.18
544,1957,ALA,578.53
545,1958,ALA,509.28999999999996
546,1959,ALA,412.5
547,1960,ALA,665.15
548,1961,ALA,568.83
549,1962,ALA,526.16
550,1963,ALA,453.65999999999997
551,1964,ALA,394.11
552,1965,ALA,514.09
553,1966,ALA,532.43
554,1967,ALA,583.71
555,1968,ALA,523.59
556,1969,ALA,461.57
557,1970,ALA,457.43
558,1971,ALA,424.53
559,1972,ALA,432.41
560,1973,ALA,455.86
561,1974,ALA,653.01
562,1975,ALA,406.32
563,1976,ALA,398.85
564,1977,ALA,581.8000000000001
565,1978,ALA,462.90999999999997
566,1979,ALA,538.79
567,1980,ALA,608.98
568,1981,ALA,633.62
569,1982,ALA,461.86
570,1983,ALA,532.35
571,1984,ALA,607.4300000000001
572,1985,ALA,504.63
573,1986,ALA,606.1600000000001
574,1987,ALA,490.42
575,1988,ALA,540.85
576,1989,ALA,439.91
577,1990,ALA,602.0799999999999
578,1991,ALA,521.63
579,1992,ALA,529.76
580,1993,ALA,482.69
581,1994,ALA,512.59
582,1995,ALA,527.08
583,1996,ALA,440.84000000000003
584,1997,ALA,529.64
585,1998,ALA,568.32
586,1999,ALA,532.13
587,2000,ALA,573.56
588,2001,ALA,533.83
589,2002,ALA,422.68
590,2003,ALA,463.75
591,2004,ALA,497.59000000000003
592,2005,ALA,511.7
593,2006,ALA,511.71
594,2007,ALA,531.51
595,2008,ALA,618.48
596,2009,ALA,499.09999999999997
597,2010,ALA,507.84
598,2011,ALA,501.31
599,2012,ALA,666.73
600,2013,ALA,448.03000000000003
601,2014,ALA,490.51
602,2015,ALA,516.0
603,2016,ALA,478.16999999999996
604,2017,ALA,566.1700000000001
605,2018,ALA,403.0
606,2019,ALA,567.79
607,2020,ALA,559.25
608,2021,ALA,511.65
609,2022,ALA,473.92
610,1901,ALB,1376.0
611,1902,ALB,1245.21
612,1903,ALB,1083.3
613,1904,ALB,1131.06
614,1905,ALB,1088.98
615,1906,ALB,1282.16
616,1907,ALB,1126.72
617,1908,ALB,994.39
618,1909,ALB,1311.96
619,1910,ALB,1241.07
620,1911,ALB,1027.53
621,1912,ALB,1129.3700000000001
622,1913,ALB,1072.55
623,1914,ALB,1229.89
624,1915,ALB,1633.72
625,1916,ALB,1232.97
626,1917,ALB,1033.8
627,1918,ALB,1098.48
628,1919,ALB,1399.6000000000001
629,1920,ALB,1016.58
630,1921,ALB,930.9200000000001
631,1922,ALB,1140.95
632,1923,ALB,1372.28
633,1924,ALB,1120.57
634,1925,ALB,1088.84
635,1926,ALB,1080.06
636,1927,ALB,1231.78
637,1928,ALB,1214.31
638,1929,ALB,1124.31
639,1930,ALB,1197.1100000000001
640,1931,ALB,1258.93
641,1932,ALB,957.5
642,1933,ALB,1243.27
643,1934,ALB,1144.36
644,1935,ALB,1230.12
645,1936,ALB,1274.82
646,1937,ALB,1546.75
647,1938,ALB,1099.4
648,1939,ALB,1411.71
649,1940,ALB,1390.3
650,1941,ALB,1153.33
651,1942,ALB,1177.76
652,1943,ALB,1116.97
653,1944,ALB,1315.59
654,1945,ALB,1060.73
655,1946,ALB,1035.91
656,1947,ALB,1044.28
657,1948,ALB,876.25
658,1949,ALB,1208.55
659,1950,ALB,1203.9
660,1951,ALB,1276.97
661,1952,ALB,1194.83
662,1953,ALB,1026.75
663,1954,ALB,1394.58
664,1955,ALB,1312.23
665,1956,ALB,1280.47
666,1957,ALB,1115.1599999999999
667,1958,ALB,1242.12
668,1959,ALB,1335.18
669,1960,ALB,1381.65
670,1961,ALB,963.4200000000001
671,1962,ALB,1373.29
672,1963,ALB,1385.12
673,1964,ALB,1160.8
674,1965,ALB,1002.61
675,1966,ALB,1317.4
676,1967,ALB,1022.39
677,1968,ALB,1228.68
678,1969,ALB,1339.07
679,1970,ALB,1184.3700000000001
680,1971,ALB,1124.38
681,1972,ALB,1244.66
682,1973,ALB,1203.91
683,1974,ALB,1254.53
684,1975,ALB,863.12
685,1976,ALB,1285.67
686,1977,ALB,861.51
687,1978,ALB,1182.79
688,1979,ALB,1492.6399999999999
689,1980,ALB,1277.36
690,1981,ALB,1180.51
691,1982,ALB,1121.69
692,1983,ALB,1023.43
693,1984,ALB,1012.14
694,1985,ALB,1062.23
695,1986,ALB,1086.15
696,1987,ALB,1202.06
697,1988,ALB,935.81
698,1989,ALB,863.12
699,1990,ALB,925.41
700,1991,ALB,1020.48
701,1992,ALB,907.73
702,1993,ALB,990.88
703,1994,ALB,1061.83
704,1995,ALB,1264.7
705,1996,ALB,1319.83
706,1997,ALB,947.98
707,1998,ALB,1102.22
708,1999,ALB,1241.54
709,2000,ALB,870.74
710,2001,ALB,909.17
711,2002,ALB,1184.35
712,2003,ALB,1098.23
713,2004,ALB,1164.41
714,2005,ALB,1187.9
715,2006,ALB,1128.78
716,2007,ALB,1155.15
717,2008,ALB,1104.59
718,2009,ALB,1453.97
719,2010,ALB,1463.58
720,2011,ALB,852.04
721,2012,ALB,1116.09
722,2013,ALB,1158.6
723,2014,ALB,1459.44
724,2015,ALB,1126.85
725,2016,ALB,1224.06
726,2017,ALB,1109.06
727,2018,ALB,1020.19
728,2019,ALB,1311.31
729,2020,ALB,1081.85
730,2021,ALB,1234.65
731,2022,ALB,973.69
732,1901,AND,1167.6200000000001
733,1902,AND,1084.77
734,1903,AND,961.46
735,1904,AND,801.94
736,1905,AND,1040.37
737,1906,AND,1026.62
738,1907,AND,1121.57
739,1908,AND,1082.44
740,1909,AND,879.59
741,1910,AND,1069.51
742,1911,AND,991.93
743,1912,AND,858.71
744,1913,AND,1154.85
745,1914,AND,1169.32
746,1915,AND,1317.94
747,1916,AND,1017.7
748,1917,AND,1217.91
749,1918,AND,1037.6
750,1919,AND,1162.71
751,1920,AND,1253.6399999999999
752,1921,AND,1039.26
753,1922,AND,1057.71
754,1923,AND,913.12
755,1924,AND,796.0
756,1925,AND,863.4300000000001
757,1926,AND,1182.25
758,1927,AND,1007.13
759,1928,AND,870.79
760,1929,AND,805.84
761,1930,AND,1377.65
762,1931,AND,990.26
763,1932,AND,1605.26
764,1933,AND,1142.8
765,1934,AND,1004.12
766,1935,AND,1025.78
767,1936,AND,1304.5700000000002
768,1937,AND,964.97
769,1938,AND,1086.4
770,1939,AND,1268.44
771,1940,AND,985.0600000000001
772,1941,AND,1216.25
773,1942,AND,946.71
774,1943,AND,1203.78
775,1944,AND,1028.78
776,1945,AND,786.35
777,1946,AND,994.45
778,1947,AND,993.24
779,1948,AND,928.52
780,1949,AND,943.91
781,1950,AND,789.42
782,1951,AND,1379.15
783,1952,AND,928.76
784,1953,AND,935.72
785,1954,AND,907.21
786,1955,AND,1247.28
787,1956,AND,1014.27
788,1957,AND,1092.79
789,1958,AND,956.89
790,1959,AND,1418.4
791,1960,AND,1383.73
792,1961,AND,899.41
793,1962,AND,1323.11
794,1963,AND,1437.62
795,1964,AND,1173.02
796,1965,AND,1162.28
797,1966,AND,1096.78
798,1967,AND,886.8299999999999
799,1968,AND,1204.37
800,1969,AND,1388.1299999999999
801,1970,AND,934.1800000000001
802,1971,AND,1372.1399999999999
803,1972,AND,1363.62
804,1973,AND,878.3499999999999
805,1974,AND,1102.81
806,1975,AND,1088.36
807,1976,AND,1060.54
808,1977,AND,1370.42
809,1978,AND,925.37
810,1979,AND,1250.7
811,1980,AND,934.16
812,1981,AND,1031.78
813,1982,AND,1274.42
814,1983,AND,892.19
815,1984,AND,1071.6
816,1985,AND,839.36
817,1986,AND,775.47
818,1987,AND,1096.11
819,1988,AND,1080.6499999999999
820,1989,AND,996.33
821,1990,AND,943.3
822,1991,AND,1034.86
823,1992,AND,1274.86
824,1993,AND,1144.29
825,1994,AND,863.44
826,1995,AND,854.19
827,1996,AND,1516.1
828,1997,AND,1143.56
829,1998,AND,865.26
830,1999,AND,1105.5
831,2000,AND,1027.49
832,2001,AND,862.74
833,2002,AND,1247.99
834,2003,AND,1177.77
835,2004,AND,1114.01
836,2005,AND,883.47
837,2006,AND,812.1899999999999
838,2007,AND,852.0699999999999
839,2008,AND,1117.85
840,2009,AND,857.97
841,2010,AND,1029.21
842,2011,AND,1024.94
843,2012,AND,811.44
844,2013,AND,1198.36
845,2014,AND,1233.87
846,2015,AND,869.14
847,2016,AND,924.9499999999999
848,2017,AND,915.9300000000001
849,2018,AND,1417.91
850,2019,AND,1094.53
851,2020,AND,1124.53
852,2021,AND,1027.4
853,2022,AND,729.75
854,1901,ARE,66.58
855,1902,ARE,55.25
856,1903,ARE,56.17
857,1904,ARE,57.26
858,1905,ARE,83.28
859,1906,ARE,80.43
860,1907,ARE,73.01
861,1908,ARE,56.22
862,1909,ARE,69.18
863,1910,ARE,63.69
864,1911,ARE,66.45
865,1912,ARE,80.17
866,1913,ARE,82.23
867,1914,ARE,66.82
868,1915,ARE,60.2
869,1916,ARE,82.28
870,1917,ARE,65.25999999999999
871,1918,ARE,63.82
872,1919,ARE,65.77
873,1920,ARE,56.95
874,1921,ARE,59.86
875,1922,ARE,54.39
876,1923,ARE,69.69
877,1924,ARE,57.18
878,1925,ARE,55.660000000000004
879,1926,ARE,63.730000000000004
880,1927,ARE,61.22
881,1928,ARE,69.24000000000001
882,1929,ARE,61.14
883,1930,ARE,54.78
884,1931,ARE,69.44
885,1932,ARE,68.87
886,1933,ARE,66.82000000000001
887,1934,ARE,68.4
888,1935,ARE,68.17
889,1936,ARE,66.62
890,1937,ARE,67.24
891,1938,ARE,55.63
892,1939,ARE,72.9
893,1940,ARE,64.92999999999999
894,1941,ARE,60.42
895,1942,ARE,60.21
896,1943,ARE,72.32000000000001
897,1944,ARE,66.66
898,1945,ARE,54.42
899,1946,ARE,61.010000000000005
900,1947,ARE,61.61
901,1948,ARE,76.46000000000001
902,1949,ARE,68.21
903,1950,ARE,56.690000000000005
904,1951,ARE,74.77
905,1952,ARE,58.65
906,1953,ARE,59.38
907,1954,ARE,58.29
908,1955,ARE,90.6
909,1956,ARE,56.58
910,1957,ARE,85.98
911,1958,ARE,58.620000000000005
912,1959,ARE,66.92999999999999
913,1960,ARE,62.87
914,1961,ARE,62.06
915,1962,ARE,36.48
916,1963,ARE,57.61
917,1964,ARE,80.62
918,1965,ARE,63.29
919,1966,ARE,53.739999999999995
920,1967,ARE,40.22
921,1968,ARE,76.74
922,1969,ARE,61.73
923,1970,ARE,34.56
924,1971,ARE,40.120000000000005
925,1972,ARE,100.61999999999999
926,1973,ARE,34.97
927,1974,ARE,62.970000000000006
928,1975,ARE,63.72
929,1976,ARE,147.53
930,1977,ARE,73.71
931,1978,ARE,53.99
932,1979,ARE,77.61
933,1980,ARE,62.92
934,1981,ARE,54.93
935,1982,ARE,133.2
936,1983,ARE,76.52
937,1984,ARE,47.73
938,1985,ARE,32.06
939,1986,ARE,60.849999999999994
940,1987,ARE,86.9
941,1988,ARE,71.9
942,1989,ARE,71.75
943,1990,ARE,57.66
944,1991,ARE,64.32000000000001
945,1992,ARE,76.75
946,1993,ARE,87.32
947,1994,ARE,40.57
948,1995,ARE,71.72999999999999
949,1996,ARE,85.17
950,1997,ARE,98.64999999999999
951,1998,ARE,60.629999999999995
952,1999,ARE,57.24
953,2000,ARE,51.39
954,2001,ARE,29.96
955,2002,ARE,43.260000000000005
956,2003,ARE,45.56
957,2004,ARE,45.86
958,2005,ARE,53.72
959,2006,ARE,64.23
960,2007,ARE,48.7
961,2008,ARE,37.42
962,2009,ARE,83.0
963,2010,ARE,38.83
964,2011,ARE,43.46
965,2012,ARE,43.69
966,2013,ARE,56.43
967,2014,ARE,79.61
968,2015,ARE,56.0
969,2016,ARE,62.160000000000004
970,2017,ARE,66.49000000000001
971,2018,ARE,55.75
972,2019,ARE,68.99000000000001
973,2020,ARE,70.14
974,2021,ARE,51.39
975,2022,ARE,59.72
976,1901,ARG,465.23
977,1902,ARG,520.53
978,1903,ARG,565.23
979,1904,ARG,586.72
980,1905,ARG,563.15
981,1906,ARG,456.46999999999997
982,1907,ARG,508.05
983,1908,ARG,496.49
984,1909,ARG,434.96
985,1910,ARG,475.07
986,1911,ARG,554.9300000000001
987,1912,ARG,550.48
988,1913,ARG,540.95
989,1914,ARG,692.3299999999999
990,1915,ARG,561.28
991,1916,ARG,416.5
992,1917,ARG,447.90999999999997
993,1918,ARG,632.73
994,1919,ARG,679.29
995,1920,ARG,580.17
996,1921,ARG,573.24
997,1922,ARG,590.22
998,1923,ARG,566.72
999,1924,ARG,423.96000000000004
1000,1925,ARG,573.09
1001,1926,ARG,586.51
1002,1927,ARG,506.76
1003,1928,ARG,561.87
1004,1929,ARG,462.03999999999996
1005,1930,ARG,596.12
1006,1931,ARG,582.52
1007,1932,ARG,598.48
1008,1933,ARG,522.0699999999999
1009,1934,ARG,552.21
1010,1935,ARG,479.83
1011,1936,ARG,497.08000000000004
1012,1937,ARG,412.12
1013,1938,ARG,513.1899999999999
1014,1939,ARG,646.64
1015,1940,ARG,672.34
1016,1941,ARG,572.74
1017,1942,ARG,509.91
1018,1943,ARG,533.15
1019,1944,ARG,524.84
1020,1945,ARG,544.4
1021,1946,ARG,644.76
